popsize,restart_tolerance,self_instead_neighbour,sigma,different_powers,discus,ellipsoid,rosenbrock,shifted_sphere,sphere,mean,mad
64,0.00000001,0.24,0.08,1126.4,3193.6,3180.8,1862.4,4147.2,4947.2,3076.2668,1054.5778
64,0.00000001,0.28,0.08,1171.2,3180.8,3180.8,1836.8,4275.2,4838.4,3080.5332,1051.0223
64,0.00000001,0.08,0.19999999,1260.8,3059.2,3052.8,1932.8,4300.8,4960,3094.3997,1023.9998
64,0.00000001,0.32,0.12,1267.2,3155.2,3200,1932.8,4230.4,4889.6,3112.5332,1008.3555
64,0.00000001,0.28,0.16,1267.2,3123.2,3129.6,2016,4332.8,4928,3132.8,998.4001
64,0.00000001,0.12,0.19999999,1312,3187.2,3129.6,2022.4,4300.8,5030.4,3163.7334,1009.0666
64,0.00000001,0.32,0.08,1177.6,3276.8,3174.4,1894.4,4364.8,5113.6,3166.9333,1087.289
64,0.00000001,0.35999998,0.12,1318.4,3308.8,3180.8,1977.6,4326.4,5017.6,3188.2666,1029.3334
64,0.00000001,0.19999999,0.19999999,1337.6,3168,3200,2041.6,4460.8,5126.4,3222.4001,1047.4667
64,0.00000001,0.35999998,0.08,1280,3366.4,3340.8,1913.6,4364.8,5094.4,3226.6667,1086.5778
64,0.00000001,0.32,0.16,1331.2,3276.8,3206.4,2112,4384,5088,3233.0667,1016.5334
64,0.00000001,0.39999998,0.12,1299.2,3289.6,3347.2,2048,4473.6,5056,3252.2666,1052.4445
64,0.00000001,0.16,0.19999999,1440,3180.8,3168,2112,4454.4,5171.2,3254.3997,1038.9332
64,0.00000001,0.04,0.04,1068.8,3366.4,3225.6,1625.6,4352,5996.8,3272.5332,1299.2
64,0.00000001,0.24,0.19999999,1440,3225.6,3283.2,2073.6,4422.4,5235.2,3280,1033.6
64,0.00000001,0.39999998,0.08,1260.8,3449.6,3456,1952,4460.8,5107.2,3281.0667,1116.4445
64,0.00000001,0.35999998,0.16,1414.4,3308.8,3340.8,2124.8,4460.8,5081.6,3288.5332,1012.62225
64,0.00000001,0,0.04,1081.6,3276.8,3200,1632,4620.8,5926.4,3289.5999,1322.6665
64,0.00000001,0.19999999,0.04,1062.4,3360,3398.4,1785.6,4460.8,5766.4,3305.5999,1254.3999
64,0.00000001,0.08,0.04,1030.4,3520,3347.2,1676.8,4499.2,5830.4,3317.3333,1309.1556
64,0.00000001,0.28,0.19999999,1382.4,3385.6,3366.4,2035.2,4524.8,5273.6,3328,1079.4667
64,0.00000001,0.44,0.12,1318.4,3411.2,3417.6,2176,4556.8,5139.2,3336.5332,1059.5555
64,0.00000001,0,0.23999998,1363.2,3251.2,3321.6,2195.2,4620.8,5344,3349.3333,1088.711
64,0.00000001,0.39999998,0.16,1382.4,3449.6,3411.2,2144,4544,5171.2,3350.4001,1058.1333
64,0.00000001,0.28,0.04,1107.2,3456,3456,1760,4748.8,5580.8,3351.4668,1278.5776
64,0.00000001,0.12,0.04,1107.2,3296,3392,1676.8,4652.8,5990.4,3352.5332,1325.8666
64,0.00000001,0.32,0.19999999,1395.2,3353.6,3449.6,2022.4,4633.6,5318.4,3362.1335,1105.0668
64,0.00000001,0.44,0.08,1267.2,3430.4,3584,2086.4,4601.6,5209.6,3363.2,1124.2667
64,0.00000001,0.16,0.04,1120,3328,3462.4,1792,4684.8,5939.2,3387.7334,1307.7333
64,0.00000001,0.24,0.04,1152,3430.4,3520,1792,4652.8,5907.2,3409.0667,1291.3778
64,0.00000001,0.08,0.23999998,1312,3360,3385.6,2131.2,4774.4,5632,3432.5332,1180.4443
64,0.00000001,0.44,0.16,1465.6,3468.8,3500.8,2201.6,4665.6,5363.2,3444.2668,1073.7778
64,0.00000001,0.35999998,0.19999999,1484.8,3468.8,3436.8,2208,4652.8,5452.8,3450.6667,1074.1333
64,0.00000001,0.04,0.23999998,1452.8,3417.6,3449.6,2182.4,4736,5516.8,3459.2,1111.4667
64,0.00000001,0.48,0.08,1312,3660.8,3692.8,2035.2,4652.8,5446.4,3466.6667,1195.3778
64,0.00000001,0.32,0.04,1158.4,3603.2,3590.4,1881.6,4736,5836.8,3467.7332,1298.4888
64,0.00000001,0.48,0.12,1427.2,3552,3609.6,2195.2,4691.2,5331.2,3467.7336,1104.3556
64,0.00000001,0.12,0.23999998,1452.8,3411.2,3385.6,2182.4,4780.8,5683.2,3482.6667,1166.2222
64,0.00000001,0.35999998,0.04,1203.2,3718.4,3552,1900.8,4780.8,5926.4,3513.5999,1307.7333
64,0.00000001,0.16,0.23999998,1548.8,3411.2,3430.4,2304,4883.2,5657.6,3539.2002,1154.1334
64,0.00000001,0.39999998,0.04,1222.4,3590.4,3564.8,1958.4,4793.6,6105.6,3539.2,1299.2001
64,0.00000001,0.48,0.16,1529.6,3545.6,3571.2,2284.8,4819.2,5504,3542.4001,1090.1333
64,0.00000001,0.39999998,0.19999999,1536,3622.4,3494.4,2406.4,4768,5542.4,3561.5999,1082.6666
64,0.00000001,0.19999999,0.23999998,1459.2,3475.2,3468.8,2284.8,4844.8,5849.6,3563.7334,1188.9778
64,0.00000001,0.52,0.12,1388.8,3577.6,3756.8,2259.2,4851.2,5606.4,3573.3333,1166.2223
64,0.00000001,0.52,0.08,1318.4,3737.6,3724.8,2208,4876.8,5670.4,3589.3333,1217.4222
64,0.00000001,0.52,0.16,1491.2,3635.2,3641.6,2265.6,4889.6,5664,3597.8665,1146.3112
64,0.00000001,0.24,0.23999998,1504,3539.2,3488,2240,4940.8,5888,3600,1209.6
64,0.00000001,0.44,0.04,1222.4,3756.8,3705.6,1939.2,4960,6086.4,3611.7334,1353.9556
64,0.00000001,0.44,0.19999999,1529.6,3622.4,3622.4,2316.8,4940.8,5657.6,3614.9333,1127.8223
64,0.00000001,0.28,0.23999998,1542.4,3564.8,3596.8,2406.4,5036.8,5836.8,3664,1181.8666
64,0.00000001,0.56,0.12,1516.8,3731.2,3673.6,2310.4,5030.4,5856,3686.4001,1186.1333
64,0.00000001,0.56,0.08,1408,3795.2,3852.8,2246.4,5075.2,5798.4,3696,1245.8667
64,0.00000001,0.48,0.19999999,1632,3737.6,3744,2400,5094.4,5849.6,3742.9333,1153.0668
64,0.00000001,0.56,0.16,1548.8,3795.2,3948.8,2310.4,5126.4,5894.4,3770.6667,1227.3778
64,0.00000001,0.48,0.04,1388.8,3955.2,3718.4,2060.8,5177.6,6368,3778.1335,1388.7999
64,0.00000001,0.32,0.23999998,1555.2,3673.6,3724.8,2508.8,5164.8,6073.6,3783.4666,1223.8221
64,0.00000001,0.52,0.04,1331.2,4070.4,3827.2,2188.8,5344,6188.8,3825.0664,1376.711
64,0.00000001,0.59999996,0.12,1555.2,3897.6,4012.8,2464,5152,6003.2,3847.4668,1225.2445
64,0.00000001,0.52,0.19999999,1619.2,3782.4,3929.6,2508.8,5248,6016,3850.6667,1213.8667
64,0.00000001,0.35999998,0.23999998,1612.8,3724.8,3699.2,2528,5318.4,6278.4,3860.2666,1292.0887
64,0.00000001,0.39999998,0.23999998,1664,3782.4,3763.2,2521.6,5280,6291.2,3883.7332,1267.9111
64,0.00000001,0.59999996,0.08,1446.4,4019.2,4032,2368,5337.6,6163.2,3894.3997,1324.8002
64,0.00000001,0.56,0.04,1420.8,3987.2,3974.4,2240,5369.6,6444.8,3906.1335,1383.8221
64,0.00000001,0.56,0.19999999,1619.2,3936,4038.4,2412.8,5395.2,6099.2,3916.8,1267.2001
64,0.00000001,0.04,0.28,1612.8,3641.6,3788.8,2342.4,5401.6,6809.6,3932.7998,1448.5332
64,0.00000001,0.59999996,0.16,1644.8,3980.8,3942.4,2713.6,5292.8,6124.8,3949.8665,1182.9332
64,0.00000001,0.08,0.28,1568,3660.8,3788.8,2438.4,5536,6739.2,3955.2,1454.9332
64,0.00000001,0.44,0.23999998,1587.2,3865.6,3904,2553.6,5440,6406.4,3959.4668,1309.1555
64,0.00000001,0,0.28,1670.4,3788.8,3833.6,2240,5561.6,6700.8,3965.8665,1443.5555
64,0.00000001,0.64,0.12,1561.6,4115.2,4179.2,2547.2,5382.4,6220.8,4001.0664,1297.778
64,0.00000001,0.64,0.08,1542.4,4147.2,4185.6,2470.4,5484.8,6329.6,4026.6663,1346.8446
64,0.00000001,0.64,0.16,1638.4,4115.2,4166.4,2662.4,5395.2,6342.4,4053.3337,1268.6221
64,0.00000001,0.19999999,0.28,1664,3808,3763.2,2636.8,5760,6860.8,4082.1335,1485.5111
64,0.00000001,0.59999996,0.19999999,1676.8,4134.4,4166.4,2611.2,5619.2,6355.2,4093.8665,1299.9113
64,0.00000001,0.12,0.28,1721.6,3929.6,3865.6,2739.2,5568,6745.6,4094.9333,1374.5778
64,0.00000001,0.48,0.23999998,1555.2,4083.2,4057.6,2726.4,5587.2,6560,4094.9336,1319.1112
64,0.00000001,0.59999996,0.04,1484.8,4140.8,4204.8,2284.8,5760,6848,4120.533,1490.4889
64,0.00000001,0.16,0.28,1798.4,3833.6,3897.6,2656,5708.8,6848,4123.733,1436.4443
64,0.00000001,0.24,0.28,1676.8,3948.8,4012.8,2752,5772.8,7040,4200.533,1470.5776
64,0.00000001,0.68,0.12,1600,4307.2,4313.6,2726.4,5657.6,6617.6,4203.7334,1360.3556
64,0.00000001,0.68,0.08,1593.6,4467.2,4332.8,2681.6,5747.2,6470.4,4215.4663,1385.2445
64,0.00000001,0.68,0.16,1612.8,4403.2,4198.4,2720,5728,6732.8,4232.533,1388.7999
64,0.00000001,0.28,0.28,1843.2,3987.2,3974.4,2828.8,5747.2,7027.2,4234.6665,1435.0223
64,0.00000001,0.52,0.23999998,1747.2,4166.4,4166.4,2899.2,5721.6,6752,4242.1333,1329.7778
64,0.00000001,0.64,0.04,1510.4,4409.6,4345.6,2438.4,5817.6,7033.6,4259.1997,1523.2002
64,0.00000001,0.56,0.23999998,1760,4204.8,4243.2,2828.8,5766.4,6796.8,4266.6665,1343.2888
64,0.00000001,0.64,0.19999999,1817.6,4217.6,4313.6,2777.6,5868.8,6713.6,4284.8,1347.2
64,0.00000001,0.32,0.28,1817.6,4166.4,4051.2,2860.8,5868.8,7219.2,4330.6665,1475.5555
64,0.00000001,0.68,0.04,1625.6,4595.2,4492.8,2444.8,6060.8,7219.2,4406.4,1580.7999
64,0.00000001,0.35999998,0.28,1792,4102.4,4172.8,2880,6131.2,7488,4427.733,1587.9111
64,0.00000001,0.39999998,0.28,1696,4185.6,4160,3027.2,6252.8,7276.8,4433.0664,1554.4888
64,0.00000001,0.59999996,0.23999998,1932.8,4403.2,4358.4,2886.4,5926.4,7104,4435.2,1386.6666
64,0.00000001,0.68,0.19999999,1728,4569.6,4499.2,2899.2,5964.8,7027.2,4448,1422.9335
64,0.00000001,0.71999997,0.12,1824,4518.4,4608,2777.6,6073.6,6995.2,4466.1333,1443.5557
64,0.00000001,0.71999997,0.08,1689.6,4742.4,4633.6,2822.4,6182.4,6867.2,4489.6,1489.0668
64,0.00000001,0.44,0.28,1804.8,4211.2,4236.8,3020.8,6220.8,7673.6,4527.9995,1612.7998
64,0.00000001,0.71999997,0.16,1798.4,4608,4569.6,3104,6137.6,7123.2,4556.8003,1403.7334
64,0.00000001,0.64,0.23999998,1875.2,4569.6,4480,2931.2,6387.2,7302.4,4590.933,1502.5778
64,0.00000001,0.48,0.28,1996.8,4396.8,4390.4,2969.6,6406.4,7673.6,4638.933,1600.711
64,0.00000001,0.71999997,0.04,1676.8,4883.2,4896,2790.4,6451.2,7468.8,4694.4004,1640.5332
64,0.00000001,0.52,0.28,1913.6,4332.8,4537.6,3206.4,6470.4,7737.6,4699.7334,1602.8444
64,0.00000001,0.71999997,0.19999999,1977.6,4710.4,4723.2,3097.6,6348.8,7347.2,4700.8003,1442.1332
64,0.00000001,0.76,0.12,1830.4,4889.6,4838.4,3027.2,6451.2,7302.4,4723.2,1529.6
64,0.00000001,0.68,0.23999998,1888,4672,4665.6,3033.6,6457.6,7654.4,4728.533,1551.6444
64,0.00000001,0.04,0.32,1817.6,4256,4364.8,2822.4,6630.4,8608,4749.8667,1912.889
64,0.00000001,0.76,0.08,1734.4,4992,4812.8,2886.4,6560,7571.2,4759.467,1632.711
64,0.00000001,0,0.32,1875.2,4294.4,4396.8,2988.8,6681.6,8409.6,4774.4,1847.4667
64,0.00000001,0.56,0.28,1913.6,4595.2,4627.2,3084.8,6534.4,7916.8,4778.6665,1631.2887
64,0.00000001,0.76,0.16,1817.6,4908.8,4851.2,3116.8,6732.8,7488,4819.1997,1568
64,0.00000001,0.08,0.32,1888,4544,4416,3116.8,6688,8710.4,4893.8667,1870.2223
64,0.00000001,0.76,0.04,1779.2,5254.4,5049.6,2860.8,6822.4,7737.6,4917.333,1731.5557
64,0.00000001,0.12,0.32,1792,4524.8,4480,3104,6880,8774.4,4925.8667,1934.2223
64,0.00000001,0.16,0.32,2035.2,4556.8,4422.4,2937.6,6963.2,8902.4,4969.6,1975.4668
64,0.00000001,0.76,0.19999999,2080,5036.8,5094.4,3123.2,6771.2,7731.2,4972.8003,1580.7999
64,0.00000001,0.59999996,0.28,2099.2,4812.8,4748.8,3225.6,6867.2,8192,4990.9336,1692.4447
64,0.00000001,0.71999997,0.23999998,2060.8,4947.2,4966.4,3340.8,6886.4,7974.4,5029.3335,1600.711
64,0.00000001,0.79999995,0.12,1945.6,5318.4,5286.4,3238.4,6886.4,7897.6,5095.467,1668.9777
64,0.00000001,0.19999999,0.32,2182.4,4601.6,4620.8,3104,7174.4,8940.8,5104,1969.0668
64,0.00000001,0.28,0.32,2035.2,4550.4,4774.4,3174.4,6982.4,9113.6,5105.067,1961.9557
64,0.00000001,0.24,0.32,2073.6,4582.4,4716.8,3168,7129.6,9075.2,5124.267,1985.4225
64,0.00000001,0.79999995,0.08,1907.2,5273.6,5382.4,3148.8,7052.8,8083.2,5141.3335,1742.2222
64,0.00000001,0.64,0.28,2188.8,4921.6,4908.8,3372.8,6963.2,8537.6,5148.8,1734.3999
64,0.00000001,0.79999995,0.16,2035.2,5337.6,5209.6,3315.2,7110.4,8083.2,5181.8667,1671.1112
64,0.00000001,0.32,0.32,2144,4761.6,4825.6,3328,7174.4,9068.8,5217.0664,1936.3555
64,0.00000001,0.35999998,0.32,2067.2,4755.2,4806.4,3302.4,7353.6,9260.8,5257.6,2033.0668
64,0.00000001,0.76,0.23999998,2124.8,5248,5286.4,3340.8,7244.8,8435.2,5280,1708.7999
64,0.00000001,0.68,0.28,2041.6,5094.4,5164.8,3500.8,7206.4,8755.2,5293.8667,1791.2891
64,0.00000001,0.39999998,0.32,2137.6,4864,4960,3468.8,7392,9190.4,5335.4663,1970.4888
64,0.00000001,0.79999995,0.04,1984,5452.8,5510.4,3142.4,7392,8563.2,5340.8003,1851.7333
64,0.00000001,0.79999995,0.19999999,2003.2,5440,5331.2,3488,7232,8550.4,5340.8003,1733.3334
64,0.00000001,0.48,0.32,2073.6,4979.2,4902.4,3436.8,7571.2,9248,5368.533,2027.3778
64,0.00000001,0.44,0.32,2278.4,4844.8,4825.6,3392,7667.2,9401.6,5401.6,2088.5334
64,0.00000001,0.52,0.32,2291.2,5024,5081.6,3526.4,7782.4,9395.2,5516.8003,2048
64,0.00000001,0.71999997,0.28,2182.4,5446.4,5408,3737.6,7744,9126.4,5607.467,1885.1556
64,0.00000001,0.56,0.32,2297.6,5068.8,5331.2,3660.8,7769.6,9542.4,5611.733,2029.5111
64,0.00000001,0.84,0.08,2124.8,5881.6,5862.4,3379.2,7724.8,8838.4,5635.2007,1922.1332
64,0.00000001,0.84,0.12,2137.6,5824,5766.4,3552,7756.8,8838.4,5645.867,1867.3776
64,0.00000001,0.79999995,0.23999998,2214.4,5664,5708.8,3756.8,7616,8960,5653.3335,1778.4888
64,0.00000001,0.84,0.16,2297.6,5824,5811.2,3603.2,7840,8787.2,5693.8667,1828.9779
64,0.00000001,0.84,0.04,2086.4,6009.6,5881.6,3334.4,7980.8,9171.2,5744,2022.4
64,0.00000001,0.59999996,0.32,2342.4,5209.6,5267.2,3801.6,8102.4,9945.6,5778.1333,2163.9111
64,0.00000001,0.76,0.28,2483.2,5657.6,5798.4,3724.8,7968,9126.4,5793.0664,1837.8667
64,0.00000001,0.64,0.32,2400,5382.4,5440,3833.6,8032,9971.2,5843.1997,2105.5999
64,0.00000001,0.84,0.19999999,2380.8,5926.4,5932.8,3846.4,8070.4,9184,5890.1333,1851.0221
64,0.00000001,0.68,0.32,2393.6,5683.2,5734.4,3744,8115.2,9984,5942.4,2071.4666
64,0.00000001,0.79999995,0.28,2483.2,6112,6035.2,3776,8364.8,9811.2,6097.0664,1998.9332
64,0.00000001,0.84,0.23999998,2438.4,6342.4,6304,3884.8,8441.6,9753.6,6194.133,2021.689
64,0.00000001,0.71999997,0.32,2630.4,5945.6,5843.2,3968,8364.8,10470.4,6203.733,2142.578
64,0.00000001,0.04,0.35999998,2214.4,5177.6,5331.2,3820.8,8972.8,11948.8,6244.267,2811.0225
64,0.00000001,0,0.35999998,2272,5209.6,5209.6,3788.8,9024,12019.2,6253.8667,2845.1555
64,0.00000001,0.88,0.12,2342.4,6598.4,6611.2,3737.6,8832,9868.8,6331.733,2194.489
64,0.00000001,0.08,0.35999998,2400,5260.8,5491.2,3769.6,9158.4,12096,6362.6665,2843.0225
64,0.00000001,0.88,0.08,2387.2,6521.6,6713.6,3865.6,8806.4,10060.8,6392.533,2177.4224
64,0.00000001,0.88,0.16,2425.6,6598.4,6611.2,4108.8,8896,10131.2,6461.8667,2129.778
64,0.00000001,0.76,0.32,2464,6041.6,6080,4384,8787.2,11046.4,6467.2007,2299.7336
64,0.00000001,0.88,0.04,2220.8,6841.6,6796.8,3744,9024,10464,6515.1997,2355.2002
64,0.00000001,0.24,0.35999998,2425.6,5446.4,5696,3923.2,9363.2,12416,6545.0664,2896.3555
64,0.00000001,0.12,0.35999998,2668.8,5504,5356.8,4121.6,9267.2,12499.2,6569.5996,2875.7334
64,0.00000001,0.16,0.35999998,2528,5606.4,5504,4185.6,9305.6,12294.4,6570.6665,2819.5557
64,0.00000001,0.84,0.28,2630.4,6521.6,6636.8,4038.4,9152,10444.8,6570.6665,2173.8665
64,0.00000001,0.19999999,0.35999998,2432,5510.4,5510.4,4083.2,9638.4,12307.2,6580.267,2928.3557
64,0.00000001,0.88,0.19999999,2585.6,6649.6,6764.8,4025.6,9113.6,10361.6,6583.4663,2185.2444
64,0.00000001,0.28,0.35999998,2707.2,5491.2,5536,4153.6,9350.4,12428.8,6611.1997,2852.2666
64,0.00000001,0.32,0.35999998,2624,5734.4,5664,4121.6,9292.8,12390.4,6637.867,2802.489
64,0.00000001,0.35999998,0.35999998,2387.2,5625.6,5772.8,4588.8,9465.6,12780.8,6770.133,2902.0442
64,0.00000001,0.79999995,0.32,2841.6,6470.4,6476.8,4422.4,9388.8,11040,6773.3335,2294.0447
64,0.00000001,0.44,0.35999998,2528,5868.8,5836.8,4102.4,9625.6,12768,6788.267,2939.0222
64,0.00000001,0.39999998,0.35999998,2662.4,5676.8,5868.8,4230.4,9708.8,12729.6,6812.7993,2937.5999
64,0.00000001,0.88,0.23999998,2547.2,6944,6816,4377.6,9510.4,10950.4,6857.6,2277.3337
64,0.00000001,0.56,0.35999998,2611.2,5913.6,6099.2,4646.4,9612.8,12294.4,6862.9336,2727.111
64,0.00000001,0.48,0.35999998,2707.2,5798.4,5913.6,4614.4,9555.2,12633.6,6870.4,2816
64,0.00000001,0.52,0.35999998,2784,5971.2,6016,4505.6,9708.8,12614.4,6933.3335,2818.8445
64,0.00000001,0.64,0.35999998,2694.4,6387.2,6201.6,4460.8,9862.4,12652.8,7043.1997,2809.5999
64,0.00000001,0.59999996,0.35999998,2809.6,6246.4,6233.6,4608,9836.8,12614.4,7058.133,2778.3113
64,0.00000001,0.84,0.32,2681.6,6982.4,6982.4,4569.6,10137.6,11795.2,7191.467,2516.6223
64,0.00000001,0.71999997,0.35999998,2694.4,6617.6,6585.6,4697.6,10176,12384,7192.533,2724.9778
64,0.00000001,0.68,0.35999998,2796.8,6444.8,6387.2,4774.4,9913.6,12940.8,7209.5996,2811.7332
64,0.00000001,0.88,0.28,2668.8,7206.4,7404.8,4652.8,10137.6,11584,7275.733,2433.0667
64,0.00000001,0.76,0.35999998,2873.6,7046.4,6860.8,4710.4,10464,12620.8,7429.3335,2742.0447
64,0.00000001,0.79999995,0.35999998,2886.4,7104,7052.8,4729.6,10521.6,13049.6,7557.3335,2818.8445
64,0.00000001,0.91999996,0.12,2809.6,7788.8,7750.4,4544,10502.4,12025.6,7570.1343,2595.555
64,0.00000001,0.91999996,0.16,2796.8,7590.4,7872,4652.8,10617.6,11955.2,7580.8003,2570.6667
64,0.00000001,0.91999996,0.08,2841.6,7923.2,7673.6,4544,10720,12057.6,7626.6665,2622.578
64,0.00000001,0.91999996,0.19999999,2739.2,8076.8,7929.6,4806.4,10720,12448,7786.6665,2675.9114
64,0.00000001,0.91999996,0.04,2764.8,8179.2,7833.6,4556.8,10892.8,12537.6,7794.133,2755.556
64,0.00000001,0.88,0.32,3078.4,7827.2,7616,4806.4,10841.6,12780.8,7825.067,2658.133
64,0.00000001,0.84,0.35999998,3052.8,7475.2,7456,5062.4,11321.6,13600,7994.6665,2977.422
64,0.00000001,0.91999996,0.23999998,3084.8,8160,8281.6,4966.4,11251.2,12844.8,8098.1333,2715.0222
64,0.00000001,0.88,0.35999998,3059.2,8172.8,8172.8,5107.2,11929.6,14131.2,8428.8,3067.7332
64,0.00000001,0.91999996,0.28,3257.6,8486.4,8492.8,5081.6,11705.6,13619.2,8440.533,2847.289
64,0.00000001,0.04,0.39999998,2713.6,6752,7065.6,5081.6,13017.6,18374.4,8834.133,4574.5776
64,0.00000001,0.71999997,0.39999998,3302.4,7673.6,7814.4,5651.2,12678.4,16128,8874.667,3685.6892
64,0.00000001,0,0.39999998,2694.4,6969.6,6809.6,4736,13113.6,18937.6,8876.8,4765.8667
64,0.00000001,0.91999996,0.32,3347.2,8934.4,8774.4,5113.6,12627.2,14508.8,8884.267,3139.2
64,0.00000001,0.76,0.39999998,3488,7788.8,7852.8,5536,12531.2,16115.2,8885.333,3625.2444
64,0.00000001,0.68,0.39999998,3398.4,7481.6,7532.8,5491.2,12563.2,16870.4,8889.601,3884.8
64,0.00000001,0.64,0.39999998,3328,7276.8,7552,5536,12576,17120,8898.134,3966.5781
64,0.00000001,0.79999995,0.39999998,3340.8,7968,7961.6,5683.2,12704,16089.6,8957.867,3625.9558
64,0.00000001,0.08,0.39999998,2905.6,6739.2,6995.2,5100.8,13228.8,18969.6,8989.867,4739.5557
64,0.00000001,0.56,0.39999998,3372.8,7212.8,7488,5824,12947.2,17542.4,9064.534,4120.178
64,0.00000001,0.12,0.39999998,2988.8,7136,7008,5081.6,13388.8,18976,9096.533,4723.911
64,0.00000001,0.59999996,0.39999998,3520,7564.8,7392,5990.4,12684.8,17689.6,9140.267,4031.289
64,0.00000001,0.52,0.39999998,3488,7360,7372.8,5753.6,13158.4,17862.4,9165.867,4229.689
64,0.00000001,0.84,0.39999998,3507.2,8473.6,8326.4,5625.6,12896,16192,9170.133,3582.5774
64,0.00000001,0.48,0.39999998,3590.4,7020.8,7475.2,5766.4,12825.6,18368,9174.399,4281.6
64,0.00000001,0.35999998,0.39999998,3187.2,7084.8,7168,5849.6,13337.6,18867.2,9249.066,4568.8887
64,0.00000001,0.39999998,0.39999998,3494.4,7411.2,7334.4,5811.2,12883.2,18688,9270.399,4343.467
64,0.00000001,0.19999999,0.39999998,3187.2,7251.2,6976,5094.4,13651.2,19481.6,9273.601,4861.8667
64,0.00000001,0.28,0.39999998,3641.6,7328,7225.6,5977.6,13260.8,18630.4,9344,4401.067
64,0.00000001,0.44,0.39999998,3449.6,7340.8,7308.8,6099.2,13555.2,18406.4,9360,4413.8667
64,0.00000001,0.24,0.39999998,3456,6931.2,7276.8,5433.6,13728,19520,9390.934,4822.0444
64,0.00000001,0.16,0.39999998,3532.8,7212.8,7014.4,5913.6,13472,19462.4,9434.667,4688.356
64,0.00000001,0.32,0.39999998,3366.4,7315.2,7052.8,6144,13536,19296,9451.733,4642.844
64,0.00000001,0.91999996,0.35999998,3571.2,9248,9446.4,5811.2,13574.4,16044.8,9616.001,3462.4004
64,0.00000001,0.88,0.39999998,3513.6,9024,9196.8,6054.4,13427.2,16518.4,9622.399,3566.9333
64,0.00000001,0.96,0.12,3961.6,10457.6,10521.6,6028.8,14297.6,16147.2,10235.732,3493.6887
64,0.00000001,0.96,0.08,3814.4,10323.2,10694.4,6009.6,14336,16396.8,10262.4,3566.9336
64,0.00000001,0.96,0.16,3814.4,10444.8,10758.4,6265.6,14412.8,16358.4,10342.399,3534.9336
64,0.00000001,0.96,0.04,3814.4,10489.6,10790.4,6060.8,14348.8,16633.6,10356.267,3612.4446
64,0.00000001,0.96,0.19999999,3814.4,10636.8,10739.2,6112,14534.4,16531.2,10394.666,3620.9778
64,0.00000001,0.91999996,0.39999998,3840,10092.8,9971.2,6374.4,15072,17753.6,10517.333,3930.3108
64,0.00000001,0.96,0.23999998,3833.6,10796.8,10995.2,6457.6,14963.2,16825.6,10645.333,3666.489
