h,p_best_rate,popsize,different_powers,discus,ellipsoid,rosenbrock,shifted_sphere,sphere,mean,mad
4,0.28,64,998.4,12825.6,12441.6,1222.4,inf,29017.6,inf,inf
4,0.32,64,947.2,11910.4,12102.4,1280,inf,29126.4,inf,inf
4,0.35999998,64,992,12492.8,11321.6,1235.2,inf,27372.8,inf,inf
4,0.39999998,64,921.6,11577.6,11680,1222.4,inf,27411.2,inf,inf
4,0.43999997,64,934.4,11436.8,10681.6,1222.4,inf,27091.2,inf,inf
4,0.48,64,940.8,11865.6,10540.8,1196.8,inf,24768,inf,inf
4,0.52,64,940.8,10822.4,11737.6,1196.8,inf,25120,inf,inf
4,0.56,64,953.6,10572.8,10444.8,1292.8,inf,24947.2,inf,inf
4,0.6,64,960,11488,11104,1280,inf,24128,inf,inf
4,0.64,64,928,11360,10195.2,1216,inf,23328,inf,inf
4,0.68,64,960,10329.6,10284.8,1235.2,inf,25369.6,inf,inf
4,0.72,64,979.2,9971.2,10310.4,1273.6,inf,23974.4,inf,inf
4,0.76,64,985.6,9984,9548.8,1177.6,inf,22822.4,inf,inf
4,0.8,64,928,10041.6,10144,1222.4,inf,22156.8,inf,inf
4,0.84,64,953.6,10105.6,9644.8,1222.4,inf,22592,inf,inf
4,0.88,64,953.6,9996.8,9996.8,1222.4,inf,21024,inf,inf
4,0.92,64,966.4,9824,9305.6,1184,inf,21305.6,inf,inf
4,0.96,64,934.4,9990.4,9907.2,1235.2,inf,21113.6,inf,inf
4,1,64,972.8,9721.6,10048,1228.8,inf,20537.6,inf,inf
5,0.04,64,1062.4,21689.6,20108.8,1465.6,inf,inf,inf,inf
5,0.08,64,1011.2,17523.2,17664,1401.6,inf,inf,inf,inf
5,0.12,64,1004.8,15564.8,15014.4,1369.6,inf,40563.2,inf,inf
5,0.16,64,1030.4,14867.2,13888,1376,inf,37817.6,inf,inf
5,0.19999999,64,979.2,13068.8,13568,1273.6,inf,34284.8,inf,inf
5,0.23999998,64,1011.2,12486.4,12851.2,1337.6,inf,33260.8,inf,inf
5,0.28,64,979.2,12550.4,12800,1312,inf,31923.2,inf,inf
5,0.32,64,1049.6,12147.2,12115.2,1356.8,inf,30617.6,inf,inf
5,0.35999998,64,979.2,12006.4,11686.4,1324.8,inf,27827.2,inf,inf
5,0.39999998,64,966.4,11756.8,11635.2,1248,inf,28108.8,inf,inf
5,0.43999997,64,1017.6,10636.8,10732.8,1286.4,inf,26745.6,inf,inf
5,0.48,64,992,10592,11052.8,1292.8,inf,25811.2,inf,inf
5,0.52,64,979.2,10195.2,10777.6,1267.2,inf,25862.4,inf,inf
5,0.56,64,979.2,10368,10790.4,1273.6,inf,24089.6,inf,inf
5,0.6,64,979.2,10515.2,10572.8,1280,inf,23916.8,inf,inf
5,0.64,64,966.4,10636.8,10284.8,1254.4,inf,25011.2,inf,inf
5,0.68,64,985.6,10758.4,10374.4,1235.2,inf,25145.6,inf,inf
5,0.72,64,998.4,10617.6,10336,1248,inf,22784,inf,inf
5,0.76,64,1004.8,10835.2,10528,1280,inf,23628.8,inf,inf
5,0.8,64,960,10310.4,9817.6,1305.6,inf,22419.2,inf,inf
5,0.84,64,947.2,9811.2,10464,1337.6,inf,22880,inf,inf
5,0.88,64,972.8,10336,9900.8,1260.8,inf,21683.2,inf,inf
5,0.92,64,979.2,9465.6,10003.2,1267.2,inf,22752,inf,inf
5,0.96,64,928,9868.8,9843.2,1267.2,inf,22745.6,inf,inf
5,1,64,940.8,9683.2,9408,1273.6,inf,21843.2,inf,inf
6,0.04,64,1100.8,20064,21056,1548.8,inf,inf,inf,inf
6,0.08,64,1088,17254.4,17120,1504,inf,inf,inf,inf
6,0.12,64,1011.2,14758.4,15244.8,1491.2,inf,39852.8,inf,inf
6,0.16,64,1049.6,14617.6,14272,1388.8,inf,37299.2,inf,inf
6,0.19999999,64,985.6,13152,13740.8,1395.2,inf,34406.4,inf,inf
6,0.23999998,64,1036.8,12729.6,13305.6,1382.4,inf,32748.8,inf,inf
6,0.28,64,1024,12339.2,11916.8,1376,inf,32172.8,inf,inf
6,0.32,64,1043.2,11443.2,12185.6,1376,inf,30112,inf,inf
6,0.35999998,64,1036.8,11315.2,11379.2,1344,inf,27174.4,inf,inf
6,0.39999998,64,985.6,11187.2,11584,1382.4,inf,27808,inf,inf
6,0.43999997,64,1036.8,11961.6,11225.6,1324.8,inf,26022.4,inf,inf
6,0.48,64,1017.6,11212.8,10912,1337.6,inf,27008,inf,inf
6,0.52,64,979.2,10035.2,10892.8,1324.8,inf,25254.4,inf,inf
6,0.56,64,1043.2,10310.4,11078.4,1267.2,inf,24166.4,inf,inf
6,0.6,64,1024,10566.4,10976,1318.4,inf,23488,inf,inf
6,0.64,64,1011.2,9747.2,10252.8,1292.8,inf,26451.2,inf,inf
6,0.68,64,979.2,10777.6,10464,1318.4,inf,24486.4,inf,inf
6,0.72,64,1043.2,10208,10732.8,1324.8,inf,23116.8,inf,inf
6,0.76,64,947.2,10144,10208,1331.2,inf,24294.4,inf,inf
6,0.8,64,972.8,10592,9977.6,1286.4,inf,21952,inf,inf
6,0.84,64,953.6,9305.6,9900.8,1324.8,inf,22739.2,inf,inf
6,0.88,64,985.6,9600,9772.8,1324.8,inf,21036.8,inf,inf
6,0.92,64,1017.6,9728,9830.4,1292.8,inf,22035.2,inf,inf
6,0.96,64,985.6,9049.6,9792,1305.6,inf,20608,inf,inf
6,1,64,992,9964.8,9747.2,1318.4,inf,21926.4,inf,inf
7,0.04,64,1113.6,21158.4,21145.6,1529.6,inf,inf,inf,inf
7,0.08,64,1075.2,16569.6,17536,1504,inf,inf,inf,inf
7,0.12,64,1024,15532.8,14585.6,1452.8,inf,42214.4,inf,inf
7,0.16,64,1062.4,13299.2,13312,1433.6,inf,37721.6,inf,inf
7,0.19999999,64,1043.2,14067.2,14208,1363.2,inf,35027.2,inf,inf
7,0.23999998,64,1024,12448,13286.4,1420.8,inf,33952,inf,inf
7,0.28,64,1030.4,12051.2,12448,1337.6,inf,33062.4,inf,inf
7,0.32,64,1004.8,11078.4,11705.6,1401.6,inf,31187.2,inf,inf
7,0.35999998,64,1017.6,12128,11897.6,1369.6,inf,29414.4,inf,inf
7,0.39999998,64,1030.4,10700.8,11065.6,1369.6,inf,27603.2,inf,inf
7,0.43999997,64,998.4,9990.4,10182.4,1350.4,inf,28736,inf,inf
7,0.48,64,1036.8,11091.2,10585.6,1376,inf,27091.2,inf,inf
7,0.52,64,1011.2,9708.8,10406.4,1382.4,inf,24640,inf,inf
7,0.56,64,1011.2,10195.2,10259.2,1350.4,inf,27078.4,inf,inf
7,0.6,64,966.4,10176,10156.8,1388.8,inf,25395.2,inf,inf
7,0.64,64,1004.8,9638.4,9568,1344,inf,23795.2,inf,inf
7,0.68,64,992,10246.4,9977.6,1369.6,inf,24793.6,inf,inf
7,0.72,64,992,9676.8,10073.6,1331.2,inf,23891.2,inf,inf
7,0.76,64,998.4,9811.2,9824,1376,inf,24870.4,inf,inf
7,0.8,64,1030.4,9875.2,9945.6,1356.8,inf,23180.8,inf,inf
7,0.84,64,1024,9939.2,10112,1369.6,inf,22240,inf,inf
7,0.88,64,1030.4,9753.6,9593.6,1344,inf,23564.8,inf,inf
7,0.92,64,1056,10118.4,9939.2,1363.2,inf,21926.4,inf,inf
7,0.96,64,1024,9164.8,9856,1280,inf,22304,inf,inf
7,1,64,1017.6,9472,9580.8,1337.6,inf,21324.8,inf,inf
8,0.04,64,1203.2,20614.4,19756.8,1612.8,inf,inf,inf,inf
8,0.08,64,1081.6,16582.4,17401.6,1510.4,inf,inf,inf,inf
8,0.12,64,992,15065.6,14246.4,1510.4,inf,42553.6,inf,inf
8,0.16,64,1062.4,13804.8,13203.2,1440,inf,36716.8,inf,inf
8,0.19999999,64,1088,13331.2,13792,1395.2,inf,34374.4,inf,inf
8,0.23999998,64,1043.2,12006.4,12768,1401.6,inf,32972.8,inf,inf
8,0.28,64,1075.2,12140.8,12000,1356.8,inf,31840,inf,inf
8,0.32,64,1036.8,11436.8,11270.4,1420.8,inf,30784,inf,inf
8,0.35999998,64,1030.4,10438.4,10425.6,1388.8,inf,27974.4,inf,inf
8,0.39999998,64,1030.4,10700.8,10995.2,1356.8,inf,28902.4,inf,inf
8,0.43999997,64,1056,11308.8,10553.6,1331.2,inf,27820.8,inf,inf
8,0.48,64,1043.2,11948.8,9708.8,1414.4,inf,25267.2,inf,inf
8,0.52,64,1043.2,10291.2,10579.2,1382.4,inf,27744,inf,inf
8,0.56,64,1056,10240,10860.8,1305.6,inf,26233.6,inf,inf
8,0.6,64,1049.6,9958.4,10316.8,1369.6,inf,25177.6,inf,inf
8,0.64,64,1011.2,10316.8,10131.2,1356.8,inf,25702.4,inf,inf
8,0.68,64,1075.2,10035.2,10112,1356.8,inf,24748.8,inf,inf
8,0.72,64,1017.6,10950.4,9913.6,1356.8,inf,23910.4,inf,inf
8,0.76,64,1024,9945.6,10304,1369.6,inf,22598.4,inf,inf
8,0.8,64,1049.6,9939.2,9593.6,1350.4,inf,23180.8,inf,inf
8,0.84,64,1024,9107.2,9542.4,1369.6,inf,23603.2,inf,inf
8,0.88,64,1062.4,9491.2,9376,1331.2,inf,22528,inf,inf
8,0.92,64,1043.2,10521.6,10220.8,1350.4,inf,21209.6,inf,inf
8,0.96,64,1036.8,8928,9657.6,1420.8,inf,23097.6,inf,inf
8,1,64,1043.2,9241.6,9158.4,1414.4,inf,22348.8,inf,inf
9,0.04,64,1126.4,20281.6,20710.4,1561.6,inf,inf,inf,inf
9,0.08,64,1075.2,16505.6,17369.6,1561.6,inf,inf,inf,inf
9,0.12,64,1075.2,15065.6,14771.2,1523.2,inf,inf,inf,inf
9,0.16,64,1049.6,14259.2,13484.8,1465.6,inf,38617.6,inf,inf
9,0.19999999,64,1094.4,13113.6,13670.4,1440,inf,35436.8,inf,inf
9,0.23999998,64,1100.8,12134.4,12608,1472,inf,32761.6,inf,inf
9,0.28,64,1062.4,11961.6,11347.2,1452.8,inf,30675.2,inf,inf
9,0.32,64,1081.6,10937.6,11507.2,1440,inf,29817.6,inf,inf
9,0.35999998,64,1043.2,10963.2,10956.8,1440,inf,27398.4,inf,inf
9,0.39999998,64,1081.6,11814.4,11065.6,1433.6,inf,26899.2,inf,inf
9,0.43999997,64,1043.2,11148.8,11078.4,1433.6,inf,26918.4,inf,inf
9,0.48,64,1030.4,10886.4,10412.8,1440,inf,26246.4,inf,inf
9,0.52,64,1062.4,10348.8,10656,1465.6,inf,26124.8,inf,inf
9,0.56,64,1049.6,10195.2,10137.6,1363.2,inf,24262.4,inf,inf
9,0.6,64,1075.2,10291.2,10195.2,1427.2,inf,22873.6,inf,inf
9,0.64,64,1043.2,9811.2,10220.8,1401.6,inf,23513.6,inf,inf
9,0.68,64,1043.2,9971.2,9900.8,1401.6,inf,23891.2,inf,inf
9,0.72,64,1024,9964.8,9395.2,1388.8,inf,22809.6,inf,inf
9,0.76,64,972.8,9318.4,9920,1408,inf,22118.4,inf,inf
9,0.8,64,1049.6,10003.2,9817.6,1414.4,inf,22329.6,inf,inf
9,0.84,64,1081.6,9145.6,9792,1401.6,inf,23545.6,inf,inf
9,0.88,64,1094.4,9472,9440,1401.6,inf,22246.4,inf,inf
9,0.92,64,1049.6,9984,9843.2,1395.2,inf,22144,inf,inf
9,0.96,64,1030.4,9318.4,9382.4,1420.8,inf,21657.6,inf,inf
9,1,64,1036.8,9100.8,9625.6,1408,inf,21369.6,inf,inf
10,0.04,64,1158.4,18912,19353.6,1657.6,inf,inf,inf,inf
10,0.08,64,1126.4,16627.2,15411.2,1542.4,inf,inf,inf,inf
10,0.12,64,1088,15136,13875.2,1555.2,inf,inf,inf,inf
10,0.16,64,1049.6,13491.2,13382.4,1510.4,inf,37331.2,inf,inf
10,0.19999999,64,1081.6,13196.8,13798.4,1465.6,inf,37036.8,inf,inf
10,0.23999998,64,1107.2,11814.4,12563.2,1478.4,inf,32512,inf,inf
10,0.28,64,1075.2,12044.8,11462.4,1459.2,inf,32761.6,inf,inf
10,0.32,64,1043.2,11161.6,11545.6,1478.4,inf,31110.4,inf,inf
10,0.35999998,64,1100.8,11513.6,10534.4,1478.4,inf,27001.6,inf,inf
10,0.39999998,64,1107.2,11264,11136,1452.8,inf,28620.8,inf,inf
10,0.43999997,64,1049.6,10860.8,10412.8,1395.2,inf,28032,inf,inf
10,0.48,64,1049.6,11027.2,10643.2,1408,inf,25926.4,inf,inf
10,0.52,64,1043.2,10150.4,10252.8,1440,inf,25971.2,inf,inf
10,0.56,64,1088,10118.4,10502.4,1427.2,inf,25536,inf,inf
10,0.6,64,1049.6,9894.4,9715.2,1427.2,inf,24908.8,inf,inf
10,0.64,64,1062.4,10688,9766.4,1414.4,inf,24345.6,inf,inf
10,0.68,64,1081.6,9971.2,9664,1465.6,inf,24230.4,inf,inf
10,0.72,64,1088,9792,10073.6,1382.4,inf,22854.4,inf,inf
10,0.76,64,1056,9830.4,9990.4,1427.2,inf,21664,inf,inf
10,0.8,64,1075.2,9804.8,10118.4,1401.6,inf,22841.6,inf,inf
10,0.84,64,1043.2,9920,9510.4,1452.8,inf,24032,inf,inf
10,0.88,64,1075.2,9849.6,9510.4,1356.8,inf,22195.2,inf,inf
10,0.92,64,1068.8,10240,8844.8,1401.6,inf,22380.8,inf,inf
10,0.96,64,1049.6,9350.4,9996.8,1433.6,inf,23712,inf,inf
10,1,64,1062.4,9369.6,9132.8,1395.2,inf,23622.4,inf,inf
11,0.04,64,1126.4,18348.8,18656,1721.6,inf,inf,inf,inf
11,0.08,64,1152,16806.4,16480,1625.6,inf,inf,inf,inf
11,0.12,64,1120,13267.2,14086.4,1580.8,inf,40480,inf,inf
11,0.16,64,1113.6,13632,12620.8,1561.6,inf,inf,inf,inf
11,0.19999999,64,1094.4,12838.4,13177.6,1497.6,inf,34758.4,inf,inf
11,0.23999998,64,1068.8,11974.4,12051.2,1504,inf,32204.8,inf,inf
11,0.28,64,1088,11507.2,11648,1484.8,inf,33459.2,inf,inf
11,0.32,64,1049.6,10880,11545.6,1504,inf,31904,inf,inf
11,0.35999998,64,1088,10464,10444.8,1497.6,inf,28320,inf,inf
11,0.39999998,64,1030.4,11270.4,11065.6,1401.6,inf,26304,inf,inf
11,0.43999997,64,1094.4,10400,10304,1395.2,inf,27302.4,inf,inf
11,0.48,64,1068.8,9964.8,10604.8,1465.6,inf,25542.4,inf,inf
11,0.52,64,1062.4,9568,10553.6,1446.4,inf,26188.8,inf,inf
11,0.56,64,1100.8,9721.6,10329.6,1459.2,inf,24614.4,inf,inf
11,0.6,64,1049.6,9990.4,10067.2,1452.8,inf,25062.4,inf,inf
11,0.64,64,1088,10067.2,9830.4,1459.2,inf,23929.6,inf,inf
11,0.68,64,1062.4,9625.6,9798.4,1452.8,inf,24627.2,inf,inf
11,0.72,64,1075.2,9536,9408,1420.8,inf,22169.6,inf,inf
11,0.76,64,1056,9753.6,9779.2,1472,inf,22195.2,inf,inf
11,0.8,64,1094.4,9401.6,9728,1427.2,inf,21280,inf,inf
11,0.84,64,1049.6,9708.8,9644.8,1427.2,inf,23705.6,inf,inf
11,0.88,64,998.4,9811.2,9318.4,1440,inf,21939.2,inf,inf
11,0.92,64,1043.2,9555.2,10284.8,1446.4,inf,22060.8,inf,inf
11,0.96,64,1030.4,9088,10483.2,1395.2,inf,22944,inf,inf
11,1,64,1075.2,8934.4,9702.4,1427.2,inf,22048,inf,inf
12,0.04,64,1164.8,18329.6,19392,1670.4,inf,inf,inf,inf
12,0.08,64,1107.2,16204.8,15584,1600,inf,inf,inf,inf
12,0.12,64,1094.4,13977.6,14336,1580.8,inf,40556.8,inf,inf
12,0.16,64,1152,13536,12256,1568,inf,37728,inf,inf
12,0.19999999,64,1107.2,12371.2,12428.8,1497.6,inf,33523.2,inf,inf
12,0.23999998,64,1132.8,11622.4,12396.8,1465.6,inf,32761.6,inf,inf
12,0.28,64,1126.4,11398.4,11936,1516.8,inf,30252.8,inf,inf
12,0.32,64,1126.4,11193.6,11417.6,1491.2,inf,31500.8,inf,inf
12,0.35999998,64,1120,10745.6,10816,1472,inf,27353.6,inf,inf
12,0.39999998,64,1132.8,10598.4,10457.6,1491.2,inf,27750.4,inf,inf
12,0.43999997,64,1036.8,10451.2,10380.8,1472,inf,25913.6,inf,inf
12,0.48,64,1075.2,10342.4,9862.4,1484.8,inf,24256,inf,inf
12,0.52,64,992,10342.4,10438.4,1433.6,inf,25132.8,inf,inf
12,0.56,64,1081.6,9952,10598.4,1465.6,inf,24748.8,inf,inf
12,0.6,64,1113.6,10771.2,10067.2,1497.6,inf,24268.8,inf,inf
12,0.64,64,1049.6,9830.4,9984,1484.8,inf,24416,inf,inf
12,0.68,64,1056,9830.4,9868.8,1504,inf,21875.2,inf,inf
12,0.72,64,1088,9798.4,10054.4,1452.8,inf,23129.6,inf,inf
12,0.76,64,1062.4,10188.8,9408,1491.2,inf,22553.6,inf,inf
12,0.8,64,1062.4,10348.8,9638.4,1472,inf,22809.6,inf,inf
12,0.84,64,1081.6,10080,10092.8,1459.2,inf,23219.2,inf,inf
12,0.88,64,1120,9683.2,10112,1395.2,inf,21427.2,inf,inf
12,0.92,64,1068.8,9779.2,9024,1452.8,inf,22944,inf,inf
12,0.96,64,1088,9254.4,9753.6,1484.8,inf,21664,inf,inf
12,1,64,1120,9094.4,10003.2,1465.6,inf,22041.6,inf,inf
13,0.04,64,1196.8,17856,17177.6,1683.2,inf,inf,inf,inf
13,0.08,64,1120,16723.2,15289.6,1612.8,inf,inf,inf,inf
13,0.12,64,1120,14246.4,14137.6,1632,inf,41702.4,inf,inf
13,0.16,64,1158.4,13510.4,13049.6,1568,inf,35993.6,inf,inf
13,0.19999999,64,1088,12870.4,12780.8,1548.8,inf,35590.4,inf,inf
13,0.23999998,64,1088,11104,11520,1504,inf,33132.8,inf,inf
13,0.28,64,1113.6,11385.6,11782.4,1536,inf,30899.2,inf,inf
13,0.32,64,1152,10361.6,11756.8,1497.6,inf,29222.4,inf,inf
13,0.35999998,64,1100.8,10387.2,11302.4,1542.4,inf,27532.8,inf,inf
13,0.39999998,64,1088,10681.6,11296,1504,inf,27187.2,inf,inf
13,0.43999997,64,1075.2,10752,10547.2,1472,inf,25945.6,inf,inf
13,0.48,64,1068.8,10483.2,10112,1497.6,inf,25299.2,inf,inf
13,0.52,64,1081.6,10112,10688,1433.6,inf,26777.6,inf,inf
13,0.56,64,1081.6,9798.4,9811.2,1491.2,inf,25228.8,inf,inf
13,0.6,64,1075.2,9619.2,9779.2,1478.4,inf,23616,inf,inf
13,0.64,64,1024,10054.4,9894.4,1465.6,inf,25235.2,inf,inf
13,0.68,64,1107.2,10233.6,10316.8,1452.8,inf,24288,inf,inf
13,0.72,64,1126.4,9984,9664,1561.6,inf,23027.2,inf,inf
13,0.76,64,1113.6,9964.8,10195.2,1510.4,inf,21427.2,inf,inf
13,0.8,64,1011.2,9190.4,10080,1497.6,inf,23283.2,inf,inf
13,0.84,64,1126.4,9836.8,10003.2,1497.6,inf,22784,inf,inf
13,0.88,64,1081.6,10003.2,9798.4,1472,inf,21708.8,inf,inf
13,0.92,64,1139.2,10272,9049.6,1472,inf,21363.2,inf,inf
13,0.96,64,1132.8,9408,9587.2,1440,inf,22060.8,inf,inf
13,1,64,1100.8,9382.4,9324.8,1484.8,inf,21766.4,inf,inf
14,0.04,64,1190.4,19404.8,17932.8,1632,inf,inf,inf,inf
14,0.08,64,1152,15014.4,15590.4,1657.6,inf,inf,inf,inf
14,0.12,64,1100.8,14016,15462.4,1632,inf,inf,inf,inf
14,0.16,64,1126.4,13260.8,13107.2,1516.8,inf,35251.2,inf,inf
14,0.19999999,64,1126.4,12998.4,12697.6,1574.4,inf,31667.2,inf,inf
14,0.23999998,64,1081.6,11545.6,12051.2,1612.8,inf,30816,inf,inf
14,0.28,64,1094.4,11929.6,11270.4,1600,inf,30848,inf,inf
14,0.32,64,1113.6,11110.4,11232,1523.2,inf,29081.6,inf,inf
14,0.35999998,64,1062.4,11168,10540.8,1484.8,inf,26624,inf,inf
14,0.39999998,64,1094.4,10662.4,11027.2,1433.6,inf,25606.4,inf,inf
14,0.43999997,64,1100.8,10752,11142.4,1459.2,inf,25894.4,inf,inf
14,0.48,64,1132.8,9894.4,10028.8,1548.8,inf,25785.6,inf,inf
14,0.52,64,1017.6,10220.8,10406.4,1433.6,inf,24473.6,inf,inf
14,0.56,64,1075.2,9696,10169.6,1504,inf,23929.6,inf,inf
14,0.6,64,1164.8,9830.4,10521.6,1516.8,inf,25395.2,inf,inf
14,0.64,64,1126.4,9798.4,10720,1452.8,inf,23532.8,inf,inf
14,0.68,64,1068.8,9990.4,9548.8,1516.8,inf,24569.6,inf,inf
14,0.72,64,1107.2,10297.6,9344,1529.6,inf,24448,inf,inf
14,0.76,64,1107.2,9836.8,9836.8,1516.8,inf,20947.2,inf,inf
14,0.8,64,1107.2,9753.6,9587.2,1478.4,inf,23692.8,inf,inf
14,0.84,64,1075.2,9222.4,9702.4,1484.8,inf,21772.8,inf,inf
14,0.88,64,1132.8,9670.4,9286.4,1433.6,inf,22163.2,inf,inf
14,0.92,64,1056,9696,9715.2,1452.8,inf,21171.2,inf,inf
14,0.96,64,1081.6,9132.8,9881.6,1484.8,inf,20678.4,inf,inf
