popsize,self_instead_neighbour,sigma,different_powers,discus,ellipsoid,rosenbrock,shifted_sphere,sphere,mean,mad
64,0,0.12,1145.6,2892.8,2816,1708.8,3814.4,4288,2777.5999,900.26666
64,0.04,0.12,1081.6,2809.6,2835.2,1721.6,3801.6,4505.6,2792.5332,927.289
64,0.08,0.12,1158.4,2873.6,2835.2,1734.4,3801.6,4518.4,2820.2668,915.9111
64,0.08,0.08,1062.4,2937.6,2995.2,1683.2,3916.8,4544,2856.5332,989.1556
64,0,0.08,1049.6,2982.4,2924.8,1696,3904,4588.8,2857.5999,989.8667
64,0.04,0.08,1120,2931.2,2963.2,1670.4,3878.4,4595.2,2859.7332,976.35565
64,0.12,0.12,1164.8,2912,2937.6,1843.2,3865.6,4512,2872.5334,912.3555
64,0,0.16,1184,2931.2,2867.2,1843.2,4006.4,4467.2,2883.2,918.4001
64,0.04,0.16,1196.8,2886.4,2905.6,1868.8,3955.2,4518.4,2888.5332,904.5334
64,0.12,0.08,1139.2,3072,2963.2,1760,3968,4614.4,2919.4668,979.9111
64,0.08,0.16,1196.8,3001.6,3008,1856,3923.2,4588.8,2929.0667,935.1111
64,0.19999999,0.12,1203.2,2969.6,2995.2,1868.8,4044.8,4576,2942.9333,937.95557
64,0.12,0.16,1228.8,2995.2,3059.2,1817.6,4051.2,4620.8,2962.1335,959.28876
64,0.16,0.12,1241.6,3008,3020.8,1830.4,4057.6,4627.2,2964.2668,952.17773
64,0.16,0.08,1139.2,3001.6,3091.2,1728,4172.8,4691.2,2970.6667,1024.711
64,0.16,0.16,1254.4,2976,3046.4,1939.2,4025.6,4646.4,2981.3333,924.8
64,0.24,0.12,1222.4,3142.4,3020.8,1862.4,4070.4,4684.8,3000.5332,972.08887
64,0.19999999,0.16,1280,2969.6,3084.8,1888,4185.6,4691.2,3016.5332,970.6667
64,0.19999999,0.08,1164.8,3072,3104,1811.2,4140.8,4819.2,3018.6667,1020.44434
64,0.28,0.12,1152,3116.8,3168,1926.4,4147.2,4748.8,3043.2,1002.6667
64,0,0.19999999,1254.4,3123.2,2976,1958.4,4089.6,4883.2,3047.4668,984.5334
64,0.04,0.19999999,1273.6,2988.8,3110.4,1907.2,4160,4870.4,3051.7334,995.19995
64,0.24,0.16,1190.4,3155.2,3104,1990.4,4224,4780.8,3074.1335,989.15546
64,0.24,0.08,1126.4,3193.6,3180.8,1862.4,4147.2,4947.2,3076.2668,1054.5778
64,0.28,0.08,1171.2,3180.8,3187.2,1836.8,4288,4838.4,3083.7334,1053.1555
64,0.08,0.19999999,1260.8,3072,3052.8,1932.8,4300.8,4960,3096.5332,1022.57764
64,0.32,0.12,1267.2,3155.2,3200,1932.8,4230.4,4889.6,3112.5332,1008.3555
64,0.28,0.16,1267.2,3123.2,3129.6,2016,4320,4928,3130.6667,995.5555
64,0.32,0.08,1177.6,3276.8,3180.8,1894.4,4320,5113.6,3160.5334,1083.0221
64,0.12,0.19999999,1312,3187.2,3129.6,2022.4,4300.8,5030.4,3163.7334,1009.0666
64,0.35999998,0.12,1318.4,3308.8,3180.8,1977.6,4339.2,5017.6,3190.4001,1031.4668
