cr,f,popsize,different_powers,discus,ellipsoid,rosenbrock,shifted_sphere,sphere,mean,mad
0.59999996,0.28,64,10880,28288,28204.8,15564.8,inf,inf,inf,inf
0.59999996,0.32,64,14566.4,36396.8,36697.6,19174.4,inf,inf,inf,inf
0.59999996,0.35999998,64,19891.2,inf,inf,26809.6,inf,inf,inf,inf
0.59999996,0.39999998,64,inf,inf,inf,36371.2,inf,inf,inf,inf
0.59999996,0.43999997,64,inf,inf,inf,inf,inf,inf,inf,inf
0.59999996,0.48,64,inf,inf,inf,inf,inf,inf,inf,inf
0.59999996,0.52,64,inf,inf,inf,inf,inf,inf,inf,inf
0.59999996,0.56,64,inf,inf,inf,inf,inf,inf,inf,inf
0.59999996,0.6,64,inf,inf,inf,inf,inf,inf,inf,inf
0.59999996,0.64,64,inf,inf,inf,inf,inf,inf,inf,inf
0.59999996,0.68,64,inf,inf,inf,inf,inf,inf,inf,inf
0.59999996,0.72,64,inf,inf,inf,inf,inf,inf,inf,inf
0.59999996,0.76,64,inf,inf,inf,inf,inf,inf,inf,inf
0.59999996,0.8,64,inf,inf,inf,inf,inf,inf,inf,inf
0.59999996,0.84,64,inf,inf,inf,inf,inf,inf,inf,inf
0.59999996,0.88,64,inf,inf,inf,inf,inf,inf,inf,inf
0.59999996,0.92,64,inf,inf,inf,inf,inf,inf,inf,inf
0.59999996,0.96,64,inf,inf,inf,inf,inf,inf,inf,inf
0.64,0.04,64,5670.4,inf,inf,9996.8,inf,inf,inf,inf
0.64,0.08,64,5536,inf,inf,8979.2,inf,inf,inf,inf
0.64,0.12,64,5894.4,inf,inf,8953.6,inf,inf,inf,inf
0.64,0.16,64,6144,inf,inf,8883.2,inf,inf,inf,inf
0.64,0.19999999,64,6425.6,30048,28595.2,9996.8,inf,inf,inf,inf
0.64,0.23999998,64,7840,26073.6,27123.2,11219.2,inf,inf,inf,inf
0.64,0.28,64,9817.6,28691.2,30752,13382.4,inf,inf,inf,inf
0.64,0.32,64,12460.8,35974.4,35564.8,16556.8,inf,inf,inf,inf
0.64,0.35999998,64,16979.2,44262.4,44889.6,21344,inf,inf,inf,inf
0.64,0.39999998,64,26342.4,inf,inf,29260.8,inf,inf,inf,inf
0.64,0.43999997,64,inf,inf,inf,44691.2,inf,inf,inf,inf
0.64,0.48,64,inf,inf,inf,inf,inf,inf,inf,inf
0.64,0.52,64,inf,inf,inf,inf,inf,inf,inf,inf
0.64,0.56,64,inf,inf,inf,inf,inf,inf,inf,inf
0.64,0.6,64,inf,inf,inf,inf,inf,inf,inf,inf
0.64,0.64,64,inf,inf,inf,inf,inf,inf,inf,inf
0.64,0.68,64,inf,inf,inf,inf,inf,inf,inf,inf
0.64,0.72,64,inf,inf,inf,inf,inf,inf,inf,inf
0.64,0.76,64,inf,inf,inf,inf,inf,inf,inf,inf
0.64,0.8,64,inf,inf,inf,inf,inf,inf,inf,inf
0.64,0.84,64,inf,inf,inf,inf,inf,inf,inf,inf
0.64,0.88,64,inf,inf,inf,inf,inf,inf,inf,inf
0.64,0.92,64,inf,inf,inf,inf,inf,inf,inf,inf
0.64,0.96,64,inf,inf,inf,inf,inf,inf,inf,inf
0.68,0.04,64,5932.8,inf,inf,inf,inf,inf,inf,inf
0.68,0.08,64,5708.8,inf,inf,10732.8,inf,inf,inf,inf
0.68,0.12,64,5478.4,inf,inf,9075.2,inf,inf,inf,inf
0.68,0.16,64,5555.2,inf,inf,8921.6,inf,inf,inf,inf
0.68,0.19999999,64,6022.4,inf,inf,9331.2,inf,inf,inf,inf
0.68,0.23999998,64,6451.2,35584,34579.2,10438.4,inf,inf,inf,inf
0.68,0.28,64,8249.6,33081.6,33068.8,12006.4,inf,inf,inf,inf
0.68,0.32,64,10585.6,35724.8,36729.6,14304,inf,inf,inf,inf
0.68,0.35999998,64,14144,43961.6,44083.2,18342.4,inf,inf,inf,inf
0.68,0.39999998,64,inf,inf,inf,24524.8,inf,inf,inf,inf
0.68,0.43999997,64,inf,inf,inf,36563.2,inf,inf,inf,inf
0.68,0.48,64,inf,inf,inf,inf,inf,inf,inf,inf
0.68,0.52,64,inf,inf,inf,inf,inf,inf,inf,inf
0.68,0.56,64,inf,inf,inf,inf,inf,inf,inf,inf
0.68,0.6,64,inf,inf,inf,inf,inf,inf,inf,inf
0.68,0.64,64,inf,inf,inf,inf,inf,inf,inf,inf
0.68,0.68,64,inf,inf,inf,inf,inf,inf,inf,inf
0.68,0.72,64,inf,inf,inf,inf,inf,inf,inf,inf
0.68,0.76,64,inf,inf,inf,inf,inf,inf,inf,inf
0.68,0.8,64,inf,inf,inf,inf,inf,inf,inf,inf
0.68,0.84,64,inf,inf,inf,inf,inf,inf,inf,inf
0.68,0.88,64,inf,inf,inf,inf,inf,inf,inf,inf
0.68,0.92,64,inf,inf,inf,inf,inf,inf,inf,inf
0.68,0.96,64,inf,inf,inf,inf,inf,inf,inf,inf
0.71999997,0.04,64,6336,inf,inf,inf,inf,inf,inf,inf
0.71999997,0.08,64,5920,inf,inf,inf,inf,inf,inf,inf
0.71999997,0.12,64,5190.4,inf,inf,9312,inf,inf,inf,inf
0.71999997,0.16,64,4985.6,inf,inf,9350.4,inf,inf,inf,inf
0.71999997,0.19999999,64,4953.6,inf,inf,8979.2,inf,inf,inf,inf
0.71999997,0.23999998,64,5587.2,inf,inf,9248,inf,inf,inf,inf
0.71999997,0.28,64,6496,40966.4,42956.8,10470.4,inf,inf,inf,inf
0.71999997,0.32,64,8480,40953.6,40768,12710.4,inf,inf,inf,inf
0.71999997,0.35999998,64,12313.6,inf,44064,15001.6,inf,inf,inf,inf
0.71999997,0.39999998,64,25094.4,inf,inf,19513.6,inf,inf,inf,inf
0.71999997,0.43999997,64,inf,inf,inf,30470.4,inf,inf,inf,inf
0.71999997,0.48,64,inf,inf,inf,inf,inf,inf,inf,inf
0.71999997,0.52,64,inf,inf,inf,inf,inf,inf,inf,inf
0.71999997,0.56,64,inf,inf,inf,inf,inf,inf,inf,inf
0.71999997,0.6,64,inf,inf,inf,inf,inf,inf,inf,inf
0.71999997,0.64,64,inf,inf,inf,inf,inf,inf,inf,inf
0.71999997,0.68,64,inf,inf,inf,inf,inf,inf,inf,inf
0.71999997,0.72,64,inf,inf,inf,inf,inf,inf,inf,inf
0.71999997,0.76,64,inf,inf,inf,inf,inf,inf,inf,inf
0.71999997,0.8,64,inf,inf,inf,inf,inf,inf,inf,inf
0.71999997,0.84,64,inf,inf,inf,inf,inf,inf,inf,inf
0.71999997,0.88,64,inf,inf,inf,inf,inf,inf,inf,inf
0.71999997,0.92,64,inf,inf,inf,inf,inf,inf,inf,inf
0.71999997,0.96,64,inf,inf,inf,inf,inf,inf,inf,inf
0.76,0.04,64,inf,inf,inf,inf,inf,inf,inf,inf
0.76,0.08,64,5811.2,inf,inf,inf,inf,inf,inf,inf
0.76,0.12,64,4806.4,inf,inf,inf,inf,inf,inf,inf
0.76,0.16,64,4659.2,inf,inf,11161.6,inf,inf,inf,inf
0.76,0.19999999,64,4659.2,inf,inf,8960,inf,inf,inf,inf
0.76,0.23999998,64,5056,inf,inf,9011.2,inf,inf,inf,inf
0.76,0.28,64,5804.8,inf,inf,9932.8,inf,inf,inf,inf
0.76,0.32,64,6752,inf,inf,11110.4,inf,inf,inf,inf
0.76,0.35999998,64,11564.8,inf,inf,13766.4,inf,inf,inf,inf
0.76,0.39999998,64,20601.6,inf,inf,17504,inf,inf,inf,inf
0.76,0.43999997,64,inf,inf,inf,24121.6,inf,inf,inf,inf
0.76,0.48,64,inf,inf,inf,inf,inf,inf,inf,inf
0.76,0.52,64,inf,inf,inf,inf,inf,inf,inf,inf
0.76,0.56,64,inf,inf,inf,inf,inf,inf,inf,inf
0.76,0.6,64,inf,inf,inf,inf,inf,inf,inf,inf
0.76,0.64,64,inf,inf,inf,inf,inf,inf,inf,inf
0.76,0.68,64,inf,inf,inf,inf,inf,inf,inf,inf
0.76,0.72,64,inf,inf,inf,inf,inf,inf,inf,inf
0.76,0.76,64,inf,inf,inf,inf,inf,inf,inf,inf
0.76,0.8,64,inf,inf,inf,inf,inf,inf,inf,inf
0.76,0.84,64,inf,inf,inf,inf,inf,inf,inf,inf
0.76,0.88,64,inf,inf,inf,inf,inf,inf,inf,inf
0.76,0.92,64,inf,inf,inf,inf,inf,inf,inf,inf
0.76,0.96,64,inf,inf,inf,inf,inf,inf,inf,inf
0.79999995,0.04,64,inf,inf,inf,inf,inf,inf,inf,inf
0.79999995,0.08,64,inf,inf,inf,inf,inf,inf,inf,inf
0.79999995,0.12,64,5004.8,inf,inf,inf,inf,inf,inf,inf
0.79999995,0.16,64,4249.6,inf,inf,inf,inf,inf,inf,inf
0.79999995,0.19999999,64,3968,inf,inf,11174.4,inf,inf,inf,inf
0.79999995,0.23999998,64,3955.2,inf,inf,8742.4,inf,inf,inf,inf
0.79999995,0.28,64,4614.4,inf,inf,8992,inf,inf,inf,inf
0.79999995,0.32,64,5593.6,inf,inf,9094.4,inf,inf,inf,inf
0.79999995,0.35999998,64,11475.2,inf,inf,11244.8,inf,inf,inf,inf
0.79999995,0.39999998,64,inf,inf,inf,14451.2,inf,inf,inf,inf
0.79999995,0.43999997,64,inf,inf,inf,22688,inf,inf,inf,inf
0.79999995,0.48,64,inf,inf,inf,inf,inf,inf,inf,inf
0.79999995,0.52,64,inf,inf,inf,inf,inf,inf,inf,inf
0.79999995,0.56,64,inf,inf,inf,inf,inf,inf,inf,inf
0.79999995,0.6,64,inf,inf,inf,inf,inf,inf,inf,inf
0.79999995,0.64,64,inf,inf,inf,inf,inf,inf,inf,inf
0.79999995,0.68,64,inf,inf,inf,inf,inf,inf,inf,inf
0.79999995,0.72,64,inf,inf,inf,inf,inf,inf,inf,inf
0.79999995,0.76,64,inf,inf,inf,inf,inf,inf,inf,inf
0.79999995,0.8,64,inf,inf,inf,inf,inf,inf,inf,inf
0.79999995,0.84,64,inf,inf,inf,inf,inf,inf,inf,inf
0.79999995,0.88,64,inf,inf,inf,inf,inf,inf,inf,inf
0.79999995,0.92,64,inf,inf,inf,inf,inf,inf,inf,inf
0.79999995,0.96,64,inf,inf,inf,inf,inf,inf,inf,inf
0.84,0.04,64,inf,inf,inf,inf,inf,inf,inf,inf
0.84,0.08,64,inf,inf,inf,inf,inf,inf,inf,inf
0.84,0.12,64,5139.2,inf,inf,inf,inf,inf,inf,inf
0.84,0.16,64,3526.4,inf,inf,inf,inf,inf,inf,inf
0.84,0.19999999,64,3283.2,inf,inf,10144,inf,inf,inf,inf
0.84,0.23999998,64,3398.4,inf,inf,7763.2,inf,inf,inf,inf
0.84,0.28,64,4102.4,inf,inf,8083.2,inf,inf,inf,inf
0.84,0.32,64,5446.4,inf,inf,7468.8,inf,inf,inf,inf
0.84,0.35999998,64,11251.2,inf,inf,8864,inf,inf,inf,inf
0.84,0.39999998,64,inf,inf,inf,12064,inf,inf,inf,inf
0.84,0.43999997,64,inf,inf,inf,22041.6,inf,inf,inf,inf
0.84,0.48,64,inf,inf,inf,inf,inf,inf,inf,inf
0.84,0.52,64,inf,inf,inf,inf,inf,inf,inf,inf
0.84,0.56,64,inf,inf,inf,inf,inf,inf,inf,inf
0.84,0.6,64,inf,inf,inf,inf,inf,inf,inf,inf
0.84,0.64,64,inf,inf,inf,inf,inf,inf,inf,inf
0.84,0.68,64,inf,inf,inf,inf,inf,inf,inf,inf
0.84,0.72,64,inf,inf,inf,inf,inf,inf,inf,inf
0.84,0.76,64,inf,inf,inf,inf,inf,inf,inf,inf
0.84,0.8,64,inf,inf,inf,inf,inf,inf,inf,inf
0.84,0.84,64,inf,inf,inf,inf,inf,inf,inf,inf
0.84,0.88,64,inf,inf,inf,inf,inf,inf,inf,inf
0.84,0.92,64,inf,inf,inf,inf,inf,inf,inf,inf
0.84,0.96,64,inf,inf,inf,inf,inf,inf,inf,inf
0.88,0.04,64,inf,inf,inf,inf,inf,inf,inf,inf
0.88,0.08,64,inf,inf,inf,inf,inf,inf,inf,inf
0.88,0.12,64,inf,inf,inf,inf,inf,inf,inf,inf
0.88,0.16,64,3360,inf,inf,inf,inf,inf,inf,inf
0.88,0.19999999,64,2739.2,inf,inf,inf,inf,inf,inf,inf
0.88,0.23999998,64,2790.4,inf,inf,8153.6,inf,inf,inf,inf
0.88,0.28,64,3449.6,inf,inf,5926.4,inf,inf,inf,inf
0.88,0.32,64,4870.4,inf,inf,6368,inf,inf,inf,inf
0.88,0.35999998,64,11001.6,inf,inf,7404.8,inf,inf,inf,inf
0.88,0.39999998,64,inf,inf,inf,9126.4,inf,inf,inf,inf
0.88,0.43999997,64,inf,inf,inf,inf,inf,inf,inf,inf
0.88,0.48,64,inf,inf,inf,inf,inf,inf,inf,inf
0.88,0.52,64,inf,inf,inf,inf,inf,inf,inf,inf
0.88,0.56,64,inf,inf,inf,inf,inf,inf,inf,inf
0.88,0.6,64,inf,inf,inf,inf,inf,inf,inf,inf
0.88,0.64,64,inf,inf,inf,inf,inf,inf,inf,inf
0.88,0.68,64,inf,inf,inf,inf,inf,inf,inf,inf
0.88,0.72,64,inf,inf,inf,inf,inf,inf,inf,inf
0.88,0.76,64,inf,inf,inf,inf,inf,inf,inf,inf
0.88,0.8,64,inf,inf,inf,inf,inf,inf,inf,inf
0.88,0.84,64,inf,inf,inf,inf,inf,inf,inf,inf
0.88,0.88,64,inf,inf,inf,inf,inf,inf,inf,inf
0.88,0.92,64,inf,inf,inf,inf,inf,inf,inf,inf
0.88,0.96,64,inf,inf,inf,inf,inf,inf,inf,inf
0.91999996,0.04,64,inf,inf,inf,inf,inf,inf,inf,inf
0.91999996,0.08,64,inf,inf,inf,inf,inf,inf,inf,inf
0.91999996,0.12,64,inf,inf,inf,inf,inf,inf,inf,inf
0.91999996,0.16,64,2265.6,inf,inf,inf,inf,inf,inf,inf
0.91999996,0.19999999,64,1894.4,inf,inf,inf,inf,inf,inf,inf
0.91999996,0.23999998,64,2105.6,inf,inf,inf,inf,inf,inf,inf
0.91999996,0.28,64,2598.4,inf,inf,4896,inf,inf,inf,inf
0.91999996,0.32,64,4576,inf,inf,5292.8,inf,inf,inf,inf
0.91999996,0.35999998,64,13830.4,inf,inf,5292.8,inf,inf,inf,inf
0.91999996,0.39999998,64,inf,inf,inf,7833.6,inf,inf,inf,inf
0.91999996,0.43999997,64,inf,inf,inf,inf,inf,inf,inf,inf
0.91999996,0.48,64,inf,inf,inf,inf,inf,inf,inf,inf
0.91999996,0.52,64,inf,inf,inf,inf,inf,inf,inf,inf
0.91999996,0.56,64,inf,inf,inf,inf,inf,inf,inf,inf
0.91999996,0.6,64,inf,inf,inf,inf,inf,inf,inf,inf
0.91999996,0.64,64,inf,inf,inf,inf,inf,inf,inf,inf
0.91999996,0.68,64,inf,inf,inf,inf,inf,inf,inf,inf
0.91999996,0.72,64,inf,inf,inf,inf,inf,inf,inf,inf
0.91999996,0.76,64,inf,inf,inf,inf,inf,inf,inf,inf
0.91999996,0.8,64,inf,inf,inf,inf,inf,inf,inf,inf
0.91999996,0.84,64,inf,inf,inf,inf,inf,inf,inf,inf
0.91999996,0.88,64,inf,inf,inf,inf,inf,inf,inf,inf
0.91999996,0.92,64,inf,inf,inf,inf,inf,inf,inf,inf
0.91999996,0.96,64,inf,inf,inf,inf,inf,inf,inf,inf
0.96,0.04,64,inf,inf,inf,inf,inf,inf,inf,inf
0.96,0.08,64,inf,inf,inf,inf,inf,inf,inf,inf
0.96,0.12,64,inf,inf,inf,inf,inf,inf,inf,inf
0.96,0.16,64,1395.2,inf,inf,inf,inf,inf,inf,inf
0.96,0.19999999,64,1350.4,inf,inf,inf,inf,inf,inf,inf
0.96,0.23999998,64,1580.8,inf,inf,inf,inf,inf,inf,inf
0.96,0.28,64,2156.8,inf,inf,2419.2,inf,inf,inf,inf
0.96,0.32,64,4275.2,inf,inf,3161.6,inf,inf,inf,inf
0.96,0.35999998,64,15020.8,inf,inf,4262.4,inf,inf,inf,inf
0.96,0.39999998,64,inf,inf,inf,6009.6,inf,inf,inf,inf
0.96,0.43999997,64,inf,inf,inf,inf,inf,inf,inf,inf
0.96,0.48,64,inf,inf,inf,inf,inf,inf,inf,inf
0.96,0.52,64,inf,inf,inf,inf,inf,inf,inf,inf
0.96,0.56,64,inf,inf,inf,inf,inf,inf,inf,inf
0.96,0.6,64,inf,inf,inf,inf,inf,inf,inf,inf
0.96,0.64,64,inf,inf,inf,inf,inf,inf,inf,inf
0.96,0.68,64,inf,inf,inf,inf,inf,inf,inf,inf
0.96,0.72,64,inf,inf,inf,inf,inf,inf,inf,inf
0.96,0.76,64,inf,inf,inf,inf,inf,inf,inf,inf
0.96,0.8,64,inf,inf,inf,inf,inf,inf,inf,inf
0.96,0.84,64,inf,inf,inf,inf,inf,inf,inf,inf
0.96,0.88,64,inf,inf,inf,inf,inf,inf,inf,inf
0.96,0.92,64,inf,inf,inf,inf,inf,inf,inf,inf
0.96,0.96,64,inf,inf,inf,inf,inf,inf,inf,inf
