h,p_best_rate,popsize,forest,hilly,mean,mad
3,0.04,64,88896,inf,inf,inf
3,0.08,64,83731.2,inf,inf,inf
3,0.12,64,86681.6,inf,inf,inf
3,0.16,64,88454.4,inf,inf,inf
3,0.19999999,64,85049.6,inf,inf,inf
3,0.23999998,64,86278.4,inf,inf,inf
3,0.28,64,88627.2,inf,inf,inf
3,0.32,64,90912,inf,inf,inf
3,0.35999998,64,89657.6,inf,inf,inf
3,0.39999998,64,89427.2,inf,inf,inf
3,0.43999997,64,92352,inf,inf,inf
3,0.48,64,90086.4,inf,inf,inf
3,0.52,64,91424,inf,inf,inf
3,0.56,64,93004.8,inf,inf,inf
3,0.6,64,93696,inf,inf,inf
3,0.64,64,92435.2,inf,inf,inf
3,0.68,64,94912,inf,inf,inf
3,0.72,64,93875.2,inf,inf,inf
3,0.76,64,91321.6,inf,inf,inf
3,0.8,64,92300.8,inf,inf,inf
3,0.84,64,93644.8,inf,inf,inf
3,0.88,64,96761.6,inf,inf,inf
3,0.92,64,95091.2,inf,inf,inf
3,0.96,64,97824,inf,inf,inf
3,1,64,96633.6,inf,inf,inf
4,0.08,64,87520,inf,inf,inf
4,0.12,64,86048,inf,inf,inf
4,0.16,64,90624,inf,inf,inf
4,0.19999999,64,88806.4,inf,inf,inf
4,0.23999998,64,88121.6,inf,inf,inf
4,0.28,64,90656,inf,inf,inf
4,0.32,64,89465.6,inf,inf,inf
4,0.35999998,64,92032,inf,inf,inf
4,0.39999998,64,90278.4,inf,inf,inf
4,0.43999997,64,93536,inf,inf,inf
4,0.48,64,91283.2,inf,inf,inf
4,0.52,64,90924.8,inf,inf,inf
4,0.56,64,90176,inf,inf,inf
4,0.6,64,91808,inf,inf,inf
4,0.64,64,89785.6,inf,inf,inf
4,0.68,64,92825.6,inf,inf,inf
4,0.72,64,93574.4,inf,inf,inf
4,0.76,64,96121.6,inf,inf,inf
4,0.8,64,95225.6,inf,inf,inf
4,0.84,64,95763.2,inf,inf,inf
4,0.88,64,96633.6,inf,inf,inf
4,0.92,64,96729.6,inf,inf,inf
4,0.96,64,96953.6,inf,inf,inf
4,1,64,98131.2,inf,inf,inf
5,0.04,64,88006.4,inf,inf,inf
5,0.08,64,83526.4,inf,inf,inf
5,0.12,64,89004.8,inf,inf,inf
5,0.16,64,87897.6,inf,inf,inf
5,0.19999999,64,87532.8,inf,inf,inf
5,0.23999998,64,89484.8,inf,inf,inf
5,0.28,64,89209.6,inf,inf,inf
5,0.32,64,87424,inf,inf,inf
5,0.35999998,64,90982.4,inf,inf,inf
5,0.39999998,64,88844.8,inf,inf,inf
5,0.43999997,64,89081.6,inf,inf,inf
5,0.48,64,91936,inf,inf,inf
5,0.52,64,90880,inf,inf,inf
5,0.56,64,88403.2,inf,inf,inf
5,0.6,64,93100.8,inf,inf,inf
5,0.64,64,90502.4,inf,inf,inf
5,0.68,64,93152,inf,inf,inf
5,0.72,64,92211.2,inf,inf,inf
5,0.76,64,92115.2,inf,inf,inf
5,0.8,64,93587.2,inf,inf,inf
5,0.84,64,95558.4,inf,inf,inf
5,0.88,64,96108.8,inf,inf,inf
5,0.92,64,95795.2,inf,inf,inf
5,0.96,64,94265.6,inf,inf,inf
5,1,64,99315.2,inf,inf,inf
6,0.04,64,88806.4,inf,inf,inf
6,0.08,64,inf,inf,inf,inf
6,0.12,64,87539.2,inf,inf,inf
6,0.16,64,88236.8,inf,inf,inf
6,0.19999999,64,inf,inf,inf,inf
6,0.23999998,64,87776,inf,inf,inf
6,0.28,64,87321.6,inf,inf,inf
6,0.32,64,89305.6,inf,inf,inf
6,0.35999998,64,89164.8,inf,inf,inf
6,0.39999998,64,90707.2,inf,inf,inf
6,0.43999997,64,92550.4,inf,inf,inf
6,0.48,64,93235.2,inf,inf,inf
6,0.52,64,92179.2,inf,inf,inf
6,0.56,64,91270.4,inf,inf,inf
6,0.6,64,90630.4,inf,inf,inf
6,0.64,64,91475.2,inf,inf,inf
6,0.68,64,94649.6,inf,inf,inf
6,0.72,64,91296,inf,inf,inf
6,0.76,64,91347.2,inf,inf,inf
6,0.8,64,93644.8,inf,inf,inf
6,0.84,64,95782.4,inf,inf,inf
6,0.88,64,95769.6,inf,inf,inf
6,0.92,64,93779.2,inf,inf,inf
6,0.96,64,93689.6,inf,inf,inf
6,1,64,95481.6,inf,inf,inf
7,0.04,64,88211.2,inf,inf,inf
7,0.08,64,86816,inf,inf,inf
7,0.12,64,inf,inf,inf,inf
7,0.16,64,90259.2,inf,inf,inf
7,0.19999999,64,86912,inf,inf,inf
7,0.23999998,64,89433.6,inf,inf,inf
7,0.28,64,87590.4,inf,inf,inf
7,0.32,64,90681.6,inf,inf,inf
7,0.35999998,64,89056,inf,inf,inf
7,0.39999998,64,91891.2,inf,inf,inf
7,0.43999997,64,91494.4,inf,inf,inf
7,0.48,64,90931.2,inf,inf,inf
7,0.52,64,91468.8,inf,inf,inf
7,0.56,64,91859.2,inf,inf,inf
7,0.6,64,92544,inf,inf,inf
7,0.64,64,92812.8,inf,inf,inf
7,0.68,64,92185.6,inf,inf,inf
7,0.72,64,91251.2,inf,inf,inf
7,0.76,64,92448,inf,inf,inf
7,0.8,64,93420.8,inf,inf,inf
7,0.84,64,93094.4,inf,inf,inf
7,0.88,64,97388.8,inf,inf,inf
7,0.92,64,98124.8,inf,inf,inf
7,0.96,64,94476.8,inf,inf,inf
7,1,64,95628.8,inf,inf,inf
8,0.04,64,inf,309734.4,inf,inf
8,0.12,64,86598.4,inf,inf,inf
8,0.16,64,85728,inf,inf,inf
8,0.23999998,64,85740.8,inf,inf,inf
8,0.28,64,86515.2,inf,inf,inf
8,0.32,64,87980.8,inf,inf,inf
8,0.35999998,64,86956.8,inf,inf,inf
8,0.39999998,64,91417.6,inf,inf,inf
8,0.43999997,64,92025.6,inf,inf,inf
8,0.48,64,90860.8,inf,inf,inf
8,0.52,64,92153.6,inf,inf,inf
8,0.56,64,90080,inf,inf,inf
8,0.6,64,91756.8,inf,inf,inf
8,0.64,64,93945.6,inf,inf,inf
8,0.68,64,91987.2,inf,inf,inf
8,0.72,64,94016,inf,inf,inf
8,0.76,64,89542.4,inf,inf,inf
8,0.8,64,96748.8,inf,inf,inf
8,0.84,64,95001.6,inf,inf,inf
8,0.88,64,94374.4,inf,inf,inf
8,0.92,64,92486.4,inf,inf,inf
8,0.96,64,96454.4,inf,inf,inf
8,1,64,95513.6,inf,inf,inf
9,0.04,64,86540.8,inf,inf,inf
9,0.12,64,84153.6,inf,inf,inf
9,0.16,64,88582.4,inf,inf,inf
9,0.23999998,64,87174.4,inf,inf,inf
9,0.28,64,87891.2,inf,inf,inf
9,0.32,64,90176,inf,inf,inf
9,0.35999998,64,91372.8,inf,inf,inf
9,0.39999998,64,88729.6,inf,inf,inf
9,0.43999997,64,88576,inf,inf,inf
9,0.48,64,91942.4,inf,inf,inf
9,0.52,64,90553.6,inf,inf,inf
9,0.56,64,92940.8,inf,inf,inf
9,0.6,64,93984,inf,inf,inf
9,0.64,64,94585.6,inf,inf,inf
9,0.68,64,93164.8,inf,inf,inf
9,0.72,64,92377.6,inf,inf,inf
9,0.76,64,92076.8,inf,inf,inf
9,0.8,64,93369.6,inf,inf,inf
9,0.84,64,95424,inf,inf,inf
9,0.88,64,91667.2,inf,inf,inf
9,0.92,64,93689.6,inf,inf,inf
9,0.96,64,98784,inf,inf,inf
9,1,64,96691.2,inf,inf,inf
10,0.08,64,85600,inf,inf,inf
10,0.16,64,86713.6,inf,inf,inf
10,0.19999999,64,88518.4,inf,inf,inf
10,0.23999998,64,88371.2,inf,inf,inf
10,0.28,64,inf,inf,inf,inf
10,0.32,64,88723.2,inf,inf,inf
10,0.35999998,64,90630.4,inf,inf,inf
10,0.39999998,64,87987.2,inf,inf,inf
10,0.43999997,64,89971.2,inf,inf,inf
10,0.48,64,91052.8,inf,inf,inf
10,0.52,64,92812.8,inf,inf,inf
10,0.56,64,92966.4,inf,inf,inf
10,0.6,64,90515.2,inf,inf,inf
10,0.64,64,90496,inf,inf,inf
10,0.68,64,93516.8,inf,inf,inf
10,0.72,64,92460.8,inf,inf,inf
10,0.76,64,92608,inf,inf,inf
10,0.8,64,93945.6,inf,inf,inf
10,0.84,64,92659.2,inf,inf,inf
10,0.88,64,93043.2,inf,inf,inf
10,0.92,64,94220.8,inf,inf,inf
10,0.96,64,95737.6,inf,inf,inf
10,1,64,95296,inf,inf,inf
11,0.04,64,inf,inf,inf,inf
11,0.08,64,84902.4,inf,inf,inf
11,0.12,64,86156.8,inf,inf,inf
11,0.16,64,88518.4,inf,inf,inf
11,0.23999998,64,90745.6,inf,inf,inf
11,0.28,64,89222.4,inf,inf,inf
11,0.32,64,89254.4,inf,inf,inf
11,0.35999998,64,89760,inf,inf,inf
11,0.39999998,64,90425.6,inf,inf,inf
11,0.43999997,64,88992,inf,inf,inf
11,0.48,64,91872,inf,inf,inf
11,0.52,64,91680,inf,inf,inf
11,0.56,64,91392,inf,inf,inf
11,0.6,64,89702.4,inf,inf,inf
11,0.64,64,90144,inf,inf,inf
11,0.68,64,92819.2,inf,inf,inf
11,0.72,64,91993.6,inf,inf,inf
11,0.76,64,91014.4,inf,inf,inf
11,0.8,64,94540.8,inf,inf,inf
11,0.84,64,93657.6,inf,inf,inf
11,0.88,64,93561.6,inf,inf,inf
11,0.92,64,93708.8,inf,inf,inf
11,0.96,64,96524.8,inf,inf,inf
11,1,64,93600,inf,inf,inf
12,0.04,64,82912,inf,inf,inf
12,0.08,64,inf,inf,inf,inf
12,0.12,64,87296,inf,inf,inf
12,0.16,64,91110.4,inf,inf,inf
12,0.19999999,64,89036.8,inf,inf,inf
12,0.23999998,64,88288,inf,inf,inf
12,0.28,64,inf,inf,inf,inf
12,0.32,64,92185.6,inf,inf,inf
12,0.35999998,64,90278.4,inf,inf,inf
12,0.39999998,64,87929.6,inf,inf,inf
12,0.43999997,64,90668.8,inf,inf,inf
12,0.48,64,92288,inf,inf,inf
12,0.52,64,91334.4,inf,inf,inf
12,0.56,64,90700.8,inf,inf,inf
12,0.6,64,88588.8,inf,inf,inf
12,0.64,64,93920,inf,inf,inf
12,0.68,64,94208,inf,inf,inf
12,0.72,64,91686.4,inf,inf,inf
12,0.76,64,92083.2,inf,inf,inf
12,0.8,64,94630.4,inf,inf,inf
12,0.84,64,93849.6,inf,inf,inf
12,0.88,64,94713.6,inf,inf,inf
12,0.92,64,90112,inf,inf,inf
12,0.96,64,95481.6,inf,inf,inf
12,1,64,94668.8,inf,inf,inf
13,0.12,64,87257.6,inf,inf,inf
13,0.16,64,inf,inf,inf,inf
13,0.23999998,64,88985.6,inf,inf,inf
13,0.28,64,88128,inf,inf,inf
13,0.32,64,88608,inf,inf,inf
13,0.35999998,64,88992,inf,inf,inf
13,0.39999998,64,90329.6,inf,inf,inf
13,0.43999997,64,89568,inf,inf,inf
13,0.48,64,90816,inf,inf,inf
13,0.52,64,90470.4,inf,inf,inf
13,0.56,64,89344,inf,inf,inf
13,0.6,64,88825.6,inf,inf,inf
13,0.64,64,90502.4,inf,inf,inf
13,0.68,64,92044.8,inf,inf,inf
13,0.72,64,89574.4,inf,inf,inf
13,0.76,64,93689.6,inf,inf,inf
13,0.8,64,91308.8,inf,inf,inf
13,0.84,64,94873.6,inf,inf,inf
13,0.88,64,94035.2,inf,inf,inf
13,0.92,64,96448,inf,inf,inf
13,0.96,64,93625.6,inf,inf,inf
13,1,64,92934.4,inf,inf,inf
14,0.04,64,inf,inf,inf,inf
14,0.08,64,inf,inf,inf,inf
14,0.16,64,86022.4,inf,inf,inf
14,0.19999999,64,90380.8,inf,inf,inf
14,0.23999998,64,88588.8,inf,inf,inf
14,0.28,64,87923.2,inf,inf,inf
14,0.32,64,89420.8,inf,inf,inf
14,0.35999998,64,89536,inf,inf,inf
14,0.39999998,64,87609.6,inf,inf,inf
14,0.43999997,64,89088,inf,inf,inf
14,0.48,64,92313.6,inf,inf,inf
14,0.52,64,89964.8,inf,inf,inf
14,0.56,64,93657.6,inf,inf,inf
14,0.6,64,91270.4,inf,inf,inf
14,0.64,64,93664,inf,inf,inf
14,0.68,64,94003.2,inf,inf,inf
14,0.72,64,94291.2,inf,inf,inf
14,0.76,64,93088,inf,inf,inf
14,0.8,64,91737.6,inf,inf,inf
14,0.84,64,91532.8,inf,inf,inf
14,0.88,64,93440,inf,inf,inf
14,0.92,64,97619.2,inf,inf,inf
14,0.96,64,95641.6,inf,inf,inf
14,1,64,96211.2,inf,inf,inf
15,0.04,64,88115.2,inf,inf,inf
15,0.12,64,86188.8,inf,inf,inf
15,0.16,64,86771.2,inf,inf,inf
15,0.19999999,64,91065.6,inf,inf,inf
15,0.23999998,64,87609.6,inf,inf,inf
15,0.28,64,91494.4,inf,inf,inf
15,0.32,64,88377.6,inf,inf,inf
15,0.35999998,64,88825.6,inf,inf,inf
15,0.39999998,64,89446.4,inf,inf,inf
15,0.43999997,64,88358.4,inf,inf,inf
15,0.48,64,89312,inf,inf,inf
15,0.52,64,90259.2,inf,inf,inf
15,0.56,64,91782.4,inf,inf,inf
15,0.6,64,89600,inf,inf,inf
15,0.64,64,91244.8,inf,inf,inf
15,0.68,64,92761.6,inf,inf,inf
15,0.72,64,92217.6,inf,inf,inf
15,0.76,64,90412.8,inf,inf,inf
15,0.8,64,95238.4,inf,inf,inf
15,0.84,64,92620.8,inf,inf,inf
15,0.88,64,93369.6,inf,inf,inf
15,0.92,64,93849.6,inf,inf,inf
15,0.96,64,95526.4,inf,inf,inf
15,1,64,94208,inf,inf,inf
16,0.04,64,88902.4,inf,inf,inf
16,0.08,64,88108.8,inf,inf,inf
16,0.12,64,85536,inf,inf,inf
16,0.19999999,64,88889.6,inf,inf,inf
16,0.23999998,64,87513.6,inf,inf,inf
16,0.28,64,89382.4,inf,inf,inf
16,0.32,64,88352,inf,inf,inf
16,0.35999998,64,90400,inf,inf,inf
16,0.39999998,64,89331.2,inf,inf,inf
16,0.43999997,64,inf,inf,inf,inf
16,0.48,64,91680,inf,inf,inf
16,0.52,64,87731.2,inf,inf,inf
16,0.56,64,88889.6,inf,inf,inf
16,0.6,64,92588.8,inf,inf,inf
16,0.64,64,92544,inf,inf,inf
16,0.68,64,91468.8,inf,inf,inf
16,0.72,64,92364.8,inf,inf,inf
16,0.76,64,95910.4,inf,inf,inf
16,0.8,64,91897.6,inf,inf,inf
16,0.84,64,94009.6,inf,inf,inf
16,0.88,64,95264,inf,inf,inf
16,0.92,64,93376,inf,inf,inf
16,0.96,64,92556.8,inf,inf,inf
16,1,64,96614.4,inf,inf,inf
17,0.04,64,85273.6,inf,inf,inf
17,0.08,64,88384,inf,inf,inf
17,0.16,64,inf,355545.6,inf,inf
17,0.19999999,64,86995.2,inf,inf,inf
17,0.23999998,64,86451.2,inf,inf,inf
17,0.28,64,84825.6,inf,inf,inf
17,0.32,64,89619.2,inf,inf,inf
17,0.35999998,64,87763.2,inf,inf,inf
17,0.39999998,64,90496,inf,inf,inf
17,0.43999997,64,87660.8,inf,inf,inf
17,0.48,64,90444.8,inf,inf,inf
17,0.52,64,91481.6,inf,inf,inf
17,0.56,64,92480,inf,inf,inf
17,0.6,64,89843.2,inf,inf,inf
17,0.64,64,94201.6,inf,inf,inf
17,0.68,64,92070.4,inf,inf,inf
17,0.72,64,89689.6,inf,inf,inf
17,0.76,64,94732.8,inf,inf,inf
17,0.8,64,94195.2,inf,inf,inf
17,0.84,64,92524.8,inf,inf,inf
17,0.88,64,93708.8,inf,inf,inf
17,0.92,64,92761.6,inf,inf,inf
17,0.96,64,94457.6,inf,inf,inf
17,1,64,92921.6,inf,inf,inf
18,0.04,64,inf,inf,inf,inf
18,0.08,64,inf,inf,inf,inf
18,0.16,64,86681.6,inf,inf,inf
18,0.19999999,64,88697.6,inf,inf,inf
18,0.23999998,64,88659.2,inf,inf,inf
18,0.28,64,86412.8,inf,inf,inf
18,0.32,64,89171.2,inf,inf,inf
18,0.35999998,64,88044.8,inf,inf,inf
18,0.39999998,64,88454.4,inf,inf,inf
18,0.43999997,64,89075.2,inf,inf,inf
18,0.48,64,87929.6,inf,inf,inf
18,0.52,64,89990.4,inf,inf,inf
18,0.56,64,89164.8,inf,inf,inf
18,0.6,64,91238.4,inf,inf,inf
18,0.64,64,88038.4,inf,inf,inf
18,0.68,64,95596.8,inf,inf,inf
18,0.72,64,90700.8,inf,inf,inf
18,0.76,64,93408,inf,inf,inf
18,0.8,64,89395.2,inf,inf,inf
18,0.84,64,95443.2,inf,inf,inf
18,0.88,64,94912,inf,inf,inf
18,0.92,64,94208,inf,inf,inf
18,0.96,64,95814.4,inf,inf,inf
18,1,64,94227.2,inf,inf,inf
19,0.08,64,inf,inf,inf,inf
19,0.16,64,87980.8,inf,inf,inf
19,0.19999999,64,88211.2,inf,inf,inf
19,0.23999998,64,87283.2,inf,inf,inf
19,0.28,64,86899.2,inf,inf,inf
19,0.32,64,90694.4,inf,inf,inf
19,0.35999998,64,88582.4,inf,inf,inf
19,0.39999998,64,87987.2,inf,inf,inf
19,0.43999997,64,89798.4,inf,inf,inf
19,0.48,64,91123.2,inf,inf,inf
19,0.52,64,93043.2,inf,inf,inf
19,0.56,64,91052.8,inf,inf,inf
19,0.6,64,92998.4,inf,inf,inf
19,0.64,64,90918.4,inf,inf,inf
19,0.68,64,91724.8,inf,inf,inf
19,0.72,64,91859.2,inf,inf,inf
19,0.76,64,89990.4,inf,inf,inf
19,0.8,64,93203.2,inf,inf,inf
19,0.84,64,93427.2,inf,inf,inf
19,0.88,64,96883.2,inf,inf,inf
19,0.92,64,93312,inf,inf,inf
19,0.96,64,93056,inf,inf,inf
19,1,64,96121.6,inf,inf,inf
20,0.04,64,86982.4,inf,inf,inf
20,0.08,64,86201.6,inf,inf,inf
20,0.12,64,inf,inf,inf,inf
20,0.19999999,64,87424,inf,inf,inf
20,0.23999998,64,85408,inf,inf,inf
20,0.28,64,inf,inf,inf,inf
20,0.32,64,89203.2,inf,inf,inf
20,0.35999998,64,89369.6,inf,inf,inf
20,0.39999998,64,88678.4,inf,inf,inf
20,0.43999997,64,91008,inf,inf,inf
20,0.48,64,87564.8,inf,inf,inf
20,0.52,64,90905.6,inf,inf,inf
20,0.56,64,88256,inf,inf,inf
20,0.6,64,91468.8,inf,inf,inf
20,0.64,64,93638.4,inf,inf,inf
20,0.68,64,89305.6,inf,inf,inf
20,0.72,64,91494.4,inf,inf,inf
20,0.76,64,91686.4,inf,inf,inf
20,0.8,64,90323.2,inf,inf,inf
20,0.84,64,inf,inf,inf,inf
20,0.88,64,92640,inf,inf,inf
20,0.92,64,93913.6,inf,inf,inf
20,0.96,64,93030.4,inf,inf,inf
20,1,64,94195.2,inf,inf,inf
21,0.04,64,82425.6,inf,inf,inf
21,0.08,64,inf,321875.2,inf,inf
21,0.16,64,87059.2,inf,inf,inf
21,0.19999999,64,88966.4,inf,inf,inf
21,0.23999998,64,86528,inf,inf,inf
21,0.28,64,88115.2,inf,inf,inf
21,0.32,64,89568,inf,inf,inf
21,0.35999998,64,90112,inf,inf,inf
21,0.39999998,64,inf,inf,inf,inf
21,0.43999997,64,89126.4,inf,inf,inf
21,0.48,64,89273.6,inf,inf,inf
21,0.52,64,88723.2,inf,inf,inf
21,0.56,64,89811.2,inf,inf,inf
21,0.6,64,inf,inf,inf,inf
21,0.64,64,92185.6,inf,inf,inf
21,0.68,64,92390.4,inf,inf,inf
21,0.72,64,91737.6,inf,inf,inf
21,0.76,64,93222.4,inf,inf,inf
21,0.8,64,92659.2,inf,inf,inf
21,0.84,64,92044.8,inf,inf,inf
21,0.88,64,93376,inf,inf,inf
21,0.92,64,92800,inf,inf,inf
21,0.96,64,93292.8,inf,inf,inf
21,1,64,96134.4,inf,inf,inf
22,0.04,64,inf,296563.2,inf,inf
22,0.08,64,inf,280614.4,inf,inf
22,0.12,64,inf,inf,inf,inf
22,0.19999999,64,88473.6,inf,inf,inf
22,0.23999998,64,86240,inf,inf,inf
22,0.28,64,85952,inf,inf,inf
22,0.32,64,88320,inf,inf,inf
22,0.35999998,64,89395.2,inf,inf,inf
22,0.39999998,64,89926.4,inf,inf,inf
22,0.43999997,64,88716.8,inf,inf,inf
22,0.48,64,92582.4,inf,inf,inf
22,0.52,64,87795.2,inf,inf,inf
22,0.56,64,89952,inf,inf,inf
22,0.6,64,91468.8,inf,inf,inf
22,0.64,64,91756.8,inf,inf,inf
22,0.68,64,91910.4,inf,inf,inf
22,0.72,64,90412.8,inf,inf,inf
22,0.76,64,91769.6,inf,inf,inf
22,0.8,64,94540.8,inf,inf,inf
22,0.84,64,90854.4,inf,inf,inf
22,0.88,64,91366.4,inf,inf,inf
22,0.92,64,90374.4,inf,inf,inf
22,0.96,64,93996.8,inf,inf,inf
22,1,64,95942.4,inf,inf,inf
23,0.04,64,inf,inf,inf,inf
23,0.16,64,inf,inf,inf,inf
23,0.23999998,64,86150.4,inf,inf,inf
23,0.28,64,84985.6,inf,inf,inf
23,0.32,64,89990.4,inf,inf,inf
23,0.35999998,64,89056,inf,inf,inf
23,0.39999998,64,89721.6,inf,inf,inf
23,0.43999997,64,88934.4,inf,inf,inf
23,0.48,64,90617.6,inf,inf,inf
23,0.52,64,89555.2,inf,inf,inf
23,0.56,64,88480,inf,inf,inf
23,0.6,64,87577.6,inf,inf,inf
23,0.64,64,92371.2,inf,inf,inf
23,0.68,64,92025.6,inf,inf,inf
23,0.72,64,89804.8,inf,inf,inf
23,0.76,64,90073.6,inf,inf,inf
23,0.8,64,88774.4,inf,inf,inf
23,0.84,64,90956.8,inf,inf,inf
23,0.88,64,94368,inf,inf,inf
23,0.92,64,91148.8,inf,inf,inf
23,0.96,64,92563.2,inf,inf,inf
23,1,64,94028.8,inf,inf,inf
24,0.04,64,inf,283475.2,inf,inf
24,0.12,64,84352,inf,inf,inf
24,0.16,64,85280,inf,inf,inf
24,0.19999999,64,88403.2,inf,inf,inf
24,0.23999998,64,85772.8,inf,inf,inf
24,0.28,64,87334.4,inf,inf,inf
24,0.32,64,inf,inf,inf,inf
24,0.35999998,64,89024,inf,inf,inf
24,0.39999998,64,88780.8,inf,inf,inf
24,0.43999997,64,90086.4,inf,inf,inf
24,0.48,64,91635.2,inf,inf,inf
24,0.52,64,86860.8,inf,inf,inf
24,0.56,64,90899.2,inf,inf,inf
24,0.6,64,90835.2,inf,inf,inf
24,0.64,64,93222.4,inf,inf,inf
24,0.68,64,91008,inf,inf,inf
24,0.72,64,92211.2,inf,inf,inf
24,0.76,64,93164.8,inf,inf,inf
24,0.8,64,91398.4,inf,inf,inf
24,0.84,64,91872,inf,inf,inf
24,0.88,64,92678.4,inf,inf,inf
24,0.92,64,94291.2,inf,inf,inf
24,0.96,64,92876.8,inf,inf,inf
24,1,64,93734.4,inf,inf,inf
