popsize,self_instead_neighbour,sigma,different_powers,discus,ellipsoid,rosenbrock,shifted_sphere,sphere,mean,mad
64,0.76,0.12,3168,7404.8,7417.6,4640,9619.2,11059.2,7218.1333,2209.422
64,0.76,0.08,2956.8,7392,7488,4659.2,9721.6,11180.8,7233.0664,2283.3777
64,0.56,0.23999998,3507.2,6835.2,6892.8,5152,9644.8,11616,7274.6665,2237.1555
64,0.71999997,0.04,2662.4,7641.6,7494.4,4179.2,9977.6,12102.4,7342.9336,2614.7556
64,0,0.28,3180.8,6681.6,6604.8,4844.8,10041.6,13062.4,7402.6665,2766.2224
64,0.76,0.16,3379.2,7545.6,7353.6,5056,9913.6,11404.8,7442.1333,2179.2
64,0.59999996,0.23999998,3641.6,7123.2,7097.6,5254.4,10048,11795.2,7493.3335,2285.511
64,0.71999997,0.19999999,3680,7251.2,7353.6,5228.8,9913.6,11603.2,7505.067,2168.889
64,0.04,0.28,3417.6,6624,6758.4,4972.8,10348.8,13107.2,7538.1333,2793.2444
64,0.08,0.28,3603.2,6707.2,6630.4,5158.4,10355.2,13248,7617.067,2789.6892
64,0.64,0.23999998,3660.8,7443.2,7443.2,5196.8,10169.6,12134.4,7674.6665,2318.2224
64,0.76,0.04,2867.2,7865.6,8121.6,4460.8,10374.4,12608,7716.267,2701.511
64,0.16,0.28,3251.2,6931.2,6995.2,5267.2,10732.8,13459.2,7772.8003,2882.1335
64,0.79999995,0.12,3302.4,7980.8,7840,5164.8,10515.2,11993.6,7799.4663,2377.2444
64,0.12,0.28,3820.8,7065.6,6758.4,5120,10636.8,13408,7801.6,2813.8665
64,0.79999995,0.08,3302.4,7987.2,8102.4,5056,10496,12185.6,7854.9336,2450.4888
64,0.76,0.19999999,3590.4,7782.4,7776,5465.6,10470.4,12121.6,7867.733,2285.511
64,0.19999999,0.28,3596.8,6950.4,6899.2,5376,10752,13830.4,7900.7993,2926.9333
64,0.24,0.28,3891.2,6976,7097.6,5516.8,10764.8,13683.2,7988.267,2823.8225
64,0.79999995,0.16,3430.4,8121.6,8089.6,5561.6,10771.2,12057.6,8005.3335,2339.5554
64,0.68,0.23999998,3712,7660.8,7596.8,5708.8,10707.2,12652.8,8006.4,2449.0667
64,0.28,0.28,3782.4,7219.2,7174.4,5382.4,11065.6,13856,8080,2920.5332
64,0.32,0.28,3769.6,7296,7193.6,5740.8,11097.6,14131.2,8204.8,2939.7332
64,0.79999995,0.04,3097.6,8659.2,8716.8,4953.6,11091.2,13177.6,8282.667,2838.0442
64,0.35999998,0.28,4076.8,7187.2,7308.8,5747.2,11123.2,14310.4,8292.267,2949.6887
64,0.39999998,0.28,4102.4,7212.8,7366.4,5894.4,11315.2,14323.2,8369.066,2966.7556
64,0.71999997,0.23999998,3974.4,7878.4,7910.4,6073.6,11283.2,13260.8,8396.8,2583.4666
64,0.79999995,0.19999999,3955.2,8505.6,8204.8,5747.2,11328,12928,8444.8,2475.7332
64,0.44,0.28,4044.8,7532.8,7340.8,6099.2,11417.6,14265.6,8450.133,2927.6443
64,0.52,0.28,3769.6,7744,7718.4,6060.8,11705.6,14476.8,8579.2,3008
64,0.48,0.28,4166.4,7532.8,7603.2,6028.8,11660.8,14489.6,8580.267,2996.6223
64,0.84,0.12,3584,8780.8,8832,5817.6,11532.8,13004.8,8592,2594.133
64,0.84,0.08,3468.8,8748.8,8864,5555.2,11616,13312,8594.134,2721.422
64,0.76,0.23999998,3961.6,8358.4,8396.8,5984,11699.2,13548.8,8658.134,2643.9111
64,0.84,0.16,3961.6,8902.4,8838.4,6099.2,11724.8,13376,8817.067,2524.444
64,0.56,0.28,4217.6,7865.6,7968,6284.8,11980.8,14726.4,8840.534,3008.7117
64,0.59999996,0.28,4185.6,8012.8,8051.2,6323.2,11878.4,14848,8883.2,2986.6667
64,0.84,0.04,3302.4,9305.6,9228.8,5408,12160,14316.8,8953.601,3065.5996
64,0.64,0.28,4499.2,8409.6,8256,6259.2,12448,15110.4,9163.733,3076.9778
64,0.79999995,0.23999998,4121.6,8947.2,8915.2,6419.2,12345.6,14451.2,9199.999,2798.9329
64,0.84,0.19999999,4108.8,9216,9094.4,6233.6,12384,14176,9202.133,2723.2
64,0.68,0.28,4422.4,8556.8,8800,6617.6,12428.8,15468.8,9382.399,3044.2664
64,0.71999997,0.28,4652.8,8851.2,8908.8,6816,13011.2,15852.8,9682.134,3166.5781
64,0.88,0.08,3923.2,9990.4,10144,6246.4,13235.2,14892.8,9738.667,3102.578
64,0.88,0.12,4128,10067.2,10156.8,6444.8,13248,14745.6,9798.399,3008
64,0.76,0.28,4633.6,9350.4,9446.4,6886.4,13408,15961.6,9947.733,3158.0442
64,0.88,0.16,4403.2,10035.2,10265.6,6713.6,13292.8,15244.8,9992.533,2956.0889
64,0.84,0.23999998,4588.8,9734.4,9798.4,6816,13529.6,15660.8,10021.334,3049.2444
64,0.88,0.04,3910.4,10470.4,10368,6220.8,13753.6,15872,10099.2,3355.7334
64,0.88,0.19999999,4313.6,10297.6,10406.4,7040,13881.6,15801.6,10290.133,3075.5557
64,0,0.32,4345.6,8608,8403.2,6662.4,14508.8,19622.4,10358.399,4471.467
64,0.79999995,0.28,4800,9900.8,9779.2,7424,14105.6,16870.4,10480,3338.6667
64,0.04,0.32,4448,8416,8409.6,7276.8,14694.4,20217.6,10577.066,4585.9556
64,0.08,0.32,4556.8,8691.2,8659.2,7014.4,14796.8,20780.8,10749.866,4692.6226
64,0.16,0.32,4787.2,8723.2,8851.2,7270.4,15539.2,20345.6,10919.468,4681.9556
64,0.12,0.32,4864,8896,8748.8,7449.6,15200,20473.6,10938.667,4598.756
64,0.88,0.23999998,5171.2,10720,10745.6,7648,14816,17228.8,11054.934,3311.6445
64,0.24,0.32,4979.2,9132.8,9100.8,7340.8,15232,20876.8,11110.401,4629.334
64,0.19999999,0.32,4704,8832,8992,7456,15558.4,21139.2,11113.599,4823.4663
64,0.32,0.32,4979.2,9024,9043.2,7609.6,15788.8,20819.2,11210.667,4728.8887
64,0.84,0.28,5164.8,10540.8,10547.2,7961.6,15187.2,17875.2,11212.8,3545.5996
64,0.28,0.32,5209.6,8940.8,9164.8,7737.6,15673.6,21190.4,11319.466,4741.688
64,0.35999998,0.32,5241.6,9132.8,9011.2,7635.2,15756.8,21408,11364.267,4812.0884
64,0.39999998,0.32,5452.8,9228.8,9107.2,8480,15379.2,21081.6,11454.934,4516.978
64,0.44,0.32,5715.2,9452.8,9216,8377.6,15539.2,21043.2,11557.333,4489.244
64,0.52,0.32,5280,9760,9504,8358.4,15769.6,20768,11573.333,4463.6445
64,0.59999996,0.32,5625.6,9779.2,9683.2,8172.8,15904,20371.2,11589.333,4365.511
64,0.91999996,0.12,4704,12019.2,11878.4,7449.6,15737.6,17952,11623.466,3697.778
64,0.48,0.32,5145.6,9523.2,9632,8473.6,15910.4,21088,11628.8,4580.266
64,0.91999996,0.08,4595.2,12179.2,12089.6,7398.4,15801.6,18022.4,11681.066,3789.511
64,0.56,0.32,5331.2,9747.2,9753.6,8652.8,15846.4,20825.6,11692.801,4428.8003
64,0.64,0.32,5625.6,10182.4,9945.6,8358.4,15923.2,20563.2,11766.399,4317.8667
64,0.91999996,0.16,4812.8,12102.4,11961.6,7884.8,15929.6,18060.8,11792,3628.8
64,0.68,0.32,5446.4,10214.4,10188.8,8857.6,16070.4,20582.4,11893.333,4288.711
64,0.91999996,0.04,4620.8,12211.2,12185.6,7225.6,16377.6,18886.4,11917.866,3996.4446
64,0.71999997,0.32,5440,10227.2,10496,8889.6,16038.4,20467.2,11926.398,4217.5996
64,0.88,0.28,5593.6,11596.8,11660.8,8083.2,16358.4,19097.6,12065.066,3775.2888
64,0.76,0.32,5472,10790.4,10585.6,8761.6,16454.4,20390.4,12075.733,4231.1113
64,0.91999996,0.19999999,5075.2,12300.8,12198.4,7987.2,16518.4,18867.2,12157.867,3751.1106
64,0.79999995,0.32,5651.2,11206.4,11264,8908.8,16755.2,20601.6,12397.867,4187.022
64,0.91999996,0.23999998,5414.4,12825.6,12921.6,8652.8,17497.6,19673.6,12830.934,3866.6667
64,0.84,0.32,6003.2,11577.6,12019.2,9024,17414.4,21100.8,12856.534,4267.3784
64,0.88,0.32,6297.6,12582.4,12723.2,9331.2,18502.4,22144,13596.8,4484.266
64,0.91999996,0.28,6009.6,13363.2,13331.2,9331.2,18630.4,21728,13732.267,4297.9556
64,0.91999996,0.32,6457.6,14572.8,14515.2,9907.2,20736,24518.4,15117.866,5006.222
64,0.76,0.35999998,6700.8,12857.6,13017.6,11520,20492.8,27910.4,15416.534,5856.7114
64,0.84,0.35999998,7257.6,13657.6,13420.8,10835.2,21049.6,26899.2,15520,5636.267
64,0.79999995,0.35999998,6803.2,13145.6,13126.4,11276.8,21305.6,27782.4,15573.333,5980.444
64,0.71999997,0.35999998,7417.6,12563.2,12684.8,11756.8,21248,28787.2,15742.935,6183.1113
64,0.96,0.12,6272,16313.6,16256,9888,21792,24524.8,15841.067,5174.0444
64,0.68,0.35999998,7212.8,12473.6,12544,11411.2,21715.2,29772.8,15854.933,6592.711
64,0.96,0.08,6348.8,16409.6,16160,9856,21689.6,24768,15872,5179.733
64,0.88,0.35999998,7232,14227.2,14419.2,11372.8,21638.4,26611.2,15916.8,5472
64,0.96,0.16,6624,16761.6,16294.4,10092.8,21734.4,24620.8,16021.333,5108.6226
64,0.96,0.04,6227.2,16550.4,16742.4,9811.2,22099.2,25235.2,16110.933,5394.489
64,0.64,0.35999998,7136,12646.4,12550.4,11590.4,22028.8,30809.6,16126.934,6861.511
64,0.96,0.19999999,6694.4,16748.8,16665.6,10553.6,22009.6,24947.2,16269.867,5097.244
64,0,0.35999998,6624,11667.2,11840,9196.8,24019.2,35001.6,16391.467,8745.956
64,0.56,0.35999998,6956.8,12678.4,12364.8,11667.2,23321.6,32134.4,16520.533,7471.6445
64,0.59999996,0.35999998,7206.4,12614.4,12646.4,12499.2,22662.4,32300.8,16654.936,7217.779
64,0.96,0.23999998,6963.2,17068.8,16947.2,10585.6,22988.8,26144,16782.932,5339.023
64,0.52,0.35999998,7116.8,12396.8,12441.6,12396.8,23283.2,34003.2,16939.734,7802.311
64,0.91999996,0.35999998,7078.4,15833.6,15904,11744,23206.4,28268.8,17005.867,5821.1563
64,0.04,0.35999998,6374.4,11968,12185.6,11027.2,24947.2,36243.2,17124.266,8980.622
64,0.08,0.35999998,6067.2,12057.6,12064,11507.2,24697.6,36819.2,17202.133,9037.511
64,0.48,0.35999998,7488,12499.2,12736,12435.2,23923.2,34195.2,17212.799,7897.599
64,0.96,0.28,6950.4,17996.8,17414.4,11219.2,24422.4,27916.8,17653.334,5792
64,0.44,0.35999998,7801.6,12531.2,12332.8,12352,24780.8,36217.6,17669.334,8553.245
