h,p_best_rate,popsize,different_powers,discus,ellipsoid,rosenbrock,shifted_sphere,sphere,mean,mad
4,0.56,64,729.6,2380.8,2348.8,1145.6,4320,2969.6,2315.7334,918.7556
1,0.8,64,755.2,2188.8,2156.8,1068.8,4710.4,3020.8,2316.8,1032.5333
2,1,64,665.6,2304,2252.8,1056,4844.8,2784,2317.8667,997.6889
4,0.32,64,761.6,2496,2387.2,1049.6,3974.4,3244.8,2318.9333,942.2222
2,0.92,64,774.4,2323.2,2272,1056,4550.4,2950.4,2321.0667,953.5999
5,0.52,64,793.6,2457.6,2438.4,1088,4134.4,3027.2,2323.2,921.5999
4,0.35999998,64,806.4,2361.6,2393.6,1107.2,4083.2,3193.6,2324.2666,911.6445
6,0.43999997,64,710.4,2483.2,2502.4,1049.6,4057.6,3148.8,2325.3333,963.5556
4,0.39999998,64,761.6,2329.6,2393.6,1049.6,4230.4,3206.4,2328.5334,948.62225
8,0.48,64,736,2496,2464,1145.6,3923.2,3206.4,2328.5332,925.1555
5,0.6,64,748.8,2508.8,2470.4,1145.6,4044.8,3059.2,2329.6,921.5999
4,0.64,64,723.2,2451.2,2361.6,1132.8,4185.6,3129.6,2330.6667,935.11115
3,1,64,780.8,2278.4,2304,1011.2,4787.2,2841.6,2333.867,987.02246
6,0.6,64,729.6,2444.8,2560,1120,4147.2,3001.6,2333.8665,939.3779
1,0.48,64,832,2169.6,2169.6,1049.6,4646.4,3148.8,2336,1041.0665
5,0.35999998,64,864,2400,2393.6,1107.2,4057.6,3193.6,2336,900.26666
2,0.96,64,793.6,2259.2,2291.2,1056,4716.8,2905.6,2337.0667,982.75555
3,0.68,64,736,2323.2,2361.6,1152,4531.2,2918.4,2337.0667,933.3333
3,0.76,64,742.4,2342.4,2310.4,1145.6,4524.8,2956.8,2337.0667,937.5999
1,0.16,64,665.6,2252.8,2252.8,1011.2,4345.6,3500.8,2338.1333,1056.711
4,0.76,64,787.2,2444.8,2387.2,1036.8,4371.2,3008,2339.2,951.4666
1,0.92,64,780.8,2105.6,2041.6,1088,5075.2,2950.4,2340.2666,1115.0222
1,0.96,64,755.2,2137.6,2112,940.8,5088,3008,2340.2666,1138.4889
3,0.8,64,716.8,2451.2,2304,1107.2,4518.4,2944,2340.2666,964.2666
3,0.92,64,755.2,2348.8,2316.8,1139.2,4492.8,2995.2,2341.3333,937.60004
7,0.6,64,678.4,2534.4,2611.2,1081.6,4038.4,3110.4,2342.4001,974.9333
1,0.56,64,876.8,2329.6,2144,1043.2,4665.6,3001.6,2343.4668,993.4223
5,0.28,64,736,2502.4,2444.8,1126.4,3929.6,3328,2344.5334,942.22217
6,0.64,64,748.8,2476.8,2444.8,1132.8,4160,3104,2344.5334,935.82227
4,0.72,64,729.6,2387.2,2476.8,1139.2,4377.6,2969.6,2346.6667,941.5112
6,0.28,64,691.2,2483.2,2489.6,1177.6,3916.8,3328,2347.7334,942.22217
5,0.84,64,697.6,2457.6,2451.2,1216,4281.6,2988.8,2348.8,928
3,0.96,64,761.6,2393.6,2336,1139.2,4659.2,2809.6,2349.867,937.6001
2,0.48,64,806.4,2259.2,2240,1068.8,4499.2,3238.4,2352,1011.2
8,0.76,64,684.8,2476.8,2521.6,1107.2,4230.4,3091.2,2352.0002,970.66656
7,0.19999999,64,704,2528,2528,1126.4,3833.6,3398.4,2353.0667,958.5778
7,0.48,64,774.4,2483.2,2451.2,1145.6,4108.8,3155.2,2353.0667,928.711
7,0.43999997,64,691.2,2483.2,2540.8,1190.4,3968,3251.2,2354.1333,942.22217
6,0.76,64,710.4,2496,2572.8,1113.6,4217.6,3020.8,2355.2,962.13336
5,0.88,64,710.4,2406.4,2515.2,1145.6,4409.6,2950.4,2356.2666,952.1778
4,0.52,64,755.2,2432,2451.2,1107.2,4230.4,3174.4,2358.4001,951.4666
6,0.88,64,787.2,2502.4,2374.4,1132.8,4268.8,3084.8,2358.4,932.2666
6,0.35999998,64,774.4,2464,2572.8,1145.6,3968,3232,2359.4668,932.9777
7,0.32,64,742.4,2502.4,2528,1139.2,3974.4,3270.4,2359.4668,945.77765
2,0.32,64,812.8,2284.8,2169.6,1068.8,4313.6,3513.6,2360.5332,1035.3777
5,0.43999997,64,761.6,2457.6,2508.8,1100.8,4128,3212.8,2361.5999,953.6001
12,0.52,64,691.2,2598.4,2572.8,1126.4,3916.8,3264,2361.5999,968.5334
5,0.76,64,761.6,2432,2374.4,1177.6,4307.2,3123.2,2362.6667,928.7111
6,0.92,64,748.8,2393.6,2508.8,1164.8,4281.6,3078.4,2362.6667,937.24445
2,0.16,64,729.6,2348.8,2336,1094.4,4300.8,3372.8,2363.7332,982.0444
4,0.8,64,748.8,2348.8,2329.6,1184,4390.4,3180.8,2363.7332,947.9111
6,0.23999998,64,780.8,2572.8,2476.8,1152,3865.6,3334.4,2363.7334,931.5556
6,0.52,64,748.8,2496,2457.6,1145.6,4121.6,3212.8,2363.7334,944.35565
5,0.23999998,64,793.6,2419.2,2419.2,1107.2,4076.8,3372.8,2364.8,942.93335
7,0.28,64,729.6,2521.6,2547.2,1196.8,3878.4,3328,2366.9333,935.8221
4,0.84,64,768,2432,2355.2,1145.6,4576,2931.2,2368.0002,945.06665
4,0.92,64,793.6,2380.8,2419.2,1132.8,4537.6,2944,2368,936.5334
5,0.39999998,64,710.4,2483.2,2457.6,1113.6,4166.4,3276.8,2368,970.6667
4,0.28,64,774.4,2412.8,2419.2,1056,4134.4,3417.6,2369.0667,969.24445
6,0.48,64,729.6,2521.6,2412.8,1152,4198.4,3200,2369.0667,952.1779
8,0.28,64,716.8,2604.8,2432,1107.2,4006.4,3347.2,2369.0667,971.37775
7,0.35999998,64,780.8,2508.8,2502.4,1158.4,3980.8,3289.6,2370.1335,933.6888
9,0.6,64,748.8,2649.6,2572.8,1152,3840,3257.6,2370.1335,946.48895
2,0.23999998,64,755.2,2265.6,2272,1062.4,4448,3424,2371.2,1043.1998
3,0.39999998,64,832,2329.6,2406.4,1113.6,4294.4,3251.2,2371.2,946.1333
4,0.68,64,793.6,2425.6,2355.2,1145.6,4377.6,3129.6,2371.2002,939.7334
6,0.19999999,64,755.2,2553.6,2508.8,1107.2,3859.2,3443.2,2371.2,960
7,0.39999998,64,768,2521.6,2553.6,1158.4,4000,3232,2372.2666,939.37787
9,0.52,64,774.4,2489.6,2604.8,1113.6,4025.6,3225.6,2372.2666,952.1778
4,0.19999999,64,793.6,2496,2342.4,1113.6,4204.8,3289.6,2373.3333,956.8
7,0.52,64,755.2,2521.6,2508.8,1145.6,4032,3276.8,2373.3333,948.62225
8,0.39999998,64,665.6,2611.2,2579.2,1158.4,3955.2,3270.4,2373.3333,974.22217
8,0.43999997,64,723.2,2489.6,2560,1152,4134.4,3180.8,2373.3333,957.1556
10,0.48,64,710.4,2592,2515.2,1171.2,3987.2,3264,2373.3333,955.0223
6,0.39999998,64,800,2528,2489.6,1120,4102.4,3206.4,2374.4001,942.9333
8,0.6,64,780.8,2598.4,2566.4,1030.4,4160,3110.4,2374.4001,979.1999
9,0.32,64,691.2,2528,2521.6,1145.6,3936,3424,2374.4001,970.6667
3,0.16,64,723.2,2457.6,2406.4,1120,4115.2,3430.4,2375.4668,969.2444
5,0.32,64,736,2400,2470.4,1158.4,4115.2,3372.8,2375.4666,952.1778
5,0.48,64,729.6,2432,2425.6,1152,4262.4,3251.2,2375.4666,956.4445
6,0.68,64,742.4,2508.8,2496,1100.8,4268.8,3136,2375.4666,969.24445
7,0.8,64,684.8,2496,2489.6,1100.8,4371.2,3116.8,2376.5334,989.1556
8,0.56,64,748.8,2528,2528,1107.2,4211.2,3136,2376.5334,965.68896
6,0.72,64,742.4,2444.8,2464,1158.4,4281.6,3174.4,2377.5999,951.4666
7,0.56,64,812.8,2572.8,2528,1120,4121.6,3110.4,2377.5999,940.8
8,0.8,64,691.2,2560,2470.4,1132.8,4313.6,3097.6,2377.5999,977.0667
5,0.72,64,774.4,2406.4,2355.2,1171.2,4467.2,3097.6,2378.6667,945.0667
6,0.32,64,787.2,2508.8,2457.6,1126.4,4134.4,3257.6,2378.6667,947.91113
7,0.23999998,64,761.6,2521.6,2572.8,1113.6,4032,3270.4,2378.6667,960.7111
9,0.64,64,748.8,2521.6,2540.8,1120,4064,3276.8,2378.6667,962.8445
10,0.52,64,633.6,2547.2,2592,1056,4294.4,3148.8,2378.6665,1022.5778
5,0.56,64,742.4,2566.4,2476.8,1126.4,4243.2,3123.2,2379.7332,963.55566
10,0.28,64,723.2,2560,2553.6,1107.2,3974.4,3360,2379.7334,976.3555
10,0.56,64,697.6,2566.4,2624,1094.4,4083.2,3212.8,2379.7332,989.1556
5,0.19999999,64,851.2,2432,2515.2,1113.6,4044.8,3328,2380.8,932.2666
5,0.68,64,787.2,2406.4,2444.8,1196.8,4345.6,3104,2380.8,925.8667
11,0.64,64,646.4,2598.4,2553.6,1113.6,4076.8,3296,2380.8,1000.5334
1,0.19999999,64,844.8,2176,2169.6,1062.4,4499.2,3539.2,2381.8667,1091.5555
3,0.72,64,825.6,2304,2368,1139.2,4524.8,3136,2382.9333,964.9777
4,1,64,755.2,2419.2,2393.6,1139.2,4640,2950.4,2382.9333,957.1556
4,0.23999998,64,793.6,2438.4,2425.6,1068.8,4121.6,3462.4,2385.0667,969.24445
6,0.8,64,755.2,2489.6,2592,1132.8,4339.2,3008,2386.1333,961.4223
6,0.12,64,697.6,2476.8,2464,1030.4,4140.8,3513.6,2387.2,1015.4666
7,0.76,64,659.2,2560,2502.4,1177.6,4275.2,3148.8,2387.2,979.20013
8,0.68,64,678.4,2553.6,2547.2,1152,4217.6,3174.4,2387.2002,981.33325
10,0.84,64,755.2,2579.2,2540.8,1164.8,4128,3155.2,2387.2,951.4666
2,0.12,64,716.8,2272,2291.2,1107.2,4300.8,3641.6,2388.2666,1055.2888
5,0.8,64,742.4,2464,2496,1100.8,4358.4,3168,2388.2666,977.7778
8,0.52,64,723.2,2508.8,2528,1107.2,4179.2,3283.2,2388.2668,982.04443
11,0.52,64,710.4,2560,2630.4,1094.4,4108.8,3225.6,2388.2666,990.5778
10,0.64,64,710.4,2630.4,2534.4,1145.6,4102.4,3219.2,2390.4,974.9333
11,0.6,64,691.2,2636.8,2611.2,1081.6,4044.8,3283.2,2391.4668,1003.37775
4,0.96,64,793.6,2451.2,2380.8,1145.6,4588.8,2995.2,2392.5334,952.53326
5,0.16,64,761.6,2515.2,2432,1107.2,4134.4,3411.2,2393.6,972.8
5,0.96,64,742.4,2444.8,2476.8,1145.6,4576,2976,2393.5999,966.4001
7,0.68,64,716.8,2572.8,2483.2,1196.8,4249.6,3142.4,2393.5999,957.8667
6,0.84,64,787.2,2419.2,2380.8,1171.2,4448,3168,2395.7334,949.3333
8,0.35999998,64,736,2540.8,2534.4,1171.2,3980.8,3411.2,2395.7334,961.4222
11,0.43999997,64,627.2,2668.8,2547.2,1132.8,4128,3270.4,2395.7334,1010.48883
2,0.19999999,64,806.4,2355.2,2252.8,1100.8,4435.2,3430.4,2396.8,1024
9,0.76,64,729.6,2502.4,2656,1139.2,4172.8,3187.2,2397.8667,975.64435
10,0.68,64,652.8,2521.6,2643.2,1190.4,4147.2,3232,2397.8667,984.1778
1,0.12,64,710.4,2316.8,2259.2,947.2,4435.2,3724.8,2398.9333,1120.7112
5,0.92,64,736,2521.6,2400,1177.6,4467.2,3091.2,2398.9333,961.4222
7,0.88,64,704,2553.6,2444.8,1164.8,4422.4,3110.4,2400,977.06665
8,0.32,64,640,2572.8,2508.8,1184,4198.4,3296,2400,992
8,0.64,64,716.8,2515.2,2502.4,1145.6,4121.6,3398.4,2400,979.19995
11,0.32,64,665.6,2636.8,2649.6,1139.2,3987.2,3321.6,2400,998.4001
11,0.35999998,64,742.4,2579.2,2566.4,1158.4,4102.4,3251.2,2400,966.3999
11,0.48,64,716.8,2630.4,2585.6,1152,3923.2,3392,2400,977.06665
12,0.32,64,659.2,2617.6,2592,1107.2,4064,3360,2400,1011.2
3,0.12,64,729.6,2464,2361.6,1068.8,4108.8,3673.6,2401.0667,1014.3999
6,0.56,64,729.6,2489.6,2560,1075.2,4313.6,3244.8,2402.1333,999.82227
6,0.96,64,691.2,2553.6,2502.4,1145.6,4448,3072,2402.1335,989.15546
8,0.23999998,64,723.2,2598.4,2489.6,1145.6,3993.6,3462.4,2402.1335,978.48895
13,0.39999998,64,761.6,2681.6,2636.8,1075.2,3948.8,3308.8,2402.1333,989.1556
5,1,64,819.2,2502.4,2438.4,1145.6,4460.8,3052.8,2403.2,947.19995
7,0.92,64,755.2,2476.8,2502.4,1126.4,4505.6,3059.2,2404.2668,975.6445
7,0.84,64,748.8,2540.8,2451.2,1190.4,4307.2,3193.6,2405.3333,957.1556
9,0.56,64,723.2,2636.8,2579.2,1126.4,4032,3334.4,2405.3333,987.02216
9,0.43999997,64,710.4,2643.2,2572.8,1139.2,4108.8,3264,2406.4001,987.7332
9,0.68,64,678.4,2515.2,2643.2,1120,4224,3257.6,2406.4001,1004.8
9,0.35999998,64,755.2,2643.2,2515.2,1152,4153.6,3225.6,2407.4666,969.24445
12,0.56,64,723.2,2720,2636.8,1068.8,4070.4,3238.4,2409.5999,1009.0667
13,0.48,64,742.4,2681.6,2547.2,1139.2,4006.4,3340.8,2409.6,979.2
14,0.56,64,716.8,2707.2,2649.6,1075.2,4070.4,3238.4,2409.5999,1009.0667
9,0.19999999,64,684.8,2566.4,2560,1177.6,4057.6,3417.6,2410.6667,986.3112
9,0.48,64,646.4,2553.6,2528,1158.4,4320,3257.6,2410.6667,1005.51105
7,0.64,64,748.8,2560,2489.6,1209.6,4307.2,3155.2,2411.7336,955.0222
4,0.16,64,704,2502.4,2432,1158.4,4236.8,3449.6,2413.8665,988.4445
10,0.43999997,64,736,2566.4,2611.2,1152,4019.2,3398.4,2413.8665,979.91113
9,0.39999998,64,774.4,2553.6,2649.6,1164.8,4038.4,3308.8,2414.9333,963.5556
11,0.23999998,64,716.8,2579.2,2572.8,1094.4,4019.2,3507.2,2414.9333,1006.22217
11,0.8,64,652.8,2547.2,2540.8,1158.4,4384,3206.4,2414.9333,1006.22217
10,0.32,64,678.4,2592,2617.6,1177.6,4032,3398.4,2416,992
10,0.72,64,736,2560,2617.6,1094.4,4294.4,3193.6,2416,1000.5334
13,0.52,64,678.4,2707.2,2630.4,1171.2,3993.6,3321.6,2417.0667,994.8444
12,0.35999998,64,736,2617.6,2643.2,1107.2,4089.6,3315.2,2418.1333,997.68896
10,0.92,64,729.6,2624,2617.6,1113.6,4192,3238.4,2419.2002,998.3999
10,0.35999998,64,736,2598.4,2540.8,1216,4134.4,3296,2420.2666,962.8444
8,0.84,64,748.8,2585.6,2592,1120,4422.4,3059.2,2421.3335,991.28876
10,0.39999998,64,691.2,2636.8,2592,1171.2,4102.4,3334.4,2421.3333,993.4222
9,0.84,64,729.6,2579.2,2540.8,1126.4,4390.4,3168,2422.4,996.26666
11,0.56,64,704,2598.4,2675.2,1209.6,4102.4,3244.8,2422.4,977.0667
4,0.12,64,793.6,2444.8,2547.2,1120,4019.2,3616,2423.4666,977.77783
9,0.88,64,672,2688,2598.4,1152,4307.2,3123.2,2423.4666,1007.64453
12,0.28,64,652.8,2579.2,2643.2,1113.6,4172.8,3379.2,2423.4666,1026.8444
7,1,64,697.6,2528,2585.6,1094.4,4441.6,3206.4,2425.5999,1019.7334
9,0.28,64,723.2,2502.4,2566.4,1132.8,4268.8,3360,2425.5999,998.4001
12,0.72,64,736,2649.6,2547.2,1075.2,4192,3353.6,2425.5999,1013.3333
9,0.72,64,704,2611.2,2547.2,1126.4,4384,3187.2,2426.6667,1007.64435
14,0.43999997,64,684.8,2688,2700.8,1190.4,4012.8,3283.2,2426.6667,992.7111
6,1,64,787.2,2566.4,2598.4,1177.6,4416,3020.8,2427.7332,963.5556
13,0.35999998,64,761.6,2707.2,2636.8,1075.2,4108.8,3276.8,2427.7332,1006.2222
14,0.32,64,704,2649.6,2656,1068.8,4089.6,3398.4,2427.7334,1027.5555
10,0.23999998,64,742.4,2572.8,2611.2,1190.4,4012.8,3443.2,2428.8,974.93335
11,0.19999999,64,716.8,2604.8,2560,1184,3910.4,3596.8,2428.8,985.5999
10,0.6,64,787.2,2630.4,2636.8,1152,4140.8,3232,2429.8665,973.5112
15,0.43999997,64,697.6,2643.2,2662.4,1184,4115.2,3276.8,2429.8667,992.7111
16,0.32,64,672,2700.8,2675.2,1107.2,4019.2,3404.8,2429.8667,1026.8444
12,0.43999997,64,640,2630.4,2636.8,1145.6,4140.8,3392,2430.9333,1025.4222
15,0.32,64,704,2713.6,2604.8,1062.4,3980.8,3520,2430.9333,1031.8223
21,0.39999998,64,640,2784,2790.4,1068.8,3814.4,3494.4,2432,1051.7333
8,0.19999999,64,723.2,2611.2,2528,1145.6,4108.8,3481.6,2433.0667,999.111
8,0.88,64,723.2,2553.6,2585.6,1139.2,4396.8,3206.4,2434.1335,1001.95557
8,0.92,64,748.8,2611.2,2534.4,1139.2,4454.4,3123.2,2435.2,994.1333
10,0.19999999,64,768,2624,2598.4,1132.8,3974.4,3513.6,2435.2,989.8667
11,0.39999998,64,704,2636.8,2739.2,1145.6,4064,3321.6,2435.2,1006.9334
9,0.8,64,665.6,2598.4,2566.4,1177.6,4326.4,3283.2,2436.2668,1009.7778
9,0.96,64,710.4,2598.4,2528,1158.4,4352,3270.4,2436.2666,1001.2444
12,0.6,64,723.2,2688,2656,1145.6,4153.6,3257.6,2437.3333,1001.95557
5,0.12,64,851.2,2451.2,2547.2,1139.2,4064,3584,2439.4666,962.8444
13,0.28,64,748.8,2611.2,2604.8,1177.6,3980.8,3513.6,2439.4668,984.1778
13,0.32,64,742.4,2604.8,2681.6,1184,4096,3328,2439.4668,984.17773
15,0.52,64,748.8,2707.2,2636.8,1145.6,4096,3302.4,2439.4668,994.8444
7,0.72,64,742.4,2528,2476.8,1152,4492.8,3251.2,2440.5334,995.5554
11,0.72,64,672,2560,2598.4,1164.8,4416,3232,2440.5334,1014.75555
11,0.76,64,742.4,2598.4,2604.8,1184,4281.6,3232,2440.5332,984.8889
14,0.64,64,697.6,2713.6,2668.8,1190.4,4057.6,3315.2,2440.5334,997.6889
10,0.96,64,691.2,2649.6,2476.8,1164.8,4492.8,3180.8,2442.6667,1009.7778
12,0.64,64,672,2649.6,2592,1126.4,4332.8,3283.2,2442.6667,1028.9777
12,0.92,64,742.4,2649.6,2636.8,1145.6,4134.4,3347.2,2442.6667,999.11115
14,0.35999998,64,800,2611.2,2668.8,1152,3993.6,3436.8,2443.7332,978.489
15,0.64,64,691.2,2681.6,2700.8,1184,4096,3308.8,2443.7332,1004.0889
13,0.43999997,64,710.4,2662.4,2636.8,1132.8,4032,3494.4,2444.7998,1015.46674
13,0.6,64,684.8,2681.6,2681.6,1088,4140.8,3392,2444.8,1038.9332
12,0.19999999,64,710.4,2662.4,2592,1158.4,3923.2,3628.8,2445.8665,1007.6445
12,0.84,64,742.4,2668.8,2617.6,1075.2,4377.6,3193.6,2445.8665,1024.7113
12,0.88,64,627.2,2681.6,2624,1184,4339.2,3219.2,2445.8667,1026.8444
15,0.6,64,736,2675.2,2656,1132.8,4108.8,3366.4,2445.8665,1007.64435
16,0.64,64,704,2656,2681.6,1043.2,4236.8,3353.6,2445.8665,1048.1779
20,0.32,64,678.4,2720,2681.6,1100.8,3961.6,3539.2,2446.9333,1038.2222
9,0.92,64,729.6,2688,2515.2,1120,4345.6,3289.6,2448,1015.46674
10,0.16,64,774.4,2630.4,2604.8,1145.6,4121.6,3411.2,2448,992
11,0.28,64,729.6,2598.4,2617.6,1120,4268.8,3353.6,2448,1015.4666
11,0.88,64,774.4,2636.8,2630.4,1184,4281.6,3180.8,2448,979.2
17,0.43999997,64,672,2617.6,2739.2,1132.8,4076.8,3449.6,2448,1030.4
12,0.48,64,704,2675.2,2649.6,1164.8,4134.4,3366.4,2449.0667,1009.77765
9,0.23999998,64,736,2656,2560,1190.4,4076.8,3481.6,2450.1335,991.2889
6,0.16,64,832,2515.2,2572.8,1228.8,4032,3526.4,2451.2,947.2
13,0.72,64,678.4,2592,2630.4,1100.8,4390.4,3315.2,2451.2,1041.0665
14,0.39999998,64,723.2,2643.2,2675.2,1056,4172.8,3436.8,2451.2,1041.0667
15,0.48,64,710.4,2739.2,2694.4,1068.8,4019.2,3475.2,2451.2,1041.0667
8,0.72,64,716.8,2534.4,2579.2,1139.2,4595.2,3148.8,2452.2666,1016.17773
8,0.96,64,684.8,2617.6,2540.8,1126.4,4524.8,3219.2,2452.2668,1031.1111
16,0.48,64,716.8,2611.2,2681.6,1100.8,4211.2,3392,2452.2668,1028.9777
16,0.6,64,729.6,2745.6,2668.8,1088,4019.2,3462.4,2452.2666,1028.9778
10,0.76,64,736,2630.4,2553.6,1126.4,4320,3353.6,2453.3333,1014.75555
7,0.96,64,787.2,2521.6,2496,1164.8,4646.4,3110.4,2454.4001,985.5999
12,0.39999998,64,710.4,2668.8,2720,1017.6,4185.6,3424,2454.4001,1060.2666
16,0.43999997,64,684.8,2700.8,2688,1145.6,4089.6,3424,2455.4668,1026.8444
14,0.48,64,659.2,2713.6,2662.4,1145.6,4275.2,3283.2,2456.5334,1036.089
17,0.56,64,691.2,2720,2771.2,1113.6,4108.8,3334.4,2456.5332,1036.0889
9,0.16,64,723.2,2636.8,2598.4,1235.2,4064,3488,2457.5999,985.6001
19,0.48,64,697.6,2681.6,2643.2,1100.8,4204.8,3417.6,2457.5999,1038.9332
9,1,64,716.8,2649.6,2592,1126.4,4454.4,3212.8,2458.6667,1024.711
17,0.35999998,64,761.6,2688,2700.8,1120,4076.8,3404.8,2458.6667,1011.9111
10,1,64,652.8,2624,2630.4,1139.2,4467.2,3244.8,2459.7334,1042.4889
15,0.28,64,704,2643.2,2585.6,1132.8,4166.4,3526.4,2459.7334,1027.5555
17,0.48,64,704,2675.2,2649.6,1107.2,4096,3526.4,2459.7334,1036.0889
1,0.08,64,768,2323.2,2400,972.8,4473.6,3827.2,2460.8,1126.4
7,0.16,64,729.6,2572.8,2553.6,1190.4,4128,3590.4,2460.8,1000.5334
17,0.88,64,678.4,2726.4,2809.6,1145.6,4121.6,3283.2,2460.8,1032.5333
22,0.32,64,646.4,2694.4,2668.8,1075.2,4108.8,3571.2,2460.8,1066.6666
20,0.35999998,64,755.2,2732.8,2745.6,1094.4,3961.6,3481.6,2461.8665,1024.7113
12,0.76,64,665.6,2649.6,2681.6,1132.8,4313.6,3334.4,2462.9336,1042.4889
13,0.8,64,684.8,2675.2,2681.6,1145.6,4256,3334.4,2462.9333,1031.8223
14,0.84,64,723.2,2700.8,2649.6,1158.4,4300.8,3244.8,2462.9333,1014.7556
15,0.39999998,64,659.2,2675.2,2675.2,1120,4172.8,3475.2,2462.9333,1048.8888
15,0.76,64,736,2720,2675.2,1126.4,4217.6,3302.4,2462.9333,1021.1556
16,0.35999998,64,736,2758.4,2694.4,1171.2,4121.6,3302.4,2464,1006.93335
9,0.12,64,716.8,2547.2,2643.2,1107.2,4128,3648,2465.0667,1035.3778
16,0.56,64,678.4,2688,2739.2,1107.2,4198.4,3385.6,2466.133,1048.889
18,0.52,64,697.6,2688,2656,1088,4275.2,3392,2466.1335,1048.8888
18,0.56,64,646.4,2681.6,2752,1139.2,4108.8,3468.8,2466.1333,1048.889
19,0.52,64,659.2,2707.2,2777.6,1152,4198.4,3302.4,2466.1335,1040.3555
