h,p_best_rate,popsize,different_powers,discus,ellipsoid,rosenbrock,shifted_sphere,sphere,mean,mad
2,0.19999999,64,544,2054.4,1996.8,928,2252.8,2316.8,1682.1333,630.75555
3,0.56,64,486.4,2060.8,1977.6,1004.8,2329.6,2246.4,1684.2666,625.7778
2,0.6,64,614.4,1977.6,1964.8,896,2374.4,2284.8,1685.3334,620.08887
2,0.56,64,633.6,1996.8,1932.8,1030.4,2272,2252.8,1686.4,569.60004
2,0.64,64,608,1990.4,1888,1030.4,2348.8,2252.8,1686.3999,578.13336
3,0.32,64,492.8,1971.2,2048,928,2368,2348.8,1692.7999,654.93335
1,0.8,64,633.6,1939.2,1939.2,1049.6,2387.2,2214.4,1693.8666,568.17773
1,1,64,665.6,1856,1971.2,1036.8,2451.2,2188.8,1694.9332,562.48883
3,0.88,64,563.2,2022.4,1977.6,928,2412.8,2284.8,1698.1333,635.0223
2,0.72,64,576,1964.8,2009.6,1043.2,2387.2,2220.8,1700.2666,593.77783
3,0.19999999,64,550.4,2022.4,1996.8,928,2342.4,2361.6,1700.2666,640.7111
2,0.39999998,64,620.8,2003.2,1945.6,979.2,2368,2323.2,1706.6666,604.4444
4,0.56,64,499.2,2041.6,2048,928,2400,2355.2,1712,665.6
2,0.92,64,588.8,2028.8,2022.4,1049.6,2342.4,2246.4,1713.0668,595.9111
3,0.23999998,64,524.8,1984,2041.6,1011.2,2310.4,2406.4,1713.0668,630.0444
3,0.76,64,524.8,2016,1990.4,1024,2374.4,2368,1716.2666,627.91113
3,0.48,64,544,2022.4,2067.2,1017.6,2329.6,2329.6,1718.4,625.0667
3,0.68,64,582.4,1990.4,1958.4,1024,2412.8,2348.8,1719.4667,610.8445
3,0.35999998,64,576,2028.8,2022.4,1011.2,2342.4,2342.4,1720.5333,617.95557
1,0.96,64,640,1868.8,2016,1126.4,2419.2,2259.2,1721.6,558.93335
4,0.19999999,64,473.6,2060.8,1996.8,960,2393.6,2444.8,1721.6001,669.86664
5,0.28,64,467.2,2054.4,2035.2,915.2,2368,2496,1722.6666,687.6445
2,0.84,64,499.2,2112,2048,985.6,2425.6,2272,1723.7334,654.2222
3,0.16,64,505.6,1996.8,1952,940.8,2425.6,2521.6,1723.7334,667.0223
3,0.84,64,582.4,2035.2,2035.2,902.4,2457.6,2336,1724.7999,654.93335
4,0.28,64,608,2022.4,1996.8,960,2323.2,2444.8,1725.8667,627.91113
4,0.43999997,64,460.8,2048,2054.4,998.4,2412.8,2380.8,1725.8667,664.17773
2,0.8,64,601.6,2003.2,2086.4,972.8,2406.4,2291.2,1726.9332,626.48883
3,0.08,64,460.8,2041.6,1964.8,972.8,2432,2489.6,1726.9332,673.4223
3,0.28,64,531.2,2073.6,1990.4,1017.6,2342.4,2406.4,1726.9332,635.0223
6,0.28,64,486.4,2099.2,1996.8,857.6,2400,2521.6,1726.9332,703.289
2,0.04,64,595.2,1945.6,1990.4,934.4,2476.8,2438.4,1730.1334,643.5555
5,0.64,64,448,2067.2,2124.8,857.6,2496,2387.2,1730.1333,718.22217
3,0.12,64,531.2,1996.8,1888,1126.4,2361.6,2483.2,1731.2001,601.60004
3,0.52,64,537.6,2035.2,2041.6,1100.8,2348.8,2329.6,1732.2666,608.7111
4,0.12,64,467.2,2073.6,2035.2,992,2374.4,2451.2,1732.2666,668.44446
2,0.76,64,646.4,1984,1990.4,1056,2432,2291.2,1733.3334,588.08887
2,1,64,531.2,2073.6,2054.4,915.2,2457.6,2368,1733.3334,673.4222
4,0.16,64,492.8,2131.2,2009.6,1004.8,2342.4,2419.2,1733.3334,656.3555
4,0.32,64,576,1964.8,2144,972.8,2393.6,2355.2,1734.3999,640.00006
4,0.76,64,537.6,2105.6,1926.4,940.8,2425.6,2476.8,1735.4667,664.1778
5,0.19999999,64,524.8,2067.2,2048,972.8,2355.2,2444.8,1735.4667,657.77783
6,0.39999998,64,505.6,2118.4,2080,819.2,2476.8,2412.8,1735.4667,715.37775
3,0.8,64,582.4,2016,1990.4,1024,2515.2,2291.2,1736.5333,622.22217
4,0.64,64,486.4,2048,2035.2,1043.2,2464,2348.8,1737.6,648.5334
4,0.8,64,544,2035.2,2048,992,2432,2374.4,1737.6,646.39996
5,0.35999998,64,473.6,2073.6,2060.8,889.6,2476.8,2451.2,1737.6001,704
3,0.6,64,544,2028.8,2035.2,1056,2393.6,2380.8,1739.7334,626.4889
3,0.64,64,576,2048,2054.4,1056,2406.4,2297.6,1739.7334,615.8222
4,0.48,64,569.6,2035.2,2016,1043.2,2400,2374.4,1739.7334,622.22217
3,0.96,64,550.4,2003.2,2112,1024,2368,2387.2,1740.7999,635.73334
6,0.43999997,64,460.8,2092.8,2099.2,966.4,2387.2,2438.4,1740.7998,684.8
2,0.88,64,588.8,2073.6,2016,1075.2,2476.8,2227.2,1742.9335,607.2889
5,0.23999998,64,473.6,2092.8,2028.8,1004.8,2425.6,2432,1742.9332,669.1557
4,0.23999998,64,467.2,2086.4,2054.4,902.4,2451.2,2502.4,1744,706.1333
8,0.28,64,473.6,2124.8,2003.2,902.4,2425.6,2553.6,1747.2001,706.1333
5,0.43999997,64,473.6,2086.4,2067.2,985.6,2419.2,2457.6,1748.2666,679.11115
6,0.12,64,480,2080,2073.6,915.2,2406.4,2534.4,1748.2666,700.4445
7,0.28,64,460.8,2137.6,1996.8,902.4,2476.8,2515.2,1748.2667,711.1111
9,0.16,64,505.6,2035.2,2041.6,748.8,2560,2611.2,1750.3999,748.8
3,0.72,64,499.2,2054.4,2016,1049.6,2502.4,2387.2,1751.4667,651.37775
5,0.08,64,486.4,1971.2,2086.4,896,2470.4,2598.4,1751.4667,706.8443
5,0.39999998,64,537.6,2105.6,2028.8,915.2,2502.4,2419.2,1751.4667,683.37775
3,0.92,64,563.2,2112,2041.6,921.6,2502.4,2374.4,1752.5332,673.42224
6,0.19999999,64,422.4,2124.8,2067.2,883.2,2406.4,2611.2,1752.5333,733.1555
10,0.23999998,64,428.8,2073.6,2009.6,889.6,2553.6,2560,1752.5333,728.889
3,1,64,537.6,2041.6,2003.2,985.6,2560,2393.6,1753.6,661.3333
2,0.08,64,544,1945.6,2022.4,1049.6,2425.6,2540.8,1754.6666,638.5778
4,0.84,64,435.2,2105.6,2112,921.6,2508.8,2444.8,1754.6666,717.51117
5,0.12,64,480,2150.4,2028.8,992,2444.8,2432,1754.6666,679.11115
5,0.16,64,537.6,2086.4,2054.4,889.6,2457.6,2502.4,1754.6666,694.04443
7,0.32,64,524.8,2092.8,2060.8,838.4,2489.6,2521.6,1754.6666,715.37787
8,0.16,64,460.8,2060.8,2080,921.6,2451.2,2553.6,1754.6666,708.97784
4,0.39999998,64,512,2112,2028.8,960,2425.6,2496,1755.7334,679.8222
2,0.96,64,563.2,2022.4,2060.8,1120,2476.8,2297.6,1756.8002,610.1333
5,0.96,64,467.2,2086.4,2105.6,896,2611.2,2374.4,1756.8002,716.79987
4,0.35999998,64,531.2,2099.2,2105.6,966.4,2464,2380.8,1757.8667,672.7111
4,1,64,512,2073.6,2150.4,857.6,2540.8,2412.8,1757.8667,715.37775
5,0.56,64,505.6,2150.4,2118.4,921.6,2432,2419.2,1757.8667,696.17773
3,0.39999998,64,512,2105.6,2022.4,1068.8,2355.2,2502.4,1761.0668,647.1111
4,0.08,64,454.4,2118.4,1990.4,940.8,2444.8,2617.6,1761.0668,708.9777
5,0.68,64,467.2,2156.8,2009.6,953.6,2508.8,2470.4,1761.0668,700.4444
8,0.32,64,524.8,2054.4,2099.2,844.8,2521.6,2521.6,1761.0668,717.51105
13,0.23999998,64,448,2048,2035.2,864,2521.6,2649.6,1761.0668,736.7111
3,0.04,64,582.4,2060.8,2041.6,1004.8,2534.4,2348.8,1762.1333,645.6889
4,0.88,64,531.2,2067.2,2060.8,972.8,2483.2,2457.6,1762.1334,673.4222
9,0.23999998,64,448,2048,2060.8,889.6,2476.8,2649.6,1762.1334,728.8889
9,0.32,64,473.6,2009.6,2080,851.2,2560,2604.8,1763.2001,733.8667
14,0.23999998,64,480,2137.6,2067.2,800,2508.8,2592,1764.2666,749.51117
6,0.76,64,537.6,2112,2086.4,883.2,2566.4,2412.8,1766.4,703.99994
7,0.04,64,454.4,2073.6,2092.8,876.8,2425.6,2681.6,1767.4667,734.5778
7,0.23999998,64,480,2028.8,2156.8,864,2502.4,2572.8,1767.4667,730.3111
7,0.52,64,492.8,2131.2,2060.8,966.4,2508.8,2444.8,1767.4667,691.91113
8,0.52,64,486.4,2092.8,2048,838.4,2540.8,2598.4,1767.4668,736.7111
8,0.64,64,409.6,2240,2060.8,838.4,2540.8,2515.2,1767.4668,762.3111
9,0.08,64,441.6,2086.4,2028.8,940.8,2502.4,2604.8,1767.4667,717.51117
10,0.28,64,441.6,2124.8,2054.4,870.4,2521.6,2592,1767.4667,740.9778
1,0.04,64,595.2,1977.6,1945.6,1126.4,2419.2,2547.2,1768.5333,605.1555
5,0.8,64,524.8,2016,2105.6,947.2,2553.6,2464,1768.5336,688.35547
6,0.16,64,524.8,2073.6,2086.4,928,2432,2566.4,1768.5332,694.75555
8,0.56,64,371.2,2233.6,2086.4,902.4,2496,2521.6,1768.5333,754.48895
7,0.39999998,64,467.2,2073.6,2080,908.8,2534.4,2553.6,1769.6,721.06665
7,0.6,64,473.6,2156.8,2124.8,921.6,2508.8,2432,1769.6001,714.6667
12,0.39999998,64,486.4,2112,2118.4,806.4,2489.6,2604.8,1769.6,748.80005
4,0.6,64,499.2,2099.2,2067.2,1030.4,2502.4,2425.6,1770.6666,670.5778
5,0.72,64,531.2,2099.2,2080,928,2508.8,2476.8,1770.6666,694.04443
6,0.48,64,448,2112,2060.8,998.4,2521.6,2483.2,1770.6666,698.3111
4,0.92,64,505.6,2092.8,2124.8,921.6,2496,2489.6,1771.7334,705.4222
8,0.43999997,64,550.4,2099.2,2054.4,896,2483.2,2547.2,1771.7334,699.02216
6,0.35999998,64,531.2,2035.2,2188.8,870.4,2451.2,2566.4,1773.8666,715.37775
9,0.56,64,384,2176,2092.8,889.6,2540.8,2560,1773.8667,758.04443
12,0.16,64,441.6,2009.6,2086.4,915.2,2540.8,2649.6,1773.8666,730.3111
7,0.08,64,460.8,2150.4,2054.4,966.4,2464,2553.6,1774.9332,707.5556
7,0.84,64,531.2,2060.8,2105.6,928,2496,2528,1774.9332,696.889
8,0.23999998,64,441.6,2060.8,2086.4,960,2496,2604.8,1774.9332,716.0889
5,0.52,64,512,2105.6,2016,972.8,2560,2489.6,1776,689.0667
7,0.35999998,64,556.8,2131.2,2105.6,857.6,2483.2,2521.6,1776,712.5334
8,0.88,64,460.8,2169.6,2137.6,716.8,2675.2,2496,1776,791.4666
9,0.28,64,448,2054.4,2112,934.4,2508.8,2598.4,1776,723.2
5,0.32,64,588.8,2080,2028.8,966.4,2572.8,2425.6,1777.0668,666.3111
6,0.32,64,544,2137.6,2182.4,864,2432,2502.4,1777.0668,715.3777
13,0.28,64,448,2112,2060.8,851.2,2508.8,2681.6,1777.0668,751.6445
16,0.48,64,435.2,2137.6,2086.4,793.6,2579.2,2630.4,1777.0668,775.111
5,0.04,64,588.8,2028.8,2131.2,889.6,2425.6,2604.8,1778.1333,692.62225
10,0.43999997,64,486.4,2137.6,2112,812.8,2579.2,2540.8,1778.1333,752.35565
5,0.76,64,531.2,2054.4,2112,883.2,2604.8,2489.6,1779.1998,714.66675
5,0.84,64,512,2182.4,2118.4,953.6,2489.6,2419.2,1779.2001,697.5999
16,0.32,64,492.8,2124.8,2003.2,838.4,2592,2624,1779.1998,742.4001
5,0.48,64,505.6,2137.6,2067.2,1024,2464,2483.2,1780.2667,676.9778
8,0.35999998,64,467.2,2169.6,2099.2,889.6,2515.2,2540.8,1780.2666,734.5778
10,0.56,64,396.8,2112,2131.2,908.8,2553.6,2579.2,1780.2666,751.6445
4,0.96,64,492.8,2227.2,2003.2,1017.6,2534.4,2412.8,1781.3334,684.08887
7,0.12,64,492.8,2131.2,2067.2,883.2,2508.8,2604.8,1781.3334,728.8889
7,0.96,64,473.6,2080,2028.8,972.8,2624,2508.8,1781.3334,705.4223
8,0.19999999,64,505.6,2009.6,2137.6,940.8,2553.6,2540.8,1781.3334,705.4223
11,0.56,64,390.4,2112,2092.8,870.4,2598.4,2624,1781.3334,767.2888
14,0.28,64,448,2086.4,2124.8,851.2,2508.8,2668.8,1781.3334,754.48895
5,0.92,64,512,2163.2,2086.4,972.8,2528,2432,1782.3999,693.3333
4,0.68,64,518.4,2105.6,2028.8,1088,2476.8,2483.2,1783.4667,653.51117
6,0.6,64,544,2118.4,2092.8,998.4,2457.6,2489.6,1783.4668,674.8444
7,0.56,64,467.2,2137.6,2099.2,972.8,2496,2528,1783.4667,708.9778
9,0.48,64,499.2,2060.8,2054.4,864,2534.4,2688,1783.4667,734.5777
10,0.16,64,473.6,2150.4,2054.4,800,2521.6,2700.8,1783.4667,764.4444
11,0.28,64,422.4,2073.6,2118.4,928,2585.6,2572.8,1783.4667,738.8445
11,0.48,64,531.2,2099.2,2060.8,819.2,2585.6,2604.8,1783.4668,738.8444
4,0.52,64,550.4,2124.8,2112,1043.2,2489.6,2387.2,1784.5333,658.48895
6,0.23999998,64,524.8,2182.4,2080,921.6,2438.4,2560,1784.5333,707.5556
6,0.52,64,505.6,2112,2092.8,1004.8,2470.4,2521.6,1784.5333,686.2222
6,0.56,64,448,2144,2131.2,985.6,2540.8,2457.6,1784.5336,711.8222
15,0.12,64,492.8,2060.8,2054.4,857.6,2547.2,2694.4,1784.5332,739.5555
16,0.16,64,467.2,2086.4,2099.2,806.4,2585.6,2662.4,1784.5332,765.1556
6,0.08,64,531.2,2169.6,1990.4,819.2,2611.2,2592,1785.6001,740.2666
9,0.19999999,64,448,2169.6,2086.4,768,2521.6,2720,1785.6,785.06665
7,0.72,64,473.6,2131.2,2086.4,940.8,2604.8,2483.2,1786.6666,719.6445
17,0.23999998,64,428.8,2124.8,2118.4,844.8,2515.2,2688,1786.6666,766.5778
9,0.35999998,64,492.8,2105.6,2099.2,921.6,2496,2611.2,1787.7334,720.35547
11,0.23999998,64,473.6,2054.4,2118.4,812.8,2636.8,2630.4,1787.7334,763.02216
13,0.08,64,454.4,2176,2041.6,844.8,2496,2713.6,1787.7334,758.75555
5,0.6,64,556.8,2054.4,2144,1011.2,2508.8,2457.6,1788.8002,669.86664
7,0.19999999,64,499.2,2060.8,2163.2,857.6,2534.4,2617.6,1788.8002,740.2666
12,0.04,64,473.6,1990.4,2105.6,889.6,2560,2713.6,1788.8002,738.1333
15,0.04,64,460.8,2041.6,2144,851.2,2521.6,2713.6,1788.8002,755.19995
16,0.23999998,64,422.4,2118.4,2092.8,819.2,2572.8,2707.2,1788.7999,778.6667
18,0.39999998,64,448,2131.2,2022.4,870.4,2540.8,2720,1788.7999,753.0667
9,0.76,64,460.8,2137.6,2073.6,889.6,2534.4,2643.2,1789.8667,743.11115
11,0.6,64,467.2,2124.8,2086.4,864,2604.8,2598.4,1790.9332,750.2222
13,0.16,64,505.6,2124.8,2099.2,844.8,2515.2,2656,1790.9332,743.82227
13,0.43999997,64,467.2,2163.2,2105.6,819.2,2598.4,2592,1790.9332,765.1556
4,0.72,64,582.4,2105.6,2080,1011.2,2476.8,2496,1792,663.4667
9,0.12,64,518.4,2073.6,2073.6,825.6,2604.8,2656,1792,746.6667
7,0.16,64,518.4,2105.6,2099.2,915.2,2528,2592,1793.0668,717.51105
8,0.6,64,512,2099.2,2099.2,940.8,2604.8,2502.4,1793.0668,711.111
10,0.32,64,473.6,2176,2041.6,953.6,2553.6,2560,1793.0668,719.64435
11,0.16,64,473.6,2067.2,2092.8,838.4,2604.8,2681.6,1793.0668,758.04443
12,0.28,64,448,2086.4,2086.4,940.8,2566.4,2630.4,1793.0665,732.4444
6,0.68,64,492.8,2156.8,2150.4,947.2,2528,2489.6,1794.1334,716.08887
10,0.12,64,492.8,2060.8,2124.8,844.8,2636.8,2604.8,1794.1333,750.2222
22,0.23999998,64,473.6,2105.6,2060.8,832,2560,2732.8,1794.1333,760.889
7,0.8,64,467.2,2118.4,2124.8,947.2,2521.6,2592,1795.2001,725.33325
8,0.08,64,480,2124.8,2035.2,870.4,2592,2668.8,1795.2001,746.6667
8,0.12,64,480,2118.4,2035.2,864,2502.4,2771.2,1795.1998,748.8
11,0.32,64,422.4,2060.8,2118.4,915.2,2636.8,2617.6,1795.1998,750.9334
12,0.19999999,64,486.4,2150.4,2080,870.4,2483.2,2700.8,1795.1998,744.5334
14,0.48,64,441.6,2137.6,2137.6,851.2,2579.2,2624,1795.2001,765.86664
15,0.28,64,441.6,2163.2,2086.4,864,2604.8,2611.2,1795.2001,761.60004
6,0.64,64,486.4,2156.8,2112,934.4,2617.6,2470.4,1796.2666,723.91113
11,0.12,64,441.6,2112,2099.2,844.8,2572.8,2707.2,1796.2666,768.7111
16,0.43999997,64,492.8,2144,2048,812.8,2592,2688,1796.2666,762.3111
9,0.52,64,524.8,2188.8,2073.6,851.2,2496,2649.6,1797.3334,739.5556
10,0.19999999,64,467.2,2182.4,2009.6,896,2572.8,2656,1797.3334,743.8222
11,0.52,64,492.8,2105.6,2124.8,812.8,2566.4,2681.6,1797.3334,763.0222
13,0.48,64,448,2073.6,2092.8,876.8,2707.2,2585.6,1797.3334,756.62225
21,0.16,64,435.2,2118.4,2131.2,838.4,2540.8,2720,1797.3334,773.6888
22,0.16,64,441.6,2092.8,2105.6,825.6,2521.6,2796.8,1797.3334,775.82227
8,0.72,64,473.6,2201.6,2156.8,908.8,2528,2521.6,1798.4,738.13336
11,0.19999999,64,480,2227.2,2054.4,876.8,2489.6,2662.4,1798.3999,746.6667
11,0.43999997,64,480,2163.2,2112,870.4,2534.4,2630.4,1798.4,748.8
15,0.48,64,448,2182.4,2105.6,857.6,2553.6,2643.2,1798.4,763.73334
17,0.12,64,492.8,2118.4,2060.8,787.2,2585.6,2745.6,1798.4,772.26666
18,0.16,64,441.6,2124.8,2054.4,838.4,2515.2,2816,1798.3999,772.26666
23,0.28,64,422.4,2073.6,2035.2,864,2624,2771.2,1798.4,770.1333
8,0.8,64,505.6,2086.4,2118.4,992,2579.2,2515.2,1799.4667,700.4444
21,0.39999998,64,518.4,2080,2118.4,768,2617.6,2694.4,1799.4667,770.8444
6,0.72,64,512,2176,2131.2,902.4,2592,2489.6,1800.5332,728.8889
8,0.84,64,448,2188.8,2131.2,870.4,2630.4,2534.4,1800.5332,760.8889
9,0.43999997,64,473.6,2131.2,2124.8,902.4,2592,2579.2,1800.5333,741.6889
17,0.32,64,486.4,2124.8,2176,780.8,2566.4,2668.8,1800.5333,777.95557
19,0.28,64,428.8,2105.6,2073.6,864,2630.4,2707.2,1801.6,770.13336
24,0.19999999,64,454.4,2176,2048,832,2572.8,2726.4,1801.6,772.26666
8,0.48,64,518.4,2156.8,2124.8,908.8,2547.2,2560,1802.6666,726.0445
10,0.08,64,448,2099.2,2041.6,896,2611.2,2720,1802.6666,753.7778
13,0.56,64,396.8,2124.8,2131.2,934.4,2617.6,2611.2,1802.6666,758.04443
15,0.23999998,64,460.8,2080,2080,876.8,2534.4,2784,1802.6666,755.91113
18,0.32,64,486.4,2105.6,2073.6,838.4,2617.6,2694.4,1802.6666,760.1778
23,0.16,64,448,2105.6,2080,761.6,2630.4,2790.4,1802.6666,798.5778
23,0.48,64,499.2,2086.4,2112,768,2604.8,2745.6,1802.6666,779.37775
7,0.48,64,492.8,2169.6,2060.8,934.4,2579.2,2585.6,1803.7334,726.75555
13,0.39999998,64,480,2163.2,2067.2,876.8,2540.8,2694.4,1803.7334,750.22217
19,0.23999998,64,492.8,2144,2073.6,851.2,2540.8,2720,1803.7334,754.48895
22,0.28,64,416,2163.2,2099.2,832,2592,2720,1803.7334,786.48883
7,0.43999997,64,531.2,2195.2,2112,966.4,2534.4,2489.6,1804.7998,704.00006
10,0.35999998,64,531.2,2150.4,2105.6,947.2,2521.6,2572.8,1804.7999,710.39996
11,0.68,64,435.2,2112,2208,851.2,2636.8,2585.6,1804.8002,774.3999
12,0.32,64,467.2,2150.4,2156.8,851.2,2585.6,2617.6,1804.8002,763.7332
13,0.72,64,486.4,2124.8,2137.6,876.8,2547.2,2656,1804.7999,748.80005
17,0.28,64,505.6,2118.4,2035.2,857.6,2611.2,2700.8,1804.7999,748.8
20,0.12,64,435.2,2118.4,2035.2,844.8,2643.2,2752,1804.7999,776.5334
6,0.88,64,454.4,2150.4,2176,876.8,2604.8,2572.8,1805.8666,760.1778
8,0.92,64,505.6,2201.6,2092.8,934.4,2630.4,2470.4,1805.8666,723.91113
9,0.6,64,518.4,2176,2105.6,883.2,2598.4,2553.6,1805.8666,736.7111
10,0.48,64,480,2080,2137.6,896,2649.6,2592,1805.8667,745.24445
10,0.68,64,448,2201.6,2060.8,806.4,2668.8,2649.6,1805.8668,785.7778
18,0.23999998,64,441.6,2118.4,2150.4,876.8,2585.6,2662.4,1805.8666,764.4444
19,0.39999998,64,473.6,2112,2048,857.6,2598.4,2745.6,1805.8667,760.17773
20,0.28,64,422.4,2124.8,2176,844.8,2553.6,2713.6,1805.8667,781.51105
8,0.39999998,64,524.8,2176,2169.6,908.8,2560,2502.4,1806.9332,726.7556
11,0.39999998,64,473.6,2118.4,2131.2,883.2,2592,2643.2,1806.9335,752.35547
12,0.23999998,64,441.6,2099.2,2112,915.2,2585.6,2688,1806.9332,752.35565
15,0.16,64,480,2080,2118.4,832,2643.2,2688,1806.9332,767.2889
18,0.19999999,64,486.4,2131.2,2048,838.4,2598.4,2739.2,1806.9332,763.0222
20,0.04,64,454.4,2105.6,2124.8,806.4,2496,2854.4,1806.9332,784.35565
21,0.12,64,441.6,2131.2,2060.8,825.6,2643.2,2739.2,1806.9335,782.22217
24,0.43999997,64,460.8,2118.4,2073.6,832,2636.8,2720,1806.9332,773.68896
7,0.64,64,467.2,2188.8,2150.4,947.2,2579.2,2515.2,1808,733.8667
9,0.39999998,64,454.4,2163.2,2188.8,902.4,2521.6,2617.6,1808,753.0667
9,0.64,64,441.6,2233.6,2124.8,921.6,2611.2,2515.2,1808,750.93335
14,0.6,64,486.4,2073.6,2131.2,825.6,2688,2643.2,1808.0001,767.99994
18,0.43999997,64,454.4,2163.2,2137.6,806.4,2604.8,2681.6,1808,785.0667
6,0.84,64,537.6,2150.4,2131.2,985.6,2585.6,2464,1809.0668,698.31104
6,0.96,64,505.6,2182.4,2099.2,947.2,2617.6,2502.4,1809.0668,721.77765
9,0.8,64,448,2105.6,2188.8,876.8,2617.6,2617.6,1809.0668,764.4444
12,0.08,64,473.6,2169.6,2131.2,870.4,2547.2,2662.4,1809.0668,758.0444
13,0.35999998,64,460.8,2195.2,2073.6,870.4,2579.2,2675.2,1809.0668,762.3111
14,0.32,64,505.6,2144,2169.6,876.8,2515.2,2643.2,1809.0668,745.24445
17,0.08,64,467.2,2112,2124.8,851.2,2547.2,2752,1809.0668,766.5777
17,0.43999997,64,480,2099.2,2080,838.4,2611.2,2745.6,1809.0668,766.5777
23,0.19999999,64,467.2,2112,2060.8,812.8,2624,2777.6,1809.0668,779.37775
9,0.72,64,492.8,2169.6,2060.8,928,2592,2617.6,1810.1334,733.1556
13,0.12,64,467.2,2105.6,2092.8,876.8,2502.4,2816,1810.1333,758.75555
15,0.32,64,518.4,2156.8,2118.4,832,2553.6,2681.6,1810.1334,756.62225
21,0.08,64,428.8,2086.4,2035.2,876.8,2643.2,2790.4,1810.1332,771.5556
23,0.08,64,422.4,2105.6,2105.6,832,2579.2,2816,1810.1333,788.62225
6,0.8,64,537.6,2163.2,2105.6,921.6,2572.8,2566.4,1811.1998,721.0667
9,0.84,64,473.6,2208,2137.6,864,2675.2,2508.8,1811.2001,761.60004
18,0.48,64,486.4,2124.8,2080,864,2598.4,2713.6,1811.2001,757.33325
19,0.43999997,64,441.6,2137.6,2118.4,819.2,2624,2726.4,1811.2001,787.19995
20,0.23999998,64,473.6,2105.6,2124.8,825.6,2566.4,2771.2,1811.2001,774.39996
10,0.64,64,454.4,2169.6,2060.8,857.6,2636.8,2694.4,1812.2666,770.8445
13,0.04,64,441.6,2067.2,2169.6,876.8,2547.2,2771.2,1812.2667,768.7111
14,0.35999998,64,492.8,2124.8,2137.6,838.4,2592,2688,1812.2666,764.4445
14,0.43999997,64,428.8,2220.8,2182.4,857.6,2566.4,2617.6,1812.2666,779.37775
20,0.43999997,64,441.6,2163.2,2099.2,851.2,2617.6,2700.8,1812.2667,777.2444
21,0.35999998,64,492.8,2144,2105.6,832,2604.8,2694.4,1812.2666,766.5778
7,0.88,64,518.4,2195.2,2188.8,780.8,2662.4,2534.4,1813.3334,775.8222
10,0.52,64,480,2182.4,2163.2,915.2,2528,2611.2,1813.3334,743.8222
