h,p_best_rate,popsize,different_powers,discus,ellipsoid,rosenbrock,shifted_sphere,sphere,mean,mad
11,0.39999998,64,908.8,3443.2,3411.2,1286.4,8460.8,5395.2,3817.6003,2073.5999
8,0.35999998,64,889.6,3398.4,3232,1324.8,8563.2,5504,3818.6667,2143.2888
16,0.52,64,902.4,3347.2,3385.6,1363.2,8697.6,5216,3818.6667,2092.0886
8,0.8,64,921.6,3232,3123.2,1267.2,9510.4,4864,3819.7334,2244.9778
10,0.35999998,64,960,3321.6,3411.2,1299.2,8364.8,5568,3820.8,2097.0667
10,0.48,64,966.4,3296,3340.8,1324.8,8582.4,5414.4,3820.8,2118.4001
7,0.48,64,953.6,3142.4,3161.6,1318.4,9228.8,5126.4,3821.867,2237.1555
14,0.48,64,928,3372.8,3315.2,1344,8396.8,5580.8,3822.9336,2110.578
15,0.56,64,908.8,3494.4,3456,1401.6,8595.2,5088,3824,2011.7334
6,0.32,64,851.2,3244.8,3353.6,1222.4,8787.2,5497.6,3826.133,2210.8445
7,0.6,64,889.6,3123.2,3225.6,1248,9331.2,5152,3828.2668,2275.5557
9,0.35999998,64,934.4,3321.6,3392,1318.4,8492.8,5516.8,3829.3333,2116.9778
12,0.48,64,947.2,3436.8,3353.6,1401.6,8512,5337.6,3831.4666,2062.2222
11,0.84,64,972.8,3219.2,3302.4,1363.2,9158.4,4985.6,3833.5999,2158.9333
12,0.32,64,870.4,3340.8,3481.6,1344,8198.4,5779.2,3835.7336,2102.0447
4,0.56,64,838.4,3155.2,3110.4,1184,9804.8,4934.4,3837.867,2354.489
9,0.84,64,844.8,3193.6,3238.4,1267.2,9536,4947.2,3837.8665,2269.1555
13,0.68,64,960,3257.6,3340.8,1324.8,8876.8,5267.2,3837.8665,2156.0889
7,0.28,64,915.2,3481.6,3372.8,1280,8460.8,5523.2,3838.9336,2102.0444
7,0.68,64,934.4,3206.4,3353.6,1267.2,9561.6,4716.8,3840,2199.4666
7,0.39999998,64,947.2,3270.4,3283.2,1209.6,8864,5472,3841.0664,2217.9553
12,0.68,64,876.8,3417.6,3347.2,1376,8921.6,5107.2,3841.0664,2115.5554
6,0.52,64,838.4,3097.6,3212.8,1292.8,9324.8,5286.4,3842.133,2308.9775
10,0.28,64,998.4,3392,3449.6,1292.8,8345.6,5574.4,3842.133,2078.5776
10,0.8,64,896,3264,3276.8,1324.8,9164.8,5139.2,3844.2664,2205.1553
9,0.39999998,64,928,3283.2,3430.4,1299.2,8787.2,5344,3845.3333,2146.8445
17,0.48,64,832,3398.4,3462.4,1356.8,8518.4,5504,3845.3333,2110.578
17,0.88,64,889.6,3417.6,3404.8,1395.2,9113.6,4857.6,3846.4001,2092.8
11,0.68,64,992,3411.2,3225.6,1337.6,9024,5094.4,3847.4668,2141.1555
5,0.52,64,889.6,3193.6,3232,1235.2,9312,5260.8,3853.8665,2288.3555
5,0.6,64,915.2,3174.4,3219.2,1209.6,9612.8,4992,3853.8665,2299.0222
11,0.64,64,896,3264,3302.4,1324.8,9017.6,5324.8,3854.9336,2210.8445
9,0.56,64,870.4,3257.6,3180.8,1267.2,9068.8,5491.2,3856,2282.6667
15,0.72,64,934.4,3424,3404.8,1363.2,9081.6,4928,3856,2099.2
7,0.76,64,915.2,3072,3225.6,1286.4,9894.4,4755.2,3858.1335,2311.111
8,0.64,64,889.6,3212.8,3328,1273.6,9497.6,4947.2,3858.1335,2242.8445
9,0.92,64,902.4,3232,3104,1286.4,9708.8,4915.2,3858.1335,2302.578
8,0.52,64,947.2,3219.2,3225.6,1260.8,9158.4,5344,3859.2,2261.3333
9,0.64,64,908.8,3321.6,3296,1254.4,9190.4,5184,3859.2,2218.6665
12,0.6,64,934.4,3187.2,3283.2,1376,9235.2,5158.4,3862.4001,2222.9333
12,0.76,64,921.6,3302.4,3276.8,1337.6,9164.8,5171.2,3862.3997,2203.7334
14,0.76,64,940.8,3366.4,3315.2,1292.8,8812.8,5446.4,3862.4001,2178.1333
14,0.64,64,902.4,3411.2,3462.4,1312,9081.6,5011.2,3863.4668,2121.9556
13,0.76,64,966.4,3366.4,3347.2,1382.4,9145.6,4979.2,3864.5332,2131.9111
14,1,64,940.8,3244.8,3296,1388.8,9536,4793.6,3866.6667,2198.7556
18,0.6,64,934.4,3488,3500.8,1363.2,8531.2,5382.4,3866.667,2060.0889
11,1,64,928,3238.4,3251.2,1248,9696,4844.8,3867.7332,2268.4443
8,0.28,64,947.2,3315.2,3526.4,1292.8,8460.8,5670.4,3868.7998,2131.2
8,0.88,64,870.4,3129.6,3180.8,1318.4,9638.4,5075.2,3868.8,2325.3333
10,0.84,64,870.4,3232,3276.8,1312,9420.8,5100.8,3868.8,2261.3333
13,0.32,64,851.2,3392,3417.6,1324.8,8620.8,5606.4,3868.8,2163.2
14,0.56,64,940.8,3372.8,3456,1356.8,8832,5254.4,3868.8,2116.2666
14,0.88,64,876.8,3270.4,3411.2,1420.8,9331.2,4902.4,3868.7998,2165.3333
14,0.32,64,902.4,3513.6,3532.8,1324.8,8371.2,5574.4,3869.867,2068.6223
6,0.6,64,934.4,3148.8,3174.4,1248,9516.8,5203.2,3870.9329,2326.0442
10,0.39999998,64,966.4,3475.2,3372.8,1376,8588.8,5446.4,3870.9333,2097.7776
10,0.52,64,908.8,3366.4,3238.4,1369.6,9081.6,5260.8,3870.9329,2200.1777
14,0.8,64,908.8,3385.6,3353.6,1292.8,9216,5068.8,3870.9336,2180.9778
8,0.84,64,908.8,3193.6,3142.4,1241.6,9504,5241.6,3871.9998,2333.8667
8,0.48,64,960,3244.8,3366.4,1318.4,8864,5478.4,3872,2199.4668
9,0.8,64,979.2,3206.4,3168,1299.2,9542.4,5036.8,3872,2278.4001
16,0.64,64,896,3500.8,3481.6,1376,8812.8,5164.8,3872,2077.8665
7,0.72,64,979.2,3123.2,3097.6,1292.8,9600,5145.6,3873.0667,2333.1555
18,0.52,64,928,3488,3392,1344,8710.4,5376,3873.0667,2113.4224
7,0.84,64,876.8,3078.4,3232,1222.4,9862.4,4972.8,3874.1335,2362.3113
11,0.35999998,64,902.4,3392,3392,1344,8556.8,5657.6,3874.133,2155.3777
11,0.6,64,953.6,3244.8,3315.2,1337.6,9113.6,5280,3874.133,2215.111
13,0.43999997,64,902.4,3424,3443.2,1350.4,8729.6,5395.2,3874.1335,2125.511
7,0.52,64,908.8,3270.4,3193.6,1292.8,9318.4,5267.2,3875.2,2278.4001
6,0.39999998,64,928,3366.4,3270.4,1273.6,8870.4,5548.8,3876.2668,2222.2224
9,0.68,64,940.8,3270.4,3219.2,1344,9580.8,4902.4,3876.2666,2243.5554
11,0.43999997,64,908.8,3430.4,3328,1369.6,8736,5484.8,3876.2668,2156.089
15,0.76,64,896,3347.2,3366.4,1337.6,9043.2,5273.6,3877.3333,2187.3777
6,0.43999997,64,902.4,3328,3180.8,1222.4,9401.6,5235.2,3878.3997,2293.3333
11,0.52,64,934.4,3424,3353.6,1376,8748.8,5433.6,3878.4001,2141.8667
22,0.32,64,934.4,3545.6,3558.4,1427.2,7993.6,5811.2,3878.3997,2016
12,0.64,64,896,3283.2,3328,1318.4,9100.8,5350.4,3879.4668,2230.7556
16,0.6,64,921.6,3321.6,3366.4,1401.6,9164.8,5113.6,3881.5999,2171.7334
3,0.48,64,838.4,3033.6,2969.6,1164.8,9804.8,5484.8,3882.6667,2508.0886
4,0.43999997,64,928,3084.8,3251.2,1209.6,9465.6,5356.8,3882.6667,2352.3555
5,0.43999997,64,902.4,3244.8,3244.8,1248,9401.6,5254.4,3882.6667,2296.889
11,0.32,64,940.8,3411.2,3552,1363.2,8268.8,5760,3882.6667,2087.822
15,0.43999997,64,870.4,3443.2,3481.6,1401.6,8633.6,5465.6,3882.6663,2111.2888
17,0.96,64,947.2,3347.2,3321.6,1363.2,9452.8,4864,3882.6667,2183.822
16,0.35999998,64,908.8,3475.2,3494.4,1376,8531.2,5516.8,3883.7336,2093.5115
9,0.28,64,857.6,3379.2,3372.8,1292.8,8659.2,5747.2,3884.8,2212.2668
11,0.56,64,793.6,3276.8,3424,1318.4,9152,5344,3884.8,2242.1333
12,0.84,64,934.4,3308.8,3360,1344,9286.4,5081.6,3885.867,2198.7556
12,0.96,64,985.6,3360,3238.4,1280,9542.4,4908.8,3885.8665,2226.489
13,0.72,64,979.2,3417.6,3372.8,1382.4,9177.6,4985.6,3885.867,2130.489
12,0.39999998,64,940.8,3430.4,3430.4,1376,8345.6,5798.4,3886.9333,2123.3777
12,0.43999997,64,908.8,3283.2,3411.2,1318.4,8787.2,5612.8,3886.9336,2208.7112
9,0.43999997,64,940.8,3443.2,3289.6,1369.6,9164.8,5120,3888,2169.5999
10,0.64,64,883.2,3296,3366.4,1312,9235.2,5235.2,3888,2231.4668
7,1,64,870.4,3168,3040,1248,10150.4,4864,3890.1335,2411.3777
8,0.6,64,902.4,3174.4,3206.4,1312,9350.4,5395.2,3890.1335,2321.7778
13,0.6,64,876.8,3283.2,3392,1280,9011.2,5497.6,3890.133,2242.8445
13,0.48,64,889.6,3392,3430.4,1318.4,8710.4,5606.4,3891.2002,2178.1335
13,0.88,64,889.6,3328,3276.8,1318.4,9504,5030.4,3891.2002,2250.6667
16,0.39999998,64,953.6,3520,3622.4,1401.6,8332.8,5516.8,3891.2,2022.3999
16,0.56,64,921.6,3430.4,3500.8,1331.2,8838.4,5324.8,3891.2,2126.9333
2,0.6,64,838.4,3033.6,2873.6,1171.2,10310.4,5126.4,3892.2666,2550.7556
11,0.92,64,928,3270.4,3315.2,1344,9657.6,4838.4,3892.2666,2237.1555
14,0.52,64,940.8,3360,3475.2,1324.8,8691.2,5561.6,3892.2666,2156.0889
17,0.64,64,953.6,3468.8,3513.6,1337.6,8742.4,5337.6,3892.2666,2098.489
11,0.48,64,876.8,3296,3276.8,1312,9049.6,5548.8,3893.3333,2270.5776
17,0.56,64,883.2,3366.4,3456,1440,8620.8,5593.6,3893.333,2142.578
21,0.68,64,934.4,3417.6,3443.2,1324.8,9113.6,5126.4,3893.3333,2151.111
18,0.8,64,998.4,3417.6,3475.2,1369.6,8979.2,5126.4,3894.4001,2105.6
13,0.23999998,64,947.2,3596.8,3500.8,1414.4,8160,5753.6,3895.4666,2040.8888
13,0.84,64,876.8,3379.2,3276.8,1318.4,9382.4,5145.6,3896.5334,2244.9778
15,0.8,64,960,3456,3360,1324.8,9267.2,5017.6,3897.5999,2163.2
3,0.56,64,812.8,3078.4,3072,1184,9868.8,5376,3898.6667,2482.4888
6,0.19999999,64,883.2,3673.6,3404.8,1260.8,8204.8,5964.8,3898.6667,2124.0886
12,0.23999998,64,947.2,3667.2,3526.4,1312,8320,5625.6,3899.7334,2048.7112
16,1,64,857.6,3315.2,3334.4,1363.2,9548.8,4979.2,3899.7332,2242.8445
13,0.35999998,64,940.8,3404.8,3404.8,1318.4,8460.8,5875.2,3900.8,2178.1335
14,0.39999998,64,992,3507.2,3398.4,1356.8,8524.8,5625.6,3900.7998,2116.2666
14,0.43999997,64,921.6,3513.6,3481.6,1382.4,8601.6,5504,3900.8,2101.3333
21,0.52,64,915.2,3520,3411.2,1401.6,8870.4,5286.4,3900.8,2118.4001
9,0.72,64,972.8,3212.8,3289.6,1344,9203.2,5388.8,3901.8665,2262.7556
15,1,64,953.6,3328,3315.2,1318.4,9568,4928,3901.8665,2230.7556
4,0.88,64,851.2,3052.8,2835.2,1152,10790.4,4736,3902.9336,2573.5112
10,1,64,915.2,3174.4,3232,1305.6,9747.2,5049.6,3903.9998,2329.6
12,0.28,64,940.8,3552,3558.4,1299.2,8364.8,5708.8,3904,2088.5334
6,0.92,64,908.8,3014.4,3116.8,1248,10508.8,4640,3906.1335,2445.511
7,0.23999998,64,838.4,3424,3436.8,1267.2,8588.8,5881.6,3906.133,2219.3777
7,0.88,64,896,3033.6,3116.8,1318.4,10118.4,4953.6,3906.1335,2419.9111
14,0.6,64,902.4,3462.4,3340.8,1324.8,9036.8,5376,3907.2,2199.4666
14,0.68,64,940.8,3481.6,3398.4,1305.6,9088,5228.8,3907.2,2167.4666
15,0.48,64,915.2,3456,3424,1299.2,8684.8,5664,3907.2,2178.1333
19,0.48,64,876.8,3500.8,3443.2,1363.2,8710.4,5548.8,3907.2,2148.2666
20,0.52,64,902.4,3584,3513.6,1433.6,8761.6,5248,3907.2,2065.0667
7,0.96,64,947.2,3219.2,3123.2,1286.4,9984,4889.6,3908.2666,2352.3557
15,0.64,64,928,3340.8,3449.6,1318.4,8998.4,5414.4,3908.2666,2198.7556
12,0.72,64,883.2,3283.2,3340.8,1363.2,9190.4,5395.2,3909.3333,2255.6445
15,0.35999998,64,934.4,3398.4,3404.8,1382.4,8460.8,5881.6,3910.4001,2173.8667
8,0.92,64,992,3276.8,3225.6,1350.4,9625.6,4998.4,3911.4666,2267.0222
21,0.8,64,870.4,3475.2,3526.4,1305.6,9100.8,5190.4,3911.4666,2156.0889
4,0.52,64,864,3123.2,3027.2,1254.4,10035.2,5171.2,3912.5332,2460.4446
6,0.68,64,953.6,3187.2,3289.6,1286.4,9868.8,4889.6,3912.5332,2311.111
24,0.8,64,921.6,3571.2,3392,1433.6,9056,5100.8,3912.5332,2110.5776
7,0.19999999,64,908.8,3443.2,3513.6,1318.4,8672,5625.6,3913.5999,2156.8
7,0.56,64,915.2,3302.4,3174.4,1312,9452.8,5324.8,3913.6003,2316.8
17,0.68,64,921.6,3321.6,3385.6,1344,8985.6,5523.2,3913.6003,2227.2
20,0.35999998,64,908.8,3462.4,3552,1337.6,8544,5676.8,3913.6003,2131.2
23,0.32,64,921.6,3590.4,3545.6,1414.4,8313.6,5696,3913.5999,2060.8
5,0.76,64,940.8,2924.8,3078.4,1222.4,10310.4,5011.2,3914.6667,2497.422
7,0.32,64,940.8,3244.8,3340.8,1312,9177.6,5472,3914.6667,2273.422
20,0.8,64,864,3430.4,3500.8,1382.4,9228.8,5081.6,3914.6667,2160.3555
11,0.28,64,883.2,3385.6,3436.8,1363.2,8601.6,5824,3915.7334,2198.0444
19,0.84,64,940.8,3404.8,3360,1408,9350.4,5030.4,3915.7334,2183.111
19,0.52,64,889.6,3456,3392,1420.8,8742.4,5600,3916.8,2169.6
16,0.84,64,876.8,3481.6,3449.6,1395.2,9228.8,5075.2,3917.8665,2156.0889
20,0.76,64,902.4,3430.4,3500.8,1350.4,9203.2,5120,3917.8665,2162.489
10,0.92,64,915.2,3180.8,3302.4,1331.2,9824,4960,3918.9333,2315.3777
17,0.35999998,64,966.4,3443.2,3539.2,1324.8,8307.2,5932.8,3918.9336,2134.0447
16,0.48,64,934.4,3411.2,3539.2,1363.2,8633.6,5638.4,3920,2144
6,0.8,64,940.8,2995.2,3129.6,1222.4,10291.2,4947.2,3921.0664,2465.422
8,0.56,64,921.6,3411.2,3193.6,1260.8,9388.8,5350.4,3921.0667,2299.0222
11,0.88,64,934.4,3392,3328,1324.8,9465.6,5081.6,3921.0667,2235.0222
23,0.68,64,992,3526.4,3532.8,1363.2,8851.2,5260.8,3921.0671,2089.9558
7,0.8,64,844.8,3244.8,3129.6,1305.6,9984,5024,3922.1335,2387.911
5,0.32,64,902.4,3264,3270.4,1222.4,9164.8,5715.2,3923.2,2344.5332
10,0.88,64,857.6,3200,3257.6,1260.8,9792,5177.6,3924.2666,2373.6887
11,0.8,64,992,3232,3353.6,1318.4,9529.6,5120,3924.2666,2267.0222
13,0.64,64,928,3372.8,3430.4,1369.6,9312,5132.8,3924.2668,2198.7556
15,0.32,64,921.6,3552,3584,1376,8512,5600,3924.2666,2087.822
20,0.43999997,64,896,3648,3468.8,1408,8684.8,5440,3924.2666,2092.0889
21,0.72,64,960,3526.4,3539.2,1414.4,8972.8,5132.8,3924.2668,2085.689
19,0.6,64,883.2,3577.6,3500.8,1388.8,8838.4,5363.2,3925.3333,2116.9778
6,0.76,64,947.2,3097.6,3206.4,1248,9779.2,5280,3926.4001,2402.1333
13,0.96,64,921.6,3238.4,3321.6,1356.8,9811.2,4908.8,3926.4004,2289.0667
22,0.64,64,928,3507.2,3507.2,1382.4,9043.2,5190.4,3926.4001,2126.9333
3,0.8,64,896,2976,2841.6,1126.4,10432,5292.8,3927.4668,2623.2888
11,0.72,64,940.8,3392,3244.8,1331.2,9260.8,5401.6,3928.5332,2268.4443
12,0.56,64,940.8,3436.8,3398.4,1299.2,8966.4,5529.6,3928.5334,2212.9778
3,0.68,64,902.4,2969.6,2995.2,1171.2,10502.4,5036.8,3929.6003,2560
14,0.84,64,947.2,3340.8,3366.4,1324.8,9369.6,5228.8,3929.6003,2246.4001
4,0.39999998,64,902.4,3187.2,3283.2,1196.8,9523.2,5491.2,3930.6667,2384.3555
13,1,64,921.6,3372.8,3308.8,1273.6,9676.8,5036.8,3931.7332,2283.3777
18,0.43999997,64,940.8,3494.4,3481.6,1331.2,8691.2,5651.2,3931.7332,2159.6443
18,0.88,64,921.6,3411.2,3404.8,1382.4,9331.2,5139.2,3931.7332,2202.311
5,0.48,64,960,3084.8,3340.8,1248,9440,5523.2,3932.8,2365.8667
13,0.92,64,889.6,3289.6,3308.8,1350.4,9830.4,4934.4,3933.867,2299.0222
15,0.68,64,934.4,3462.4,3443.2,1305.6,8972.8,5484.8,3933.8665,2196.6223
18,0.23999998,64,883.2,3443.2,3552,1273.6,8512,5939.2,3933.8665,2194.489
4,0.6,64,960,3001.6,3104,1241.6,9984,5318.4,3934.9333,2477.511
4,0.64,64,934.4,3142.4,3110.4,1190.4,10336,4896,3934.9333,2454.0442
13,0.39999998,64,979.2,3481.6,3372.8,1356.8,8755.2,5664,3934.9336,2183.111
19,0.88,64,992,3430.4,3372.8,1344,9356.8,5113.6,3934.9333,2200.1777
8,0.23999998,64,889.6,3475.2,3520,1312,8761.6,5664,3937.0664,2183.822
9,1,64,928,3116.8,3187.2,1299.2,10080,5011.2,3937.0664,2405.6887
17,0.28,64,947.2,3590.4,3628.8,1440,8288,5728,3937.0667,2047.2891
19,0.35999998,64,934.4,3539.2,3424,1433.6,8448,5843.2,3937.0664,2139.0222
23,0.8,64,889.6,3494.4,3596.8,1376,9017.6,5248,3937.0664,2130.4888
16,0.43999997,64,934.4,3520,3596.8,1299.2,8678.4,5600,3938.1335,2134.0444
19,0.64,64,966.4,3436.8,3424,1344,8864,5593.6,3938.133,2193.7776
23,0.48,64,934.4,3430.4,3520,1388.8,8819.2,5536,3938.1335,2159.6443
18,0.68,64,972.8,3398.4,3430.4,1356.8,9068.8,5408,3939.2,2199.4666
3,0.35999998,64,902.4,3219.2,2982.4,1209.6,9427.2,5900.8,3940.2668,2482.489
18,0.32,64,934.4,3558.4,3571.2,1363.2,8620.8,5593.6,3940.2666,2111.289
6,0.72,64,915.2,3200,3161.6,1267.2,10080,5024,3941.3333,2407.111
4,1,64,838.4,3008,3052.8,1241.6,10886.4,4627.2,3942.4004,2542.9333
5,0.35999998,64,972.8,3148.8,3257.6,1273.6,9619.2,5382.4,3942.4001,2372.2666
10,0.96,64,998.4,3219.2,3200,1305.6,9881.6,5049.6,3942.4001,2348.8
15,0.88,64,934.4,3411.2,3283.2,1350.4,9254.4,5420.8,3942.4004,2263.467
17,0.39999998,64,915.2,3456,3622.4,1420.8,8588.8,5651.2,3942.3997,2118.4001
18,0.72,64,921.6,3500.8,3475.2,1388.8,8844.8,5523.2,3942.3997,2161.0667
20,0.84,64,953.6,3411.2,3462.4,1382.4,9356.8,5088,3942.3997,2186.6667
23,0.64,64,998.4,3526.4,3603.2,1363.2,8979.2,5184,3942.4001,2092.8
24,0.64,64,966.4,3475.2,3648,1395.2,8825.6,5344,3942.3997,2094.9333
14,0.28,64,940.8,3539.2,3552,1363.2,8448,5817.6,3943.4666,2126.2222
15,0.39999998,64,972.8,3571.2,3462.4,1382.4,8435.2,5849.6,3945.5999,2131.2
6,0.84,64,947.2,3251.2,3072,1273.6,10227.2,4908.8,3946.6667,2414.2224
18,0.39999998,64,883.2,3520,3558.4,1388.8,8678.4,5651.2,3946.6667,2145.422
18,0.48,64,851.2,3526.4,3398.4,1318.4,8832,5753.6,3946.6667,2230.7556
24,0.28,64,896,3737.6,3609.6,1420.8,8352,5664,3946.6667,2040.8888
5,0.96,64,857.6,3008,3078.4,1209.6,10643.2,4889.6,3947.7334,2545.778
9,0.19999999,64,915.2,3494.4,3654.4,1331.2,8601.6,5689.6,3947.7334,2131.9111
10,0.32,64,953.6,3558.4,3276.8,1356.8,8800,5740.8,3947.7332,2215.111
18,0.84,64,915.2,3532.8,3481.6,1376,9145.6,5235.2,3947.7332,2161.7776
23,0.88,64,857.6,3584,3481.6,1331.2,9292.8,5139.2,3947.7332,2178.8445
21,0.64,64,960,3558.4,3481.6,1324.8,8896,5472,3948.8,2156.8
14,0.92,64,908.8,3340.8,3404.8,1337.6,9388.8,5318.4,3949.867,2269.1555
18,0.56,64,960,3507.2,3526.4,1376,8787.2,5542.4,3949.867,2143.289
10,0.23999998,64,979.2,3616,3379.2,1414.4,8544,5772.8,3950.9336,2138.3113
18,0.76,64,844.8,3475.2,3424,1337.6,9203.2,5420.8,3950.9336,2240.7112
22,0.39999998,64,883.2,3648,3494.4,1344,8512,5824,3950.9333,2144.7112
8,0.96,64,934.4,3244.8,3123.2,1356.8,9977.6,5075.2,3952,2382.9333
13,0.28,64,896,3520,3398.4,1376,8492.8,6028.8,3952,2205.8667
20,0.39999998,64,960,3641.6,3660.8,1369.6,8409.6,5670.4,3952,2058.6667
24,0.72,64,953.6,3475.2,3590.4,1260.8,8985.6,5446.4,3952,2176
5,0.56,64,934.4,3187.2,3136,1248,9913.6,5299.2,3953.0664,2435.5554
12,0.88,64,921.6,3353.6,3340.8,1305.6,9542.4,5254.4,3953.0667,2296.889
17,0.8,64,889.6,3430.4,3468.8,1350.4,9056,5523.2,3953.0664,2224.3555
20,0.64,64,864,3468.8,3481.6,1337.6,8998.4,5568,3953.0667,2220.089
21,0.32,64,966.4,3577.6,3622.4,1388.8,8480,5683.2,3953.0664,2085.6887
4,0.28,64,896,3283.2,3379.2,1203.2,9056,5907.2,3954.1335,2351.6445
8,0.32,64,921.6,3398.4,3379.2,1299.2,8979.2,5747.2,3954.1335,2272.7112
10,0.68,64,960,3353.6,3257.6,1331.2,9715.2,5107.2,3954.1335,2304.7112
5,0.39999998,64,883.2,3264,3059.2,1248,9568,5708.8,3955.2,2455.4666
14,0.35999998,64,928,3328,3424,1388.8,8678.4,5984,3955.2,2250.6665
24,0.84,64,947.2,3526.4,3456,1401.6,9452.8,4947.2,3955.2,2163.2
13,0.8,64,889.6,3308.8,3392,1305.6,9324.8,5516.8,3956.2668,2309.689
15,0.6,64,883.2,3385.6,3424,1350.4,9024,5670.4,3956.2666,2260.622
16,0.28,64,934.4,3648,3571.2,1369.6,8486.4,5728,3956.2666,2100.6223
20,0.56,64,812.8,3571.2,3526.4,1350.4,8723.2,5753.6,3956.2666,2188.0889
20,0.6,64,889.6,3507.2,3475.2,1395.2,8960,5510.4,3956.2666,2185.9553
16,0.68,64,921.6,3372.8,3456,1344,9222.4,5427.2,3957.3333,2244.9778
19,0.39999998,64,953.6,3552,3609.6,1350.4,8588.8,5689.6,3957.3333,2121.2444
21,0.39999998,64,928,3488,3564.8,1395.2,8569.6,5798.4,3957.3333,2151.111
16,0.32,64,889.6,3494.4,3564.8,1369.6,8659.2,5772.8,3958.3997,2171.7334
1,0.68,64,832,3078.4,2803.2,1043.2,10739.2,5260.8,3959.4668,2693.689
23,0.39999998,64,921.6,3520,3628.8,1408,8262.4,6016,3959.4668,2119.8223
1,0.88,64,812.8,2784,3187.2,1081.6,11084.8,4819.2,3961.6003,2660.2666
20,0.92,64,915.2,3526.4,3398.4,1414.4,9497.6,5017.6,3961.5999,2197.3333
5,0.64,64,876.8,3155.2,3116.8,1299.2,9913.6,5414.4,3962.6667,2467.5554
17,0.76,64,908.8,3436.8,3347.2,1388.8,9433.6,5260.8,3962.6667,2256.3555
22,0.52,64,921.6,3596.8,3488,1318.4,8896,5555.2,3962.6667,2175.2888
3,0.6,64,832,2963.2,2988.8,1196.8,10854.4,4947.2,3963.7332,2624.7112
16,0.8,64,966.4,3315.2,3366.4,1312,9472,5350.4,3963.7334,2298.3113
17,0.19999999,64,928,3603.2,3552,1414.4,8249.6,6035.2,3963.7332,2119.111
18,0.35999998,64,966.4,3430.4,3609.6,1472,8537.6,5766.4,3963.7334,2125.511
23,0.6,64,921.6,3539.2,3443.2,1356.8,8998.4,5523.2,3963.7332,2198.0444
24,0.39999998,64,940.8,3552,3596.8,1376,8672,5644.8,3963.7332,2129.7776
24,0.88,64,876.8,3532.8,3449.6,1427.2,9472,5024,3963.7334,2189.511
19,0.76,64,915.2,3430.4,3481.6,1420.8,9299.2,5241.6,3964.7998,2203.7334
6,0.88,64,896,3116.8,3155.2,1305.6,10380.8,4940.8,3965.8665,2463.2888
6,1,64,908.8,3193.6,3065.6,1292.8,10387.2,4947.2,3965.8665,2467.5557
17,0.52,64,992,3596.8,3481.6,1420.8,8800,5504,3965.8665,2124.0889
