cr,f,popsize,different_powers,discus,ellipsoid,rosenbrock,shifted_sphere,sphere,mean,mad
0.32,0.08,64,2796.8,7046.4,7046.4,4281.6,9318.4,10848,6889.6,2233.5999
0.32,0.12,64,2969.6,6963.2,7001.6,4582.4,9433.6,10777.6,6954.6665,2119.111
0.64,0.19999999,64,2886.4,6867.2,7059.2,4140.8,9984,11500.8,7073.067,2446.2224
0.35999998,0.16,64,2969.6,7014.4,7097.6,4825.6,9625.6,10963.2,7082.6665,2146.133
0.59999996,0.19999999,64,3059.2,7059.2,6796.8,4416,9785.6,11404.8,7086.933,2338.8445
0.56,0.19999999,64,3001.6,7052.8,6873.6,4633.6,9971.2,11404.8,7156.267,2354.489
0.28,0.08,64,2854.4,7315.2,7379.2,4460.8,9760,11302.4,7178.6665,2347.378
0.52,0.19999999,64,3200,7104,7155.2,4633.6,9888,11430.4,7235.1997,2282.6667
0.28,0.12,64,2841.6,7430.4,7302.4,4896,9881.6,11104,7242.6665,2249.2444
0.68,0.19999999,64,2675.2,6963.2,6822.4,4025.6,10502.4,12531.2,7253.3335,2842.3113
0.32,0.16,64,3168,7366.4,7321.6,4889.6,9932.8,11392,7345.0664,2218.6667
0.48,0.19999999,64,3232,7296,7091.2,4960,10048,11622.4,7374.9336,2306.8445
0.44,0.19999999,64,3347.2,7449.6,7257.6,5024,10156.8,12006.4,7540.267,2360.889
0.68,0.16,64,2451.2,6438.4,6720,3744,10707.2,15360,7570.1333,3642.3113
0.24,0.08,64,2976,7808,7756.8,4793.6,10528,11846.4,7618.133,2488.889
0.24,0.12,64,3072,7750.4,7686.4,4966.4,10406.4,11955.2,7639.467,2413.5112
0.28,0.16,64,3251.2,7692.8,7731.2,5094.4,10278.4,11833.6,7646.9336,2316.0889
0.39999998,0.19999999,64,3340.8,7641.6,7443.2,5286.4,10374.4,12025.6,7685.3335,2343.111
0.28,0.04,64,2752,7616,7897.6,4364.8,10835.2,13593.6,7843.199,2932.2668
0.68,0.23999998,64,3065.6,7641.6,7596.8,4300.8,11385.6,13254.4,7874.133,2963.911
0.32,0.04,64,2592,7622.4,7846.4,4076.8,10432,14739.2,7884.8003,3133.867
0.64,0.23999998,64,3270.4,7667.2,7660.8,4652.8,11148.8,12972.8,7895.467,2776.889
0.35999998,0.19999999,64,3520,7814.4,7667.2,5395.2,10784,12428.8,7934.9336,2447.6443
0.35999998,0.04,64,2438.4,7641.6,7494.4,3942.4,11046.4,15411.2,7995.734,3488.7117
0.71999997,0.19999999,64,2425.6,7174.4,7097.6,3648,12697.6,15091.2,8022.4,3914.6667
0.24,0.16,64,3385.6,8089.6,7948.8,5465.6,11027.2,12608,8087.467,2487.4668
0.24,0.04,64,2880,8108.8,8499.2,4518.4,11276.8,13382.4,8110.9336,2941.8665
0.19999999,0.08,64,3187.2,8352,8313.6,5081.6,10937.6,12825.6,8116.267,2654.5774
0.59999996,0.23999998,64,3347.2,7884.8,7891.2,5132.8,11321.6,13267.2,8140.8003,2769.0667
0.71999997,0.23999998,64,2841.6,7539.2,7462.4,4038.4,12460.8,14534.4,8146.1343,3567.6448
0.32,0.19999999,64,3513.6,7936,8102.4,5465.6,11040,12844.8,8150.4004,2528.0002
0.19999999,0.12,64,3360,8262.4,8396.8,5478.4,10937.6,12576,8168.533,2499.5557
0.56,0.23999998,64,3680,8115.2,7859.2,5260.8,11379.2,13241.6,8256,2702.9333
0.28,0.19999999,64,3648,8262.4,8134.4,5862.4,11430.4,13126.4,8410.667,2578.489
0.52,0.23999998,64,3744,8102.4,8224,5753.6,11539.2,13779.2,8523.733,2756.9778
0.19999999,0.16,64,3507.2,8518.4,8646.4,5728,11500.8,13350.4,8541.867,2624
0.19999999,0.04,64,3129.6,8576,8832,5017.6,11846.4,14208,8601.601,3027.2
0.48,0.23999998,64,3795.2,8288,8300.8,5888,11801.6,14016,8681.601,2818.1335
0.24,0.19999999,64,3916.8,8544,8569.6,6105.6,11936,13670.4,8790.399,2675.2
0.44,0.23999998,64,3782.4,8262.4,8320,6092.8,12057.6,14323.2,8806.4,2922.6667
0.16,0.08,64,3532.8,8953.6,9004.8,5606.4,12140.8,13651.2,8814.933,2830.2224
0.39999998,0.23999998,64,3910.4,8486.4,8428.8,6131.2,12249.6,14361.6,8928,2918.3997
0.16,0.12,64,3769.6,9107.2,9126.4,5792,12057.6,13721.6,8929.066,2765.511
0.71999997,0.28,64,3129.6,8569.6,8550.4,4403.2,13561.6,15654.4,8978.133,3753.2441
0.68,0.28,64,3507.2,8812.8,8857.6,5056,12832,15052.8,9019.733,3281.778
0.35999998,0.23999998,64,3910.4,8646.4,8576,6220.8,12416,14784,9092.267,3005.1555
0.76,0.28,64,2771.2,8192,8211.2,4032,14662.4,17094.4,9160.534,4478.578
0.16,0.04,64,3475.2,9593.6,9427.2,5401.6,12652.8,14425.6,9162.667,3149.511
0.64,0.28,64,3756.8,9036.8,9088,5574.4,12889.6,15091.2,9239.467,3167.289
0.16,0.16,64,3955.2,9190.4,9376,6169.6,12640,14272,9267.2,2828.7998
0.19999999,0.19999999,64,3929.6,9235.2,9260.8,6144,12576,14470.4,9269.333,2835.9111
0.32,0.23999998,64,4147.2,8825.6,8921.6,6476.8,12857.6,14950.4,9363.199,3027.2
0.76,0.23999998,64,2406.4,7603.2,7782.4,3571.2,16352,19321.6,9506.133,5553.7773
0.28,0.23999998,64,4057.6,9158.4,9107.2,6860.8,13036.8,15219.2,9573.333,3036.4443
0.59999996,0.28,64,3987.2,9459.2,9203.2,6073.6,13228.8,15961.6,9652.267,3295.2883
0.12,0.08,64,3910.4,10208,10220.8,6272,13305.6,15206.4,9853.866,3175.1113
0.24,0.23999998,64,4288,9523.2,9606.4,6828.8,13440,15788.8,9912.534,3134.5781
0.12,0.12,64,4032,10272,10240,6355.2,13587.2,15238.4,9954.133,3173.6892
0.16,0.19999999,64,4236.8,9830.4,9862.4,6732.8,13446.4,15648,9959.468,3058.4893
0.76,0.32,64,3168,9318.4,9516.8,4582.4,15584,17766.4,9989.333,4457.244
0.56,0.28,64,4217.6,9632,9401.6,6764.8,13817.6,16665.6,10083.2,3438.9333
0.71999997,0.32,64,3443.2,9913.6,10073.6,4966.4,14905.6,17472,10129.066,4039.8223
0.12,0.04,64,3756.8,10585.6,10425.6,6067.2,14073.6,16089.6,10166.399,3502.9333
0.19999999,0.23999998,64,4460.8,10060.8,10016,7104,13977.6,16448,10344.533,3245.511
0.12,0.16,64,4409.6,10412.8,10489.6,6899.2,14118.4,15980.8,10385.067,3153.7773
0.52,0.28,64,4448,9734.4,9843.2,7136,14150.4,17715.2,10504.533,3618.8445
0.68,0.32,64,4268.8,10368,10496,6265.6,14950.4,17702.4,10675.2,3767.4668
0.48,0.28,64,4569.6,9971.2,9721.6,7673.6,14688,18118.4,10790.399,3741.8665
0.79999995,0.32,64,2624,9068.8,9459.2,3936,19104,20723.2,10819.2,6062.9336
0.79999995,0.28,64,2355.2,8787.2,8556.8,3366.4,18662.4,23193.6,10820.267,6738.489
0.44,0.28,64,4716.8,9836.8,10003.2,7635.2,14745.6,18406.4,10890.667,3790.2224
0.16,0.23999998,64,4697.6,10668.8,10649.6,7424,14937.6,17273.6,10941.867,3442.489
0.39999998,0.28,64,4627.2,9894.4,9990.4,7705.6,15315.2,18387.2,10986.667,3909.6887
0.12,0.19999999,64,4601.6,10912,10976,7360,14828.8,17254.4,10988.801,3368.534
0.35999998,0.28,64,5017.6,9900.8,10220.8,7987.2,15264,18528,11153.066,3828.6223
0.32,0.28,64,4716.8,10342.4,10201.6,8083.2,15353.6,18732.8,11238.401,3869.8672
0.64,0.32,64,4601.6,11027.2,10988.8,7212.8,15462.4,18892.8,11364.269,3875.5564
0.28,0.28,64,4940.8,10444.8,10419.2,8108.8,15724.8,18752,11398.401,3893.334
0.24,0.28,64,4812.8,10643.2,10803.2,8128,16172.8,19104,11610.667,4018.489
0.76,0.35999998,64,3648,11059.2,11200,5542.4,18099.2,20480,11671.466,5078.7554
0.08,0.08,64,4576,12019.2,12281.6,7392,15833.6,17939.2,11673.599,3793.0671
0.79999995,0.35999998,64,3308.8,10873.6,10496,4684.8,19763.2,21478.4,11767.466,5902.222
0.08,0.12,64,4902.4,11910.4,12096,7520,16012.8,18252.8,11782.401,3714.1328
0.19999999,0.28,64,5011.2,10848,11040,8217.6,16262.4,19392,11795.199,4021.3333
0.08,0.04,64,4428.8,12057.6,12320,7148.8,16371.2,18528,11809.066,4013.511
0.12,0.23999998,64,4902.4,11808,11795.2,8121.6,16358.4,18643.2,11938.133,3708.444
0.59999996,0.32,64,5017.6,11628.8,11552,7891.2,16499.2,20192,12130.133,4143.644
0.08,0.16,64,4819.2,12403.2,12409.6,7929.6,16646.4,18675.2,12147.2,3848.5332
0.71999997,0.35999998,64,4864,11891.2,11878.4,6444.8,17478.4,20857.6,12235.733,4621.511
0.16,0.28,64,5235.2,11532.8,11609.6,8640,17241.6,19987.2,12374.401,4160
0.08,0.19999999,64,5267.2,12800,12761.6,8185.6,17516.8,19724.8,12709.333,3988.6223
0.84,0.35999998,64,2752,10662.4,10476.8,3916.8,24473.6,24057.6,12723.2,7694.933
0.56,0.32,64,5196.8,11993.6,11814.4,8851.2,17760,22035.2,12941.867,4637.156
0.84,0.32,64,2393.6,9536,10208,3296,27206.4,26182.4,13137.066,9038.223
0.12,0.28,64,5369.6,12627.2,12800,8832,18336,20947.2,13152,4326.4
0.68,0.35999998,64,5107.2,13107.2,12825.6,7494.4,18553.6,22604.8,13282.133,4864.711
0.08,0.23999998,64,5363.2,13542.4,13459.2,8748.8,18572.8,21139.2,13470.934,4280.533
0.52,0.32,64,5932.8,11980.8,12230.4,9216,18560,23219.2,13523.2,4910.9336
0.79999995,0.39999998,64,4172.8,12787.2,12646.4,6067.2,22681.6,23340.8,13616,6263.4663
0.84,0.39999998,64,3532.8,12288,12160,5043.2,24044.8,25292.8,13726.934,7294.578
0.24,0.32,64,5913.6,12390.4,12288,9472,19609.6,23929.6,13933.867,5223.8223
0.48,0.32,64,6028.8,12320,12492.8,9542.4,19052.8,24249.6,13947.733,5135.6445
0.28,0.32,64,5664,12262.4,12102.4,9862.4,19795.2,24281.6,13994.667,5362.489
0.19999999,0.32,64,5990.4,12620.8,12582.4,9721.6,19571.2,23564.8,14008.534,5039.6445
0.32,0.32,64,6054.4,12224,12096,10566.4,19763.2,24563.2,14211.2,5301.3335
0.39999998,0.32,64,6163.2,12192,12147.2,10124.8,19737.6,25036.8,14233.599,5435.733
0.35999998,0.32,64,6003.2,12371.2,12032,10476.8,19731.2,24864,14246.399,5367.4663
0.16,0.32,64,5894.4,13081.6,13126.4,9900.8,19737.6,23980.8,14286.933,5048.1777
0.44,0.32,64,6412.8,12352,12179.2,9811.2,19974.4,25094.4,14304,5486.9336
0.76,0.39999998,64,4953.6,13971.2,13772.8,7283.2,21811.2,24825.6,14436.267,5921.422
0.64,0.35999998,64,6348.8,13670.4,14060.8,9132.8,20192,24012.8,14569.601,5021.867
0.88,0.39999998,64,3059.2,12416,12006.4,3910.4,29414.4,26931.2,14622.934,9033.244
0.08,0.28,64,6022.4,14316.8,14329.6,9478.4,20320,23392,14643.199,4808.533
0.12,0.32,64,6048,13881.6,13907.2,10438.4,20851.2,24249.6,14896,5102.933
0.04,0.08,64,6060.8,15884.8,15948.8,9446.4,21222.4,24006.4,15428.266,5116.445
0.04,0.04,64,5817.6,15776,16160,9491.2,21318.4,24332.8,15482.667,5218.844
0.71999997,0.39999998,64,5849.6,15072,14662.4,8352,22156.8,26944,15506.133,6029.511
0.88,0.35999998,64,2131.2,10790.4,11596.8,3014.4,31584,33990.4,15517.867,11512.888
0.04,0.12,64,6054.4,15929.6,15852.8,9644.8,21472,24236.8,15531.734,5121.422
0.88,0.43999997,64,4000,13977.6,14329.6,4601.6,29478.4,27724.8,15685.333,8610.845
0.84,0.43999997,64,4608,14412.8,14227.2,5996.8,26560,28384,15698.133,7849.244
0.59999996,0.35999998,64,6995.2,14630.4,14828.8,10284.8,21638.4,26899.2,15879.466,5592.8887
0.04,0.16,64,6214.4,16166.4,16320,10329.6,21804.8,24544,15896.534,5083.022
0.08,0.32,64,6316.8,15296,15552,10572.8,22400,26278.4,16069.333,5513.244
0.04,0.19999999,64,6496,16620.8,16531.2,10720,22790.4,25497.6,16442.666,5223.1113
0.79999995,0.43999997,64,6099.2,15904,15494.4,7462.4,25644.8,30118.4,16787.2,7396.267
0.16,0.35999998,64,6899.2,14905.6,14745.6,12345.6,23692.8,29203.2,16965.334,6321.778
0.04,0.23999998,64,6694.4,17376,17395.2,11014.4,23616,26822.4,17153.066,5532.444
0.19999999,0.35999998,64,7027.2,14547.2,14713.6,12108.8,24371.2,30240,17168,6758.4
0.12,0.35999998,64,6860.8,15436.8,15692.8,11916.8,24204.8,29260.8,17228.799,6336
0.91999996,0.43999997,64,3129.6,13932.8,13184,3417.6,38080,32076.8,17303.467,11849.956
0.56,0.35999998,64,7270.4,15801.6,15686.4,12166.4,23558.4,29580.8,17344,6150.4
0.24,0.35999998,64,6918.4,14764.8,14528,12339.2,24960,31468.8,17496.533,7145.2446
0.68,0.39999998,64,7596.8,17132.8,17184,10073.6,24620.8,29478.4,17681.066,6245.689
0.88,0.48,64,5414.4,16614.4,15692.8,6489.6,30508.8,32294.4,17835.732,9043.911
0.08,0.35999998,64,7155.2,16800,16710.4,12019.2,25286.4,29459.2,17905.068,6311.8228
0.04,0.28,64,6873.6,17984,18080,11603.2,25062.4,28864,18077.867,5924.267
0.28,0.35999998,64,7494.4,14803.2,14521.6,12614.4,26080,33075.2,18098.133,7652.978
0.52,0.35999998,64,7641.6,15795.2,15820.8,11865.6,25753.6,33056,18322.135,7388.4453
0.32,0.35999998,64,7027.2,15052.8,15014.4,13203.2,26547.2,34092.8,18489.6,7886.933
0.76,0.43999997,64,7174.4,18566.4,17606.4,9235.2,27680,31385.6,18608.002,7283.2007
0.91999996,0.48,64,5171.2,15219.2,15251.2,5049.6,36307.2,35622.4,18770.135,11463.112
0.04,0.32,64,7315.2,19001.6,18995.2,11961.6,26617.6,30796.8,19114.666,6395.022
0.35999998,0.35999998,64,8243.2,15257.6,15027.2,14041.6,26752,35686.4,19168,8034.133
0.48,0.35999998,64,8000,15942.4,16000,13113.6,27187.2,34892.8,19189.334,7900.445
0.39999998,0.35999998,64,7788.8,15372.8,15481.6,13696,28140.8,35712,19365.334,8374.044
0.44,0.35999998,64,7929.6,15680,15712,13651.2,27686.4,36307.2,19494.4,8334.934
0.64,0.39999998,64,8352,18470.4,18425.6,12556.8,27014.4,32729.6,19591.467,6853.689
0.84,0.48,64,6496,18540.8,18636.8,8121.6,32480,33504,19629.867,8908.089
0.12,0.39999998,64,7980.8,17504,17408,14048,28851.2,35302.4,20182.4,7929.6
0.08,0.39999998,64,7865.6,18265.6,18681.6,13145.6,28985.6,34515.2,20243.201,7671.4673
0.04,0.35999998,64,7808,20044.8,20057.6,13088,29292.8,33683.2,20662.4,7217.0664
0.16,0.39999998,64,8160,17452.8,17305.6,14790.4,29446.4,37216,20728.533,8401.777
0.71999997,0.43999997,64,8761.6,19923.2,20537.6,11616,29536,35558.4,20988.799,7705.5996
0.19999999,0.39999998,64,8620.8,17580.8,17382.4,15564.8,31667.2,39961.6,21796.268,9345.423
0.59999996,0.39999998,64,9408,20358.4,19584,13900.8,29798.4,37792,21806.934,7992.178
0.91999996,0.52,64,6406.4,18649.6,18643.2,7232,41196.8,39366.4,21915.734,12243.911
0.04,0.39999998,64,8454.4,21324.8,21305.6,13996.8,31756.8,36825.6,22277.334,8009.2446
0.79999995,0.48,64,8300.8,21753.6,21190.4,11539.2,33100.8,38668.8,22425.6,8972.801
0.24,0.39999998,64,9260.8,17555.2,17926.4,16448,33260.8,43059.2,22918.4,10161.066
0.88,0.52,64,8294.4,21708.8,21068.8,8473.6,37696,40454.4,22949.334,10750.577
0.08,0.43999997,64,8576,19955.2,20422.4,15334.4,33587.2,41068.8,23157.334,9447.112
0.68,0.43999997,64,9612.8,23718.4,23398.4,13721.6,32512,40057.6,23836.803,8298.668
0.12,0.43999997,64,8864,19961.6,20089.6,16844.8,34944,43929.6,24105.6,10220.8
0.04,0.43999997,64,9081.6,22956.8,22854.4,14662.4,35110.4,41043.2,24284.799,9194.665
0.28,0.39999998,64,9779.2,18368,18425.6,16998.4,35276.8,47027.2,24312.533,11226.312
0.56,0.39999998,64,10323.2,21574.4,21152,16793.6,34259.2,42496,24433.068,9296.355
0.76,0.48,64,10067.2,23904,24838.4,14099.2,36332.8,42681.6,25320.537,9457.778
0.16,0.43999997,64,9388.8,20345.6,20089.6,18310.4,37561.6,48729.6,25737.6,11605.333
0.52,0.39999998,64,11283.2,22169.6,21292.8,18380.8,36608,47468.8,26200.533,10558.577
0.84,0.52,64,9420.8,25132.8,25465.6,12262.4,41491.2,45196.8,26494.932,11232.71
0.04,0.48,64,9248,24627.2,24582.4,16915.2,39065.6,46041.6,26746.666,10537.956
0.08,0.48,64,9804.8,23187.2,22963.2,18131.2,39705.6,48371.2,27027.201,11340.801
0,0.04,64,31302.4,inf,inf,32659.2,inf,inf,inf,inf
0,0.08,64,31200,inf,inf,33120,inf,inf,inf,inf
0,0.12,64,31289.6,inf,inf,32998.4,inf,inf,inf,inf
0,0.16,64,31993.6,inf,inf,33369.6,inf,inf,inf,inf
0,0.19999999,64,32198.4,inf,inf,33363.2,inf,inf,inf,inf
0,0.23999998,64,32416,inf,inf,33523.2,inf,inf,inf,inf
0,0.28,64,32396.8,inf,inf,33804.8,inf,inf,inf,inf
0,0.32,64,32787.2,inf,inf,34502.4,inf,inf,inf,inf
0,0.35999998,64,32934.4,inf,inf,34918.4,inf,inf,inf,inf
0,0.39999998,64,33126.4,inf,inf,34982.4,inf,inf,inf,inf
0,0.43999997,64,33516.8,inf,inf,35910.4,inf,inf,inf,inf
0,0.48,64,33894.4,inf,inf,35750.4,inf,inf,inf,inf
0,0.52,64,34892.8,inf,inf,36697.6,inf,inf,inf,inf
0,0.56,64,35648,inf,inf,36204.8,inf,inf,inf,inf
0,0.6,64,36198.4,inf,inf,36576,inf,inf,inf,inf
0,0.64,64,36512,inf,inf,36774.4,inf,inf,inf,inf
0,0.68,64,37260.8,inf,inf,36953.6,inf,inf,inf,inf
0,0.72,64,38195.2,inf,inf,37952,inf,inf,inf,inf
0,0.76,64,38112,inf,inf,39110.4,inf,inf,inf,inf
0,0.8,64,39206.4,inf,inf,39494.4,inf,inf,inf,inf
0,0.84,64,39993.6,inf,inf,40576,inf,inf,inf,inf
0,0.88,64,42265.6,inf,inf,41568,inf,inf,inf,inf
0,0.92,64,41772.8,inf,inf,41555.2,inf,inf,inf,inf
0,0.96,64,42406.4,inf,inf,42700.8,inf,inf,inf,inf
0.04,0.52,64,9811.2,26508.8,26419.2,18188.8,43801.6,inf,inf,inf
0.04,0.56,64,11059.2,28595.2,28518.4,20185.6,inf,inf,inf,inf
0.04,0.6,64,11833.6,31187.2,31148.8,22028.8,inf,inf,inf,inf
0.04,0.64,64,13510.4,33920,33939.2,24678.4,inf,inf,inf,inf
0.04,0.68,64,14643.2,36755.2,36960,27532.8,inf,inf,inf,inf
0.04,0.72,64,15552,40915.2,40697.6,32006.4,inf,inf,inf,inf
0.04,0.76,64,17056,44435.2,44416,35577.6,inf,inf,inf,inf
0.04,0.8,64,18547.2,inf,inf,39308.8,inf,inf,inf,inf
0.04,0.84,64,20550.4,inf,inf,44371.2,inf,inf,inf,inf
0.04,0.88,64,23692.8,inf,inf,inf,inf,inf,inf,inf
0.04,0.92,64,26592,inf,inf,inf,inf,inf,inf,inf
0.04,0.96,64,28825.6,inf,inf,inf,inf,inf,inf,inf
0.08,0.52,64,11046.4,25555.2,25593.6,20627.2,47353.6,inf,inf,inf
0.08,0.56,64,12384,29030.4,29113.6,25171.2,inf,inf,inf,inf
0.08,0.6,64,14956.8,32896,33395.2,28851.2,inf,inf,inf,inf
0.08,0.64,64,17670.4,38169.6,37977.6,35552,inf,inf,inf,inf
0.08,0.68,64,20057.6,44345.6,43955.2,43782.4,inf,inf,inf,inf
0.08,0.72,64,23481.6,inf,inf,inf,inf,inf,inf,inf
0.08,0.76,64,27334.4,inf,inf,inf,inf,inf,inf,inf
0.08,0.8,64,31878.4,inf,inf,inf,inf,inf,inf,inf
0.08,0.84,64,37817.6,inf,inf,inf,inf,inf,inf,inf
0.08,0.88,64,43609.6,inf,inf,inf,inf,inf,inf,inf
0.08,0.92,64,inf,inf,inf,inf,inf,inf,inf,inf
0.08,0.96,64,inf,inf,inf,inf,inf,inf,inf,inf
0.12,0.48,64,10732.8,22931.2,22937.6,20300.8,44153.6,inf,inf,inf
0.12,0.52,64,13113.6,26912,27308.8,24940.8,inf,inf,inf,inf
0.12,0.56,64,15251.2,31814.4,32044.8,31564.8,inf,inf,inf,inf
0.12,0.6,64,18809.6,38124.8,38604.8,41574.4,inf,inf,inf,inf
0.12,0.64,64,22937.6,46028.8,46777.6,inf,inf,inf,inf,inf
0.12,0.68,64,29299.2,inf,inf,inf,inf,inf,inf,inf
0.12,0.72,64,36211.2,inf,inf,inf,inf,inf,inf,inf
0.12,0.76,64,43916.8,inf,inf,inf,inf,inf,inf,inf
0.12,0.8,64,inf,inf,inf,inf,inf,inf,inf,inf
0.12,0.84,64,inf,inf,inf,inf,inf,inf,inf,inf
0.12,0.88,64,inf,inf,inf,inf,inf,inf,inf,inf
0.12,0.92,64,inf,inf,inf,inf,inf,inf,inf,inf
0.12,0.96,64,inf,inf,inf,inf,inf,inf,inf,inf
0.16,0.48,64,12140.8,24396.8,24396.8,23763.2,inf,inf,inf,inf
0.16,0.52,64,15347.2,29708.8,29702.4,31750.4,inf,inf,inf,inf
0.16,0.56,64,19372.8,36832,36128,42067.2,inf,inf,inf,inf
0.16,0.6,64,24403.2,45632,45811.2,inf,inf,inf,inf,inf
0.16,0.64,64,33260.8,inf,inf,inf,inf,inf,inf,inf
0.16,0.68,64,inf,inf,inf,inf,inf,inf,inf,inf
0.16,0.72,64,inf,inf,inf,inf,inf,inf,inf,inf
0.16,0.76,64,inf,inf,inf,inf,inf,inf,inf,inf
0.16,0.8,64,inf,inf,inf,inf,inf,inf,inf,inf
0.16,0.84,64,inf,inf,inf,inf,inf,inf,inf,inf
0.16,0.88,64,inf,inf,inf,inf,inf,inf,inf,inf
0.16,0.92,64,inf,inf,inf,inf,inf,inf,inf,inf
0.16,0.96,64,inf,inf,inf,inf,inf,inf,inf,inf
0.19999999,0.43999997,64,10848,20921.6,21280,20006.4,41504,inf,inf,inf
0.19999999,0.48,64,14643.2,26099.2,26118.4,28166.4,inf,inf,inf,inf
0.19999999,0.52,64,18240,33203.2,33126.4,39443.2,inf,inf,inf,inf
0.19999999,0.56,64,24755.2,42291.2,42560,inf,inf,inf,inf,inf
0.19999999,0.6,64,33324.8,inf,inf,inf,inf,inf,inf,inf
0.19999999,0.64,64,inf,inf,inf,inf,inf,inf,inf,inf
0.19999999,0.68,64,inf,inf,inf,inf,inf,inf,inf,inf
0.19999999,0.72,64,inf,inf,inf,inf,inf,inf,inf,inf
0.19999999,0.76,64,inf,inf,inf,inf,inf,inf,inf,inf
0.19999999,0.8,64,inf,inf,inf,inf,inf,inf,inf,inf
0.19999999,0.84,64,inf,inf,inf,inf,inf,inf,inf,inf
0.19999999,0.88,64,inf,inf,inf,inf,inf,inf,inf,inf
0.19999999,0.92,64,inf,inf,inf,inf,inf,inf,inf,inf
0.19999999,0.96,64,inf,inf,inf,inf,inf,inf,inf,inf
0.24,0.43999997,64,12179.2,22009.6,22342.4,21984,46828.8,inf,inf,inf
0.24,0.48,64,16044.8,28416,28160,33715.2,inf,inf,inf,inf
0.24,0.52,64,20499.2,37004.8,37913.6,inf,inf,inf,inf,inf
0.24,0.56,64,30028.8,inf,inf,inf,inf,inf,inf,inf
0.24,0.6,64,44768,inf,inf,inf,inf,inf,inf,inf
0.24,0.64,64,inf,inf,inf,inf,inf,inf,inf,inf
0.24,0.68,64,inf,inf,inf,inf,inf,inf,inf,inf
0.24,0.72,64,inf,inf,inf,inf,inf,inf,inf,inf
0.24,0.76,64,inf,inf,inf,inf,inf,inf,inf,inf
0.24,0.8,64,inf,inf,inf,inf,inf,inf,inf,inf
0.24,0.84,64,inf,inf,inf,inf,inf,inf,inf,inf
0.24,0.88,64,inf,inf,inf,inf,inf,inf,inf,inf
0.24,0.92,64,inf,inf,inf,inf,inf,inf,inf,inf
0.24,0.96,64,inf,inf,inf,inf,inf,inf,inf,inf
0.28,0.43999997,64,12825.6,23859.2,23513.6,25017.6,inf,inf,inf,inf
0.28,0.48,64,18892.8,31187.2,30860.8,37888,inf,inf,inf,inf
0.28,0.52,64,25984,41888,42617.6,inf,inf,inf,inf,inf
0.28,0.56,64,38214.4,inf,inf,inf,inf,inf,inf,inf
0.28,0.6,64,inf,inf,inf,inf,inf,inf,inf,inf
0.28,0.64,64,inf,inf,inf,inf,inf,inf,inf,inf
0.28,0.68,64,inf,inf,inf,inf,inf,inf,inf,inf
0.28,0.72,64,inf,inf,inf,inf,inf,inf,inf,inf
0.28,0.76,64,inf,inf,inf,inf,inf,inf,inf,inf
0.28,0.8,64,inf,inf,inf,inf,inf,inf,inf,inf
0.28,0.84,64,inf,inf,inf,inf,inf,inf,inf,inf
0.28,0.88,64,inf,inf,inf,inf,inf,inf,inf,inf
0.28,0.92,64,inf,inf,inf,inf,inf,inf,inf,inf
0.28,0.96,64,inf,inf,inf,inf,inf,inf,inf,inf
0.32,0.39999998,64,9971.2,19315.2,19212.8,18963.2,38182.4,inf,inf,inf
0.32,0.43999997,64,12761.6,24921.6,24883.2,27308.8,inf,inf,inf,inf
0.32,0.48,64,21011.2,34438.4,34809.6,inf,inf,inf,inf,inf
