cr,f,popsize,different_powers,discus,ellipsoid,rosenbrock,shifted_sphere,sphere,mean,mad
0.35999998,0.28,64,2329.6,5728,5772.8,4038.4,8524.8,10150.4,6090.6665,2164.6223
0.32,0.28,64,2432,5856,5868.8,4121.6,8614.4,10156.8,6174.9336,2140.4446
0.88,0.35999998,64,1696,5760,5555.2,2297.6,10316.8,11456,6180.267,3137.422
0.68,0.32,64,2208,6060.8,6169.6,3750.4,8825.6,10208,6203.733,2208.711
0.16,0.19999999,64,2323.2,6310.4,6310.4,3782.4,8569.6,9952,6208,2103.4666
0.19999999,0.23999998,64,2291.2,6201.6,6214.4,4012.8,8601.6,9945.6,6211.1997,2042.6666
0.28,0.28,64,2406.4,6035.2,5926.4,3980.8,8819.2,10336,6250.6665,2217.9558
0.79999995,0.35999998,64,2086.4,6265.6,6323.2,3353.6,9382.4,10515.2,6321.067,2419.2002
0.12,0.08,64,2374.4,6675.2,6566.4,3788.8,8851.2,10105.6,6393.6,2208
0.12,0.12,64,2348.8,6579.2,6675.2,3872,9043.2,10028.8,6424.533,2209.4224
0.64,0.32,64,2592,6086.4,6067.2,3980.8,8992,10995.2,6452.267,2360.889
0.24,0.28,64,2393.6,6233.6,6393.6,4211.2,9075.2,10624,6488.533,2240.711
0.12,0.04,64,2284.8,6675.2,6726.4,3712,9081.6,10592,6512,2342.4001
0.12,0.16,64,2476.8,6777.6,6668.8,4038.4,8953.6,10380.8,6549.3335,2194.4885
0.16,0.23999998,64,2489.6,6508.8,6528,4115.2,9158.4,10604.8,6567.467,2209.4224
0.59999996,0.32,64,2553.6,6182.4,6182.4,3974.4,9337.6,11622.4,6642.1333,2558.578
0.76,0.35999998,64,2515.2,6656,6662.4,3846.4,9344,11001.6,6670.9336,2334.578
0.88,0.28,64,1254.4,4844.8,5056,1907.2,12979.2,14009.6,6675.1997,4546.1333
0.19999999,0.28,64,2412.8,6502.4,6707.2,4108.8,9459.2,10905.6,6682.6665,2341.3333
0.88,0.39999998,64,1836.8,6451.2,6572.8,2566.4,11462.4,12243.2,6855.467,3331.556
0.12,0.19999999,64,2515.2,6905.6,6956.8,4249.6,9593.6,10924.8,6857.5996,2316.8
0.56,0.32,64,2528,6438.4,6348.8,4358.4,9664,11852.8,6865.0664,2595.5554
0.52,0.32,64,2560,6310.4,6374.4,4134.4,9849.6,12224,6908.8003,2752
0.48,0.32,64,2464,6329.6,6310.4,4633.6,9939.2,12396.8,7012.267,2770.4893
0.84,0.39999998,64,2393.6,6969.6,6764.8,3206.4,10464,12499.2,7049.6,2954.6667
0.71999997,0.35999998,64,2624,6988.8,6988.8,4070.4,9900.8,11744,7052.8003,2513.0667
0.16,0.28,64,2630.4,7052.8,6816,4332.8,9926.4,11628.8,7064.533,2475.3777
0.44,0.32,64,2681.6,6406.4,6380.8,4480,10220.8,12281.6,7075.2007,2784
0.32,0.32,64,2611.2,6547.2,6489.6,4531.2,10022.4,12320,7086.9336,2722.8445
0.35999998,0.32,64,2726.4,6528,6617.6,4403.2,10105.6,12147.2,7088,2692.2666
0.39999998,0.32,64,2745.6,6521.6,6329.6,4537.6,10188.8,12256,7096.533,2750.5774
0.12,0.23999998,64,2662.4,7187.2,7424,4300.8,10009.6,11481.6,7177.5996,2464
0.28,0.32,64,2803.2,6745.6,6803.2,4505.6,10169.6,12332.8,7226.6665,2683.0222
0.24,0.32,64,2803.2,6867.2,6931.2,4793.6,10291.2,12256,7323.734,2633.2444
0.91999996,0.39999998,64,1548.8,6412.8,6137.6,2156.8,14118.4,14163.2,7422.933,4478.5776
0.19999999,0.32,64,2841.6,7097.6,7027.2,4614.4,10585.6,12576,7457.0664,2749.1553
0.08,0.08,64,2649.6,7782.4,7673.6,4492.8,10470.4,11731.2,7466.666,2596.978
0.79999995,0.39999998,64,2822.4,7347.2,7513.6,4044.8,10534.4,12556.8,7469.8667,2731.7334
0.08,0.12,64,2803.2,7712,7776,4595.2,10515.2,11833.6,7539.199,2560.0002
0.68,0.35999998,64,2796.8,7392,7296,4403.2,10547.2,12800,7539.1997,2756.2666
0.08,0.04,64,2636.8,7788.8,7814.4,4422.4,10515.2,12096,7545.6,2677.3333
0.08,0.16,64,2636.8,7961.6,7961.6,4755.2,10502.4,12108.8,7654.4004,2638.9333
0.12,0.28,64,2739.2,7660.8,7654.4,4748.8,10790.4,12492.8,7681.067,2640.3557
0.91999996,0.43999997,64,1945.6,7040,6854.4,2905.6,14329.6,13376,7741.8667,4073.9553
0.88,0.43999997,64,2380.8,7635.2,7692.8,2995.2,12736,13305.6,7790.9336,3486.578
0.16,0.32,64,2822.4,7468.8,7584,4838.4,11059.2,13004.8,7796.267,2823.8225
0.08,0.19999999,64,2784,8153.6,8140.8,4800,11078.4,12697.6,7942.4,2766.9333
0.64,0.35999998,64,2828.8,7596.8,7718.4,4947.2,11206.4,13696,7998.9336,2968.178
0.91999996,0.35999998,64,1555.2,5843.2,5894.4,1907.2,18470.4,15571.2,8206.934,5875.9116
0.12,0.32,64,2988.8,8025.6,8185.6,5030.4,11654.4,13696,8263.467,2941.1555
0.59999996,0.35999998,64,3206.4,7539.2,7315.2,5024,11846.4,14899.2,8305.067,3378.489
0.76,0.39999998,64,2828.8,8128,8064,4672,11968,14176,8306.134,3177.2449
0.08,0.23999998,64,2931.2,8460.8,8524.8,5152,11584,13440,8348.8,2871.4668
0.32,0.35999998,64,3065.6,7443.2,7577.6,5433.6,12108.8,14892.8,8420.267,3387.0222
0.28,0.35999998,64,2995.2,7507.2,7513.6,5331.2,12307.2,14912,8427.733,3454.5774
0.19999999,0.35999998,64,3014.4,7782.4,7923.2,5408,12281.6,14464,8478.934,3262.578
0.35999998,0.35999998,64,3033.6,7436.8,7648,5292.8,12243.2,15219.2,8478.933,3501.511
0.24,0.35999998,64,2976,7673.6,7705.6,5382.4,12332.8,14982.4,8508.8,3432.5332
0.56,0.35999998,64,3065.6,7769.6,7603.2,5350.4,12275.2,15360,8570.667,3497.9558
0.84,0.43999997,64,2995.2,8345.6,8556.8,4326.4,12908.8,14355.2,8581.333,3367.111
0.39999998,0.35999998,64,3142.4,7571.2,7436.8,5529.6,12281.6,15673.6,8605.866,3581.1553
0.52,0.35999998,64,3328,7622.4,7571.2,5260.8,12582.4,15571.2,8656.001,3613.8672
0.08,0.28,64,3033.6,8742.4,8780.8,5222.4,12339.2,14124.8,8707.2,3052.8
0.44,0.35999998,64,3072,7641.6,7372.8,5542.4,12678.4,16025.6,8722.133,3753.2441
0.16,0.35999998,64,3200,8211.2,8153.6,5369.6,12524.8,14924.8,8730.667,3329.422
0.48,0.35999998,64,3238.4,7648,7494.4,5651.2,12659.2,15820.8,8752,3658.6667
0.91999996,0.48,64,2700.8,8217.6,8409.6,3302.4,15660.8,15040,8888.533,4307.911
0.71999997,0.39999998,64,3526.4,9011.2,8697.6,5011.2,12364.8,15392,9000.533,3255.4668
0.12,0.35999998,64,3232,8678.4,8652.8,5542.4,13062.4,15110.4,9046.399,3360
0.08,0.32,64,3289.6,9203.2,9145.6,5228.8,13152,15187.2,9201.066,3313.0671
0.79999995,0.43999997,64,3494.4,9292.8,9094.4,4889.6,13222.4,15987.2,9330.134,3516.4446
0.04,0.04,64,3468.8,9932.8,9856,5664,13414.4,15347.2,9613.866,3364.9778
0.04,0.08,64,3513.6,10054.4,9721.6,5747.2,13478.4,15187.2,9617.067,3324.444
0.88,0.48,64,3155.2,9440,9664,4083.2,14854.4,16672,9644.8,4085.3333
0.96,0.43999997,64,1817.6,7360,7238.4,2227.2,21702.4,17702.4,9674.667,6685.1563
0.04,0.12,64,3584,10195.2,9932.8,5708.8,13574.4,15244.8,9706.667,3373.511
0.68,0.39999998,64,3449.6,9235.2,9081.6,5926.4,13772.8,16825.6,9715.2,3722.6667
0.19999999,0.39999998,64,3430.4,8742.4,8748.8,6169.6,14348.8,17382.4,9803.733,4041.2441
0.04,0.16,64,3590.4,10099.2,10233.6,5670.4,13843.2,15443.2,9813.333,3455.289
0.16,0.39999998,64,3475.2,8928,8979.2,5836.8,14419.2,17382.4,9836.8,4042.6667
0.24,0.39999998,64,3475.2,8582.4,8620.8,6163.2,14579.2,17606.4,9837.867,4169.9556
0.96,0.48,64,2246.4,7788.8,8044.8,2342.4,20768,17952,9857.066,6335.289
0.08,0.35999998,64,3635.2,9740.8,9606.4,5888,14137.6,16844.8,9975.467,3677.1555
0.28,0.39999998,64,3456,8678.4,8620.8,6387.2,14790.4,18483.2,10069.333,4378.311
0.04,0.19999999,64,3622.4,10444.8,10438.4,5971.2,14048,15910.4,10072.534,3517.1553
0.12,0.39999998,64,3635.2,9465.6,9446.4,6214.4,14656,17344,10126.934,3915.378
0.64,0.39999998,64,3737.6,9235.2,9299.2,6188.8,14918.4,17676.8,10176.001,4081.0671
0.32,0.39999998,64,3532.8,8569.6,8486.4,6598.4,15334.4,19078.4,10266.667,4626.4897
0.04,0.23999998,64,3731.2,10521.6,10707.2,6304,14457.6,16768,10414.934,3598.222
0.76,0.43999997,64,3846.4,10016,10291.2,5785.6,14374.4,18265.6,10429.867,3926.7559
0.35999998,0.39999998,64,3833.6,8800,8691.2,6988.8,15641.6,20300.8,10709.334,4841.2446
0.08,0.39999998,64,3692.8,10348.8,10208,6220.8,15539.2,18291.2,10716.8,4132.266
0.96,0.52,64,2809.6,9292.8,10003.2,3251.2,20441.6,18892.8,10781.866,5923.555
0.04,0.28,64,3865.6,11046.4,11168,6214.4,15104,17337.6,10789.333,3832.8887
0.39999998,0.39999998,64,3776,8748.8,8857.6,6828.8,16115.2,20499.2,10804.267,5001.9556
0.59999996,0.39999998,64,3814.4,9619.2,9356.8,6406.4,15788.8,19872,10809.6,4680.5327
0.84,0.48,64,4288,10873.6,11008,5414.4,15641.6,18393.6,10936.534,4077.8665
0.91999996,0.52,64,3456,10406.4,10515.2,4691.2,18220.8,19078.4,11061.333,5058.844
0.12,0.43999997,64,3596.8,10112,10336,6508.8,16339.2,19609.6,11083.733,4593.778
0.52,0.39999998,64,3808,9504,9286.4,6604.8,16556.8,21126.4,11147.733,5129.2446
0.56,0.39999998,64,4345.6,9632,9158.4,6777.6,16556.8,20499.2,11161.599,4910.933
0.44,0.39999998,64,3852.8,9017.6,9145.6,7033.6,16633.6,21292.8,11162.667,5200.3555
0.16,0.43999997,64,3731.2,10016,9888,6745.6,16576,20396.8,11225.599,4840.533
0.04,0.32,64,3865.6,11379.2,11404.8,6502.4,16006.4,18240,11233.066,4032.7112
0.96,0.39999998,64,1433.6,7276.8,6547.2,1708.8,29228.8,21241.6,11239.468,9330.489
0.48,0.39999998,64,4134.4,9062.4,9299.2,7174.4,16838.4,21657.6,11361.066,5257.9556
0.19999999,0.43999997,64,3929.6,9952,9900.8,7206.4,16825.6,20966.4,11463.466,4955.022
0.71999997,0.43999997,64,3852.8,11142.4,10720,6899.2,16422.4,20044.8,11513.599,4480
0.08,0.43999997,64,3865.6,11008,11136,6873.6,17376,20243.2,11750.399,4706.1333
0.04,0.35999998,64,4000,11590.4,11948.8,6899.2,16665.6,19737.6,11806.934,4310.4
0.24,0.43999997,64,3974.4,10156.8,10048,7712,17984,22227.2,12017.066,5392.3555
0.79999995,0.48,64,4032,12198.4,12115.2,6604.8,17081.6,20870.4,12150.399,4566.4
0.28,0.43999997,64,4076.8,10086.4,9932.8,7910.4,18310.4,23948.8,12377.601,5834.6665
0.88,0.52,64,4230.4,12038.4,12697.6,5792,18969.6,20774.4,12417.066,5063.4663
0.04,0.39999998,64,4345.6,12576,12339.2,7084.8,17881.6,20672,12483.2,4560
0.12,0.48,64,4108.8,11289.6,11417.6,7584,19180.8,23123.2,12784,5578.6665
0.68,0.43999997,64,4729.6,11750.4,11833.6,7404.8,18265.6,23168,12858.667,5238.756
0.08,0.48,64,4230.4,11788.8,11680,7590.4,19142.4,23027.2,12909.867,5449.9556
0.32,0.43999997,64,4294.4,10374.4,10137.6,8601.6,19494.4,24985.6,12981.333,6172.444
0.96,0.56,64,3827.2,11596.8,12320,4492.8,24192,21580.8,13001.601,6589.8667
0.16,0.48,64,4121.6,11091.2,11072,7808,19628.8,24486.4,13034.667,6015.289
0.04,0.43999997,64,4096,13100.8,13056,7616,19206.4,22227.2,13217.067,4999.8223
0.35999998,0.43999997,64,4518.4,10547.2,10656,8851.2,20473.6,27033.6,13680,6715.733
0.19999999,0.48,64,4294.4,11193.6,11302.4,8582.4,20857.6,26502.4,13788.8,6594.1333
0.64,0.43999997,64,5305.6,12000,12300.8,8486.4,19641.6,25561.6,13882.667,5812.6226
0.76,0.48,64,5062.4,14022.4,13587.2,7820.8,19328,24755.2,14096,5297.0664
0.04,0.48,64,4524.8,13830.4,14035.2,7974.4,20492.8,24307.2,14194.133,5470.5776
0.08,0.52,64,4499.2,12851.2,12928,8128,21062.4,25728,14199.466,6130.489
0.91999996,0.56,64,4166.4,14617.6,13478.4,6656,22444.8,23974.4,14222.934,6122.6665
0.39999998,0.43999997,64,4908.8,10956.8,10668.8,8723.2,21926.4,28550.4,14289.066,7299.556
0.12,0.52,64,4518.4,12409.6,12435.2,8844.8,22028.8,27257.6,14582.399,6707.1997
0.84,0.52,64,4908.8,14508.8,14854.4,7046.4,21292.8,25049.6,14610.133,5788.8003
0.24,0.48,64,4492.8,11411.2,11539.2,9516.8,22419.2,28755.2,14689.066,7265.422
0.59999996,0.43999997,64,5177.6,12268.8,12115.2,8921.6,21260.8,28505.6,14708.267,6783.289
0.44,0.43999997,64,4742.4,11129.6,11404.8,9248,22809.6,29849.6,14864,7643.733
0.04,0.52,64,5177.6,14412.8,14035.2,8140.8,22361.6,26169.6,15049.601,6144
0.56,0.43999997,64,4844.8,12147.2,11795.2,8985.6,22956.8,30156.8,15147.733,7606.0444
0.48,0.43999997,64,5152,11552,11411.2,9158.4,23308.8,30636.8,15203.2,7846.4004
0.16,0.52,64,5004.8,12704,12313.6,9894.4,23936,29734.4,15597.867,7491.556
0.52,0.43999997,64,5427.2,11705.6,12096,9126.4,24089.6,31417.6,15643.734,8073.2446
0.28,0.48,64,5145.6,11897.6,11955.2,9696,23724.8,31609.6,15671.466,7997.155
0.71999997,0.48,64,5107.2,14835.2,14976,9235.2,21977.6,27936,15677.866,6185.955
0.96,0.6,64,5248,15033.6,14656,5638.4,28896,25516.8,15831.466,7583.289
0.08,0.56,64,4921.6,13900.8,13740.8,9286.4,24332.8,29107.2,15881.602,7225.6
0.04,0.56,64,5260.8,15257.6,15372.8,9177.6,23795.2,28460.8,16220.8,6604.8003
0.19999999,0.52,64,4953.6,12736,12825.6,9331.2,25766.4,33126.4,16456.533,8659.911
0.88,0.56,64,5388.8,16588.8,16851.2,8211.2,24262.4,29049.6,16725.334,6662.4
0.32,0.48,64,5292.8,12454.4,12486.4,10252.8,25561.6,34969.6,16836.268,8952.89
0.12,0.56,64,4838.4,13849.6,13996.8,9683.2,26406.4,32352,16854.4,8349.867
0.79999995,0.52,64,6630.4,16800,16281.6,8851.2,23539.2,29120,16870.4,6306.1333
0.04,0.6,64,5414.4,16249.6,16051.2,9318.4,25824,31040,17316.268,7410.489
0.08,0.6,64,5145.6,15104,14860.8,10406.4,27539.2,32947.2,17667.201,8384
0.68,0.48,64,6540.8,15744,16435.2,10457.6,25286.4,32185.6,17774.934,7307.3784
0.35999998,0.48,64,5574.4,12800,12966.4,11296,28345.6,38105.6,18181.334,10029.512
0.24,0.52,64,5452.8,13606.4,13548.8,11328,28275.2,37164.8,18229.334,9660.445
0.16,0.56,64,5632,14457.6,14233.6,10822.4,28614.4,36742.4,18417.066,9507.556
0.04,0.64,64,5881.6,16992,16998.4,9920,28544,33753.6,18681.6,8311.466
0.91999996,0.6,64,6918.4,18163.2,19392,8563.2,29651.2,31968,19109.334,7894.4
0.39999998,0.48,64,6073.6,13683.2,13260.8,11948.8,29657.6,40729.6,19225.6,10645.333
0.64,0.48,64,6752,15872,16364.8,11603.2,28339.2,37472,19400.533,9003.378
0.12,0.6,64,5868.8,15001.6,15590.4,11494.4,30617.6,38995.2,19594.666,10141.155
0.76,0.52,64,6880,19289.6,19289.6,10547.2,27174.4,35552,19788.799,7716.267
0.08,0.64,64,5721.6,16505.6,16076.8,11020.8,31392,38265.6,19830.4,9998.935
0.28,0.52,64,5990.4,14387.2,14163.2,12531.2,31379.2,42860.8,20218.666,11267.555
0.04,0.68,64,5990.4,18406.4,18041.6,11084.8,30688,37164.8,20229.334,9131.379
0.84,0.56,64,6988.8,19692.8,20364.8,11059.2,28371.2,35552,20338.133,7757.8667
0.19999999,0.56,64,5971.2,15084.8,14579.2,12659.2,32857.6,43200,20725.334,11535.645
0.96,0.64,64,7219.2,19724.8,20563.2,8108.8,35155.2,33702.4,20745.6,9122.133
0.44,0.48,64,6624,14457.6,14534.4,12940.8,32320,44204.8,20846.932,11610.31
0.59999996,0.48,64,7008,16659.2,16076.8,12806.4,31360,42003.2,20985.6,10464
0.48,0.48,64,6233.6,14924.8,15027.2,13056,34912,45024,21529.6,12292.266
0.56,0.48,64,6316.8,16121.6,15897.6,12979.2,32864,46784,21827.201,11997.867
0.04,0.72,64,6336,19372.8,19091.2,11584,33632,41209.6,21870.932,10366.578
0.52,0.48,64,7321.6,15353.6,15526.4,12806.4,34195.2,46918.4,22020.266,12357.6875
0.16,0.6,64,6412.8,16313.6,16243.2,13190.4,35251.2,45977.6,22231.469,12255.289
0.32,0.52,64,6700.8,15552,14905.6,13644.8,35449.6,47635.2,22314.666,12818.488
0.08,0.68,64,5728,18080,17657.6,11916.8,35897.6,45184,22410.666,12086.757
0.71999997,0.52,64,7513.6,20076.8,21414.4,13305.6,32076.8,41305.6,22615.469,9383.823
0.12,0.64,64,6380.8,17318.4,17164.8,13612.8,36659.2,47232,23061.334,12589.511
