cr,f,popsize,different_powers,discus,ellipsoid,rosenbrock,shifted_sphere,sphere,mean,mad
0.44,0.32,64,1145.6,3526.4,3507.2,1926.4,5472,6496,3678.9336,1536.7113
0.91999996,0.28,64,748.8,3014.4,3142.4,1113.6,7168,6969.6,3692.7998,2250.6667
0.19999999,0.23999998,64,1164.8,3686.4,3846.4,2112,5235.2,6144,3698.1335,1377.0665
0.16,0.16,64,1184,3852.8,3872,2124.8,5254.4,5926.4,3702.4001,1365.3334
0.24,0.28,64,1152,3641.6,3699.2,2060.8,5420.8,6240,3702.3997,1418.6665
0.39999998,0.32,64,1196.8,3603.2,3507.2,2105.6,5414.4,6400,3704.5334,1468.4445
0.35999998,0.32,64,1132.8,3590.4,3609.6,2099.2,5414.4,6521.6,3728,1493.3334
0.76,0.35999998,64,1024,3705.6,3648,2092.8,5555.2,6560,3764.2666,1528.8888
0.16,0.19999999,64,1184,3891.2,3865.6,2188.8,5427.2,6201.6,3793.0667,1404.4445
0.88,0.39999998,64,1088,3968,3750.4,1811.2,5606.4,6547.2,3795.2,1578.6666
0.32,0.32,64,1203.2,3712,3712,2297.6,5510.4,6438.4,3812.2668,1441.4222
0.16,0.23999998,64,1203.2,3993.6,3891.2,2182.4,5612.8,6585.6,3911.4666,1485.8667
0.19999999,0.28,64,1356.8,3840,3878.4,2112,5760,6585.6,3922.133,1500.4443
0.71999997,0.35999998,64,1222.4,3801.6,3808,2131.2,5651.2,7129.6,3957.3333,1622.0444
0.12,0.12,64,1331.2,4102.4,3987.2,2246.4,5606.4,6508.8,3963.7332,1449.9556
0.12,0.04,64,1222.4,4076.8,4051.2,2144,5683.2,6611.2,3964.8,1521.0668
0.28,0.32,64,1248,3859.2,3833.6,2272,5689.6,6918.4,3970.1335,1555.9113
0.24,0.32,64,1292.8,3897.6,3923.2,2201.6,5977.6,6790.4,4013.867,1580.089
0.12,0.08,64,1235.2,4147.2,4217.6,2329.6,5734.4,6585.6,4041.5999,1506.1333
0.96,0.39999998,64,640,3558.4,3500.8,1094.4,8672,6886.4,4058.667,2480.3555
0.12,0.16,64,1376,4153.6,4185.6,2278.4,5824,6668.8,4081.0664,1502.5778
0.84,0.39999998,64,1139.2,4211.2,4153.6,2124.8,5990.4,7027.2,4107.733,1650.4891
0.52,0.35999998,64,1171.2,3820.8,3801.6,2278.4,6016,7577.6,4110.933,1790.5778
0.68,0.35999998,64,1254.4,4012.8,3820.8,2291.2,5798.4,7488,4110.933,1688.1777
0.48,0.35999998,64,1177.6,3827.2,3814.4,2144,6240,7468.8,4112,1828.2666
0.44,0.35999998,64,1260.8,3814.4,3884.8,2227.2,6112,7449.6,4124.8,1770.6666
0.64,0.35999998,64,1100.8,3756.8,3916.8,2355.2,6073.6,7596.8,4133.3335,1801.2445
0.19999999,0.32,64,1190.4,4140.8,4160,2233.6,6156.8,7091.2,4162.133,1641.2443
0.91999996,0.43999997,64,1107.2,4121.6,4275.2,1734.4,6572.8,7289.6,4183.4663,1862.4
0.16,0.28,64,1363.2,4243.2,4243.2,2476.8,5984,6835.2,4190.9336,1513.9556
0.39999998,0.35999998,64,1280,3872,3840,2291.2,6214.4,7648,4190.933,1826.8444
0.12,0.19999999,64,1280,4332.8,4377.6,2380.8,5971.2,6822.4,4194.1333,1575.8223
0.56,0.35999998,64,1286.4,3910.4,3833.6,2380.8,6144,7628.8,4197.3335,1792.711
0.35999998,0.35999998,64,1241.6,4083.2,3820.8,2419.2,6259.2,7366.4,4198.4,1742.9332
0.32,0.35999998,64,1235.2,3897.6,4006.4,2412.8,6323.2,7398.4,4212.2666,1765.6888
0.59999996,0.35999998,64,1203.2,3910.4,3859.2,2387.2,6259.2,7788.8,4234.6665,1859.5555
0.96,0.43999997,64,825.6,3923.2,4012.8,1587.2,8294.4,7046.4,4281.6,2259.2
0.79999995,0.39999998,64,1312,4185.6,4172.8,2329.6,6451.2,7398.4,4308.2666,1744.3555
0.28,0.35999998,64,1363.2,4044.8,4140.8,2406.4,6240,7680,4312.533,1764.9779
0.24,0.35999998,64,1267.2,4230.4,4166.4,2336,6336,7628.8,4327.467,1769.9556
0.12,0.23999998,64,1280,4505.6,4364.8,2451.2,6163.2,7232,4332.8003,1644.7999
0.88,0.43999997,64,1132.8,4441.6,4608,2092.8,6534.4,7756.8,4427.733,1876.6224
0.16,0.32,64,1376,4409.6,4448,2598.4,6483.2,7622.4,4489.6,1708.8002
0.76,0.39999998,64,1260.8,4396.8,4486.4,2438.4,6566.4,7865.6,4502.4,1809.0668
0.19999999,0.35999998,64,1395.2,4422.4,4454.4,2534.4,6681.6,7635.2,4520.533,1758.5778
0.12,0.28,64,1337.6,4569.6,4595.2,2515.2,6617.6,7571.2,4534.4004,1738.6666
0.08,0.08,64,1363.2,4736,4736,2425.6,6662.4,7481.6,4567.467,1782.0444
0.08,0.04,64,1401.6,4716.8,4736,2425.6,6681.6,7628.8,4598.4,1789.8666
0.08,0.12,64,1382.4,4832,4844.8,2604.8,6521.6,7660.8,4641.0664,1764.9779
0.08,0.16,64,1388.8,4774.4,4800,2675.2,6803.2,7667.2,4684.8003,1768.5332
0.16,0.35999998,64,1376,4569.6,4633.6,2572.8,6937.6,8076.8,4694.4,1875.1998
0.96,0.48,64,1062.4,4640,4486.4,1888,8038.4,8172.8,4714.6665,2260.622
0.71999997,0.39999998,64,1472,4556.8,4243.2,2348.8,7014.4,8742.4,4729.6,2099.2002
0.32,0.39999998,64,1376,4384,4364.8,2489.6,7155.2,8761.6,4755.2,2135.4666
0.08,0.19999999,64,1446.4,4947.2,4953.6,2656,6796.8,7776,4762.6665,1807.6445
0.12,0.32,64,1440,4780.8,4761.6,2688,6880,8064,4769.067,1805.8666
0.35999998,0.39999998,64,1440,4313.6,4505.6,2585.6,7334.4,8614.4,4798.9336,2116.9778
0.28,0.39999998,64,1408,4428.8,4620.8,2771.2,7219.2,8684.8,4855.467,2064.3557
0.44,0.39999998,64,1395.2,4320,4467.2,2547.2,7366.4,9049.6,4857.6,2233.5999
0.84,0.43999997,64,1414.4,4864,4819.2,2604.8,6931.2,8531.2,4860.8003,1914.6666
0.96,0.35999998,64,761.6,3769.6,3513.6,1036.8,11392,8806.4,4880.0005,3479.4668
0.39999998,0.39999998,64,1516.8,4486.4,4294.4,2764.8,7264,8966.4,4882.1333,2155.378
0.24,0.39999998,64,1491.2,4524.8,4595.2,2867.2,7328,8620.8,4904.533,2046.5776
0.68,0.39999998,64,1561.6,4646.4,4512,2604.8,7148.8,9075.2,4924.8003,2124.8
0.08,0.23999998,64,1472,5011.2,5158.4,2726.4,7180.8,8057.6,4934.4,1890.1333
0.91999996,0.48,64,1363.2,5100.8,5120,2246.4,7552,8230.4,4935.467,2087.111
0.48,0.39999998,64,1299.2,4384,4294.4,2764.8,7494.4,9497.6,4955.733,2360.1775
0.52,0.39999998,64,1414.4,4480,4358.4,2848,7328,9356.8,4964.267,2252.089
0.64,0.39999998,64,1305.6,4345.6,4454.4,2886.4,7488,9420.8,4983.467,2313.9556
0.59999996,0.39999998,64,1414.4,4608,4409.6,2470.4,7654.4,9369.6,4987.7334,2349.511
0.19999999,0.39999998,64,1529.6,4832,4665.6,2809.6,7398.4,8812.8,5008,2065.0667
0.12,0.35999998,64,1350.4,5081.6,5094.4,2739.2,7462.4,8787.2,5085.8667,2028.8002
0.56,0.39999998,64,1491.2,4384,4416,2924.8,7596.8,9779.2,5098.6665,2392.8887
0.08,0.28,64,1529.6,5318.4,5216,2732.8,7180.8,8620.8,5099.733,1979.0221
0.16,0.39999998,64,1523.2,4992,4761.6,2809.6,7584,8960,5105.067,2111.289
0.79999995,0.43999997,64,1440,5184,5030.4,2419.2,7686.4,9081.6,5140.2666,2177.0667
0.08,0.32,64,1689.6,5350.4,5388.8,2758.4,7500.8,8985.6,5278.933,2036.6221
0.24,0.43999997,64,1491.2,4998.4,4998.4,2739.2,8096,10048,5395.1997,2451.2002
0.12,0.39999998,64,1568,5292.8,5350.4,2886.4,7840,9472,5401.6,2169.6003
0.88,0.48,64,1580.8,5440,5504,2604.8,7948.8,9427.2,5417.5996,2216.5334
0.28,0.43999997,64,1696,4864,4883.2,2867.2,8179.2,10060.8,5425.067,2463.2888
0.32,0.43999997,64,1510.4,4889.6,5024,2771.2,8563.2,10342.4,5516.8003,2624
0.16,0.43999997,64,1542.4,5280,5164.8,3014.4,8243.2,9907.2,5525.3335,2366.5781
0.19999999,0.43999997,64,1862.4,5171.2,5228.8,2988.8,8249.6,9875.2,5562.6665,2333.1553
0.76,0.43999997,64,1606.4,5350.4,5292.8,2963.2,7801.6,10368,5563.733,2347.3777
0.96,0.52,64,1465.6,5632,5817.6,2387.2,9011.2,9401.6,5619.2007,2461.8662
0.35999998,0.43999997,64,1510.4,4979.2,5011.2,3142.4,8576,10502.4,5620.267,2612.6223
0.08,0.35999998,64,1740.8,5676.8,5593.6,3052.8,8185.6,9593.6,5640.533,2178.133
0.39999998,0.43999997,64,1420.8,4940.8,5024,3052.8,8576,10969.6,5664,2739.2
0.04,0.08,64,1900.8,6060.8,5958.4,3219.2,8076.8,9075.2,5715.1997,2103.4668
0.04,0.04,64,1939.2,5990.4,6060.8,3142.4,8140.8,9216,5748.266,2138.3113
0.04,0.12,64,1952,6041.6,6099.2,3193.6,8051.2,9324.8,5777.067,2136.1777
0.12,0.43999997,64,1664,5651.2,5587.2,2963.2,8684.8,10240,5798.4,2442.6663
0.04,0.16,64,1939.2,6220.8,6163.2,3238.4,8140.8,9241.6,5824,2156.7998
0.44,0.43999997,64,1670.4,4902.4,5171.2,3020.8,8972.8,11411.2,5858.1333,2889.2444
0.48,0.43999997,64,1555.2,5024,4928,3027.2,9068.8,11795.2,5899.733,3021.511
0.04,0.19999999,64,1945.6,6297.6,6214.4,3257.6,8268.8,9523.2,5917.8667,2210.8445
0.08,0.39999998,64,1785.6,5875.2,5856,3161.6,8768,10137.6,5930.6665,2348.0889
0.71999997,0.43999997,64,1676.8,5292.8,5209.6,3347.2,9126.4,11129.6,5963.733,2776.1777
0.52,0.43999997,64,1600,5030.4,4902.4,3110.4,9523.2,11782.4,5991.4663,3107.5557
0.19999999,0.48,64,1632,5433.6,5529.6,3110.4,9158.4,11097.6,5993.6,2756.2668
0.68,0.43999997,64,1708.8,5388.8,5324.8,3174.4,9132.8,11660.8,6065.0664,2887.8223
0.04,0.23999998,64,1926.4,6489.6,6425.6,3289.6,8537.6,9939.2,6101.3335,2328.889
0.24,0.48,64,1721.6,5536,5452.8,3308.8,9152,11622.4,6132.267,2836.6223
0.16,0.48,64,1683.2,5760,5472,3308.8,9369.6,11257.6,6141.8667,2781.1553
0.96,0.32,64,620.8,3289.6,3500.8,972.8,17363.2,11104,6141.8667,5394.489
0.59999996,0.43999997,64,1811.2,5088,5004.8,3321.6,9254.4,12403.2,6147.1997,3121.0667
0.84,0.48,64,2003.2,5945.6,6252.8,3116.8,8736,10944,6166.4,2477.8665
0.56,0.43999997,64,1593.6,5280,5203.2,3392,9401.6,12140.8,6168.533,3068.444
0.28,0.48,64,1644.8,5369.6,5452.8,3174.4,9433.6,12236.8,6218.6665,3077.6887
0.08,0.43999997,64,1760,6240,6336,3136,9171.2,10880,6253.8667,2541.8665
0.04,0.28,64,1977.6,6496,6502.4,3302.4,8947.2,10342.4,6261.3335,2414.2224
0.64,0.43999997,64,1779.2,5420.8,5331.2,3449.6,9497.6,12121.6,6266.6665,3028.622
0.12,0.48,64,1811.2,5798.4,6028.8,3174.4,9472,11539.2,6304,2801.0667
0.91999996,0.52,64,1644.8,6790.4,6240,3097.6,9644.8,10636.8,6342.4004,2681.5999
0.04,0.32,64,1984,6534.4,6892.8,3417.6,9171.2,10732.8,6455.467,2503.111
0.32,0.48,64,1843.2,5619.2,5459.2,3520,9971.2,12448,6476.8003,3155.2002
0.35999998,0.48,64,1894.4,5382.4,5478.4,3334.4,10291.2,12928,6551.467,3372.089
0.08,0.48,64,1894.4,6604.8,6534.4,3366.4,9849.6,11616,6644.267,2725.6892
0.04,0.35999998,64,2054.4,7020.8,7097.6,3564.8,9356.8,10982.4,6679.4663,2579.9111
0.79999995,0.48,64,1939.2,6124.8,6611.2,3353.6,9952,12198.4,6696.5337,2919.1113
0.16,0.52,64,1772.8,5907.2,6214.4,3571.2,10406.4,12595.2,6744.533,3170.8445
0.96,0.56,64,1804.8,6995.2,6515.2,2995.2,11033.6,11136,6746.6665,2974.9333
0.39999998,0.48,64,1868.8,5433.6,5574.4,3673.6,10483.2,13785.6,6803.2007,3554.1335
0.12,0.52,64,1913.6,6374.4,6348.8,3648,10412.8,12659.2,6892.8003,3095.4668
0.19999999,0.52,64,1920,6176,6105.6,3539.2,10841.6,13132.8,6952.533,3356.4443
0.04,0.39999998,64,2220.8,7232,7264,3744,9996.8,11648,7017.6,2690.133
0.44,0.48,64,2028.8,5747.2,5811.2,3577.6,10924.8,14041.6,7021.867,3640.8887
0.88,0.52,64,1689.6,7168,6771.2,3788.8,10310.4,12563.2,7048.533,2965.3333
0.08,0.52,64,2112,6873.6,6675.2,3641.6,10822.4,12448,7095.467,3026.489
0.24,0.52,64,1977.6,6176,6099.2,3641.6,11238.4,13606.4,7123.2007,3532.8
0.76,0.48,64,2099.2,6406.4,6553.6,3801.6,11065.6,13248,7195.733,3307.3777
0.04,0.43999997,64,2246.4,7468.8,7705.6,3763.2,10464,12217.6,7310.933,2870.7556
0.48,0.48,64,1952,5907.2,5913.6,3891.2,11526.4,14976,7361.0664,3926.7551
0.28,0.52,64,1811.2,6003.2,6227.2,3987.2,11577.6,14643.2,7374.9336,3823.6445
0.12,0.56,64,1913.6,6694.4,6656,3865.6,11436.8,13920,7414.4,3509.3333
0.32,0.52,64,1977.6,5952,5932.8,4339.2,11609.6,15033.6,7474.1333,3898.3113
0.16,0.56,64,1836.8,6457.6,6585.6,3846.4,11628.8,14553.6,7484.7993,3737.5996
0.52,0.48,64,1798.4,6169.6,5932.8,4160,11648,15878.4,7597.867,4110.2227
0.71999997,0.48,64,1964.8,6528,6572.8,3865.6,11532.8,15168,7605.3335,3830.0442
0.08,0.56,64,2176,7148.8,7104,3948.8,11545.6,13849.6,7628.8003,3379.2
0.04,0.48,64,2329.6,7788.8,7916.8,3763.2,11353.6,12838.4,7665.0664,3079.1113
0.56,0.48,64,1875.2,6105.6,6176,4128,11840,16204.8,7721.6,4200.533
0.64,0.48,64,1926.4,6348.8,6316.8,4032,11712,16480,7802.6665,4195.5557
0.19999999,0.56,64,2028.8,6675.2,6656,4128,12108.8,15366.4,7827.2007,3940.2668
0.59999996,0.48,64,2112,6432,6361.6,3852.8,12236.8,16179.2,7862.4,4230.4
0.68,0.48,64,2041.6,6732.8,6585.6,4217.6,11852.8,16051.2,7913.5996,4025.5999
0.35999998,0.52,64,1958.4,6259.2,6374.4,4256,12281.6,16499.2,7938.133,4301.5107
0.84,0.52,64,2022.4,7737.6,7872,4089.6,11731.2,14489.6,7990.4,3413.3333
0.91999996,0.56,64,2502.4,8544,8166.4,3814.4,11180.8,13984,8032,3249.0664
0.04,0.52,64,2425.6,8275.2,8320,3916.8,11718.4,13792,8074.6665,3268.9778
0.08,0.6,64,1939.2,7590.4,7635.2,3948.8,12371.2,15116.8,8100.267,3762.4893
0.24,0.56,64,2099.2,6579.2,6636.8,4192,12793.6,16384,8114.133,4316.444
0.12,0.6,64,2131.2,7334.4,6950.4,4243.2,12800,15430.4,8148.267,3977.9558
