h,p_best_rate,popsize,forest,hilly,mean,mad
3,0.84,64,206361.6,inf,inf,inf
3,0.88,64,210988.8,inf,inf,inf
3,0.92,64,215206.4,inf,inf,inf
3,0.96,64,209881.6,inf,inf,inf
3,1,64,214220.8,inf,inf,inf
4,0.04,64,192640,inf,inf,inf
4,0.08,64,193740.8,inf,inf,inf
4,0.12,64,194982.4,inf,inf,inf
4,0.16,64,193651.2,inf,inf,inf
4,0.19999999,64,196057.6,inf,inf,inf
4,0.23999998,64,193657.6,inf,inf,inf
4,0.28,64,196390.4,inf,inf,inf
4,0.32,64,200793.6,inf,inf,inf
4,0.35999998,64,198406.4,inf,inf,inf
4,0.39999998,64,197824,inf,inf,inf
4,0.43999997,64,197702.4,inf,inf,inf
4,0.48,64,209203.2,inf,inf,inf
4,0.52,64,201337.6,inf,inf,inf
4,0.56,64,199360,inf,inf,inf
4,0.6,64,203449.6,inf,inf,inf
4,0.64,64,204377.6,inf,inf,inf
4,0.68,64,202284.8,inf,inf,inf
4,0.72,64,211417.6,inf,inf,inf
4,0.76,64,206777.6,inf,inf,inf
4,0.8,64,203481.6,inf,inf,inf
4,0.84,64,211200,inf,inf,inf
4,0.88,64,213606.4,inf,inf,inf
4,0.92,64,202649.6,inf,inf,inf
4,0.96,64,207980.8,inf,inf,inf
4,1,64,213414.4,inf,inf,inf
5,0.04,64,190220.8,inf,inf,inf
5,0.08,64,188467.2,inf,inf,inf
5,0.12,64,195321.6,inf,inf,inf
5,0.16,64,197766.4,inf,inf,inf
5,0.19999999,64,194201.6,inf,inf,inf
5,0.23999998,64,192428.8,inf,inf,inf
5,0.28,64,192966.4,inf,inf,inf
5,0.32,64,199980.8,inf,inf,inf
5,0.35999998,64,198336,inf,inf,inf
5,0.39999998,64,194988.8,inf,inf,inf
5,0.43999997,64,203686.4,inf,inf,inf
5,0.48,64,198963.2,inf,inf,inf
5,0.52,64,190848,inf,inf,inf
5,0.56,64,202035.2,inf,inf,inf
5,0.6,64,194009.6,inf,inf,inf
5,0.64,64,203750.4,inf,inf,inf
5,0.68,64,198432,inf,inf,inf
5,0.72,64,207251.2,inf,inf,inf
5,0.76,64,200198.4,inf,inf,inf
5,0.8,64,200115.2,inf,inf,inf
5,0.84,64,205452.8,inf,inf,inf
5,0.88,64,208000,inf,inf,inf
5,0.92,64,211001.6,inf,inf,inf
5,0.96,64,207814.4,inf,inf,inf
5,1,64,210950.4,inf,inf,inf
6,0.04,64,190041.6,inf,inf,inf
6,0.08,64,193996.8,inf,inf,inf
6,0.12,64,191552,inf,inf,inf
6,0.16,64,194835.2,inf,inf,inf
6,0.19999999,64,201452.8,inf,inf,inf
6,0.23999998,64,190899.2,inf,inf,inf
6,0.28,64,195168,inf,inf,inf
6,0.32,64,195744,inf,inf,inf
6,0.35999998,64,197446.4,inf,inf,inf
6,0.39999998,64,191148.8,inf,inf,inf
6,0.43999997,64,198150.4,inf,inf,inf
6,0.48,64,199827.2,inf,inf,inf
6,0.52,64,204364.8,inf,inf,inf
6,0.56,64,201689.6,inf,inf,inf
6,0.6,64,202540.8,inf,inf,inf
6,0.64,64,198937.6,inf,inf,inf
6,0.68,64,198969.6,inf,inf,inf
6,0.72,64,204556.8,inf,inf,inf
6,0.76,64,206681.6,inf,inf,inf
6,0.8,64,202681.6,inf,inf,inf
6,0.84,64,201676.8,inf,inf,inf
6,0.88,64,210700.8,inf,inf,inf
6,0.92,64,204960,inf,inf,inf
6,0.96,64,205190.4,inf,inf,inf
6,1,64,211513.6,inf,inf,inf
7,0.04,64,196454.4,inf,inf,inf
7,0.08,64,194976,inf,inf,inf
7,0.12,64,189171.2,inf,inf,inf
7,0.16,64,190457.6,inf,inf,inf
7,0.19999999,64,192262.4,inf,inf,inf
7,0.23999998,64,190745.6,inf,inf,inf
7,0.28,64,196441.6,inf,inf,inf
7,0.32,64,194144,inf,inf,inf
7,0.35999998,64,193766.4,inf,inf,inf
7,0.39999998,64,189408,inf,inf,inf
7,0.43999997,64,201555.2,inf,inf,inf
7,0.48,64,204492.8,inf,inf,inf
7,0.52,64,194950.4,inf,inf,inf
7,0.56,64,200537.6,inf,inf,inf
7,0.6,64,198764.8,inf,inf,inf
7,0.64,64,200128,inf,inf,inf
7,0.68,64,202112,inf,inf,inf
7,0.72,64,201894.4,inf,inf,inf
7,0.76,64,197228.8,inf,inf,inf
7,0.8,64,203084.8,inf,inf,inf
7,0.84,64,199513.6,inf,inf,inf
7,0.88,64,207052.8,inf,inf,inf
7,0.92,64,204448,inf,inf,inf
7,0.96,64,203052.8,inf,inf,inf
7,1,64,202361.6,inf,inf,inf
8,0.04,64,185996.8,inf,inf,inf
8,0.08,64,192064,inf,inf,inf
8,0.12,64,193395.2,inf,inf,inf
8,0.16,64,191769.6,inf,inf,inf
8,0.19999999,64,193484.8,inf,inf,inf
8,0.23999998,64,192640,inf,inf,inf
8,0.28,64,187673.6,inf,inf,inf
8,0.32,64,194425.6,inf,inf,inf
8,0.35999998,64,197318.4,inf,inf,inf
8,0.39999998,64,199238.4,inf,inf,inf
8,0.43999997,64,199481.6,inf,inf,inf
8,0.48,64,195840,inf,inf,inf
8,0.52,64,197868.8,inf,inf,inf
8,0.56,64,193030.4,inf,inf,inf
8,0.6,64,200460.8,inf,inf,inf
8,0.64,64,202188.8,inf,inf,inf
8,0.68,64,196601.6,inf,inf,inf
8,0.72,64,202393.6,inf,inf,inf
8,0.76,64,206137.6,inf,inf,inf
8,0.8,64,203404.8,inf,inf,inf
8,0.84,64,205740.8,inf,inf,inf
8,0.88,64,204371.2,inf,inf,inf
8,0.92,64,201516.8,inf,inf,inf
8,0.96,64,209945.6,inf,inf,inf
8,1,64,206860.8,inf,inf,inf
9,0.04,64,189792,inf,inf,inf
9,0.08,64,193792,inf,inf,inf
9,0.12,64,193094.4,inf,inf,inf
9,0.16,64,187974.4,inf,inf,inf
9,0.19999999,64,186611.2,inf,inf,inf
9,0.23999998,64,196992,inf,inf,inf
9,0.28,64,197376,inf,inf,inf
9,0.32,64,191347.2,inf,inf,inf
9,0.35999998,64,195206.4,inf,inf,inf
9,0.39999998,64,190342.4,inf,inf,inf
9,0.43999997,64,195987.2,inf,inf,inf
9,0.48,64,191129.6,inf,inf,inf
9,0.52,64,199276.8,inf,inf,inf
9,0.56,64,200057.6,inf,inf,inf
9,0.6,64,193382.4,inf,inf,inf
9,0.64,64,195360,inf,inf,inf
9,0.68,64,200755.2,inf,inf,inf
9,0.72,64,202272,inf,inf,inf
9,0.76,64,199968,inf,inf,inf
9,0.8,64,202598.4,inf,inf,inf
9,0.84,64,200294.4,inf,inf,inf
9,0.88,64,204224,inf,inf,inf
9,0.92,64,205420.8,inf,inf,inf
9,0.96,64,211072,inf,inf,inf
9,1,64,207110.4,inf,inf,inf
10,0.04,64,189024,inf,inf,inf
10,0.08,64,188966.4,inf,inf,inf
10,0.12,64,184652.8,inf,inf,inf
10,0.16,64,190796.8,inf,inf,inf
10,0.19999999,64,191392,inf,inf,inf
10,0.23999998,64,189920,inf,inf,inf
10,0.28,64,193260.8,inf,inf,inf
10,0.32,64,192185.6,inf,inf,inf
10,0.35999998,64,192038.4,inf,inf,inf
10,0.39999998,64,196211.2,inf,inf,inf
10,0.43999997,64,188512,inf,inf,inf
10,0.48,64,199001.6,inf,inf,inf
10,0.52,64,197811.2,inf,inf,inf
10,0.56,64,197222.4,inf,inf,inf
10,0.6,64,204032,inf,inf,inf
10,0.64,64,197446.4,inf,inf,inf
10,0.68,64,199436.8,inf,inf,inf
10,0.72,64,197881.6,inf,inf,inf
10,0.76,64,201619.2,inf,inf,inf
10,0.8,64,197939.2,inf,inf,inf
10,0.84,64,204825.6,inf,inf,inf
10,0.88,64,202848,inf,inf,inf
10,0.92,64,201984,inf,inf,inf
10,0.96,64,202003.2,inf,inf,inf
10,1,64,199923.2,inf,inf,inf
11,0.04,64,189081.6,inf,inf,inf
11,0.08,64,183980.8,inf,inf,inf
11,0.12,64,189856,inf,inf,inf
11,0.16,64,191142.4,inf,inf,inf
11,0.19999999,64,194995.2,inf,inf,inf
11,0.23999998,64,194393.6,inf,inf,inf
11,0.28,64,186707.2,inf,inf,inf
11,0.32,64,194931.2,inf,inf,inf
11,0.35999998,64,194150.4,inf,inf,inf
11,0.39999998,64,196620.8,inf,inf,inf
11,0.43999997,64,201894.4,inf,inf,inf
11,0.48,64,198828.8,inf,inf,inf
11,0.52,64,191552,inf,inf,inf
11,0.56,64,193625.6,inf,inf,inf
11,0.6,64,195692.8,inf,inf,inf
11,0.64,64,196857.6,inf,inf,inf
11,0.68,64,195283.2,inf,inf,inf
11,0.72,64,200556.8,inf,inf,inf
11,0.76,64,199193.6,inf,inf,inf
11,0.8,64,196064,inf,inf,inf
11,0.84,64,200076.8,inf,inf,inf
11,0.88,64,202080,inf,inf,inf
11,0.92,64,202547.2,inf,inf,inf
11,0.96,64,203020.8,inf,inf,inf
11,1,64,202707.2,inf,inf,inf
12,0.04,64,184128,inf,inf,inf
12,0.08,64,187033.6,inf,inf,inf
12,0.12,64,193670.4,inf,inf,inf
12,0.16,64,189222.4,inf,inf,inf
12,0.19999999,64,191609.6,inf,inf,inf
12,0.23999998,64,186579.2,inf,inf,inf
12,0.28,64,192217.6,inf,inf,inf
12,0.32,64,197203.2,inf,inf,inf
12,0.35999998,64,191488,inf,inf,inf
12,0.39999998,64,195110.4,inf,inf,inf
12,0.43999997,64,194316.8,inf,inf,inf
12,0.48,64,191769.6,inf,inf,inf
12,0.52,64,192211.2,inf,inf,inf
12,0.56,64,201740.8,inf,inf,inf
12,0.6,64,195769.6,inf,inf,inf
12,0.64,64,203046.4,inf,inf,inf
12,0.68,64,200512,inf,inf,inf
12,0.72,64,199264,inf,inf,inf
12,0.76,64,198841.6,inf,inf,inf
12,0.8,64,198252.8,inf,inf,inf
12,0.84,64,197248,inf,inf,inf
12,0.88,64,200115.2,inf,inf,inf
12,0.92,64,203148.8,inf,inf,inf
12,0.96,64,203814.4,inf,inf,inf
12,1,64,203494.4,inf,inf,inf
13,0.04,64,188947.2,inf,inf,inf
13,0.08,64,193228.8,inf,inf,inf
13,0.12,64,188896,inf,inf,inf
13,0.16,64,187782.4,inf,inf,inf
13,0.19999999,64,189318.4,inf,inf,inf
13,0.23999998,64,189984,inf,inf,inf
13,0.28,64,188569.6,inf,inf,inf
13,0.32,64,190867.2,inf,inf,inf
13,0.35999998,64,190201.6,inf,inf,inf
13,0.39999998,64,189350.4,inf,inf,inf
13,0.43999997,64,193625.6,inf,inf,inf
13,0.48,64,201049.6,inf,inf,inf
13,0.52,64,192544,inf,inf,inf
13,0.56,64,191814.4,inf,inf,inf
13,0.6,64,195731.2,inf,inf,inf
13,0.64,64,197043.2,inf,inf,inf
13,0.68,64,193132.8,inf,inf,inf
13,0.72,64,199552,inf,inf,inf
13,0.76,64,195782.4,inf,inf,inf
13,0.8,64,201472,inf,inf,inf
13,0.84,64,194444.8,inf,inf,inf
13,0.88,64,206278.4,inf,inf,inf
13,0.92,64,200000,inf,inf,inf
13,0.96,64,204736,inf,inf,inf
13,1,64,203411.2,inf,inf,inf
14,0.04,64,190259.2,inf,inf,inf
14,0.08,64,188448,inf,inf,inf
14,0.12,64,194483.2,inf,inf,inf
14,0.16,64,187321.6,inf,inf,inf
14,0.19999999,64,194131.2,inf,inf,inf
14,0.23999998,64,188704,inf,inf,inf
14,0.28,64,181824,inf,inf,inf
14,0.32,64,193843.2,inf,inf,inf
14,0.35999998,64,194060.8,inf,inf,inf
14,0.39999998,64,191520,inf,inf,inf
14,0.43999997,64,192096,inf,inf,inf
14,0.48,64,195206.4,inf,inf,inf
14,0.52,64,195993.6,inf,inf,inf
14,0.56,64,194406.4,inf,inf,inf
14,0.6,64,192736,inf,inf,inf
14,0.64,64,195628.8,inf,inf,inf
14,0.68,64,192140.8,inf,inf,inf
14,0.72,64,202400,inf,inf,inf
14,0.76,64,201382.4,inf,inf,inf
14,0.8,64,193472,inf,inf,inf
14,0.84,64,196076.8,inf,inf,inf
14,0.88,64,204563.2,inf,inf,inf
14,0.92,64,198080,inf,inf,inf
14,0.96,64,203161.6,inf,inf,inf
14,1,64,197254.4,inf,inf,inf
15,0.04,64,190041.6,inf,inf,inf
15,0.08,64,180755.2,inf,inf,inf
15,0.12,64,189254.4,inf,inf,inf
15,0.16,64,186515.2,inf,inf,inf
15,0.19999999,64,183481.6,inf,inf,inf
15,0.23999998,64,189158.4,inf,inf,inf
15,0.28,64,189216,inf,inf,inf
15,0.32,64,190912,inf,inf,inf
15,0.35999998,64,193689.6,inf,inf,inf
15,0.39999998,64,196249.6,inf,inf,inf
15,0.43999997,64,187385.6,inf,inf,inf
15,0.48,64,197580.8,inf,inf,inf
15,0.52,64,188947.2,inf,inf,inf
15,0.56,64,191929.6,inf,inf,inf
15,0.6,64,192460.8,inf,inf,inf
15,0.64,64,189401.6,inf,inf,inf
15,0.68,64,191782.4,inf,inf,inf
15,0.72,64,201401.6,inf,inf,inf
15,0.76,64,196640,inf,inf,inf
15,0.8,64,205081.6,inf,inf,inf
15,0.84,64,199334.4,inf,inf,inf
15,0.88,64,190720,inf,inf,inf
15,0.92,64,194963.2,inf,inf,inf
15,0.96,64,199225.6,inf,inf,inf
15,1,64,198483.2,inf,inf,inf
16,0.04,64,inf,inf,inf,inf
16,0.08,64,184563.2,inf,inf,inf
16,0.12,64,185088,inf,inf,inf
16,0.16,64,183264,inf,inf,inf
16,0.19999999,64,191494.4,inf,inf,inf
16,0.23999998,64,179801.6,inf,inf,inf
16,0.28,64,181670.4,inf,inf,inf
16,0.32,64,189312,inf,inf,inf
16,0.35999998,64,190790.4,inf,inf,inf
16,0.39999998,64,187539.2,inf,inf,inf
16,0.43999997,64,192460.8,inf,inf,inf
16,0.48,64,199916.8,inf,inf,inf
16,0.52,64,186880,inf,inf,inf
16,0.56,64,194265.6,inf,inf,inf
16,0.6,64,192902.4,inf,inf,inf
16,0.64,64,195846.4,inf,inf,inf
16,0.68,64,193107.2,inf,inf,inf
16,0.72,64,198400,inf,inf,inf
16,0.76,64,196947.2,inf,inf,inf
16,0.8,64,196121.6,inf,inf,inf
16,0.84,64,201401.6,inf,inf,inf
16,0.88,64,197926.4,inf,inf,inf
16,0.92,64,198835.2,inf,inf,inf
16,0.96,64,201216,inf,inf,inf
16,1,64,192851.2,inf,inf,inf
17,0.04,64,inf,inf,inf,inf
17,0.08,64,188563.2,inf,inf,inf
17,0.12,64,189209.6,inf,inf,inf
17,0.16,64,192576,inf,inf,inf
17,0.19999999,64,186310.4,inf,inf,inf
17,0.23999998,64,187993.6,inf,inf,inf
17,0.28,64,184972.8,inf,inf,inf
17,0.32,64,193004.8,inf,inf,inf
17,0.35999998,64,191308.8,inf,inf,inf
17,0.39999998,64,185254.4,inf,inf,inf
17,0.43999997,64,194803.2,inf,inf,inf
17,0.48,64,197523.2,inf,inf,inf
17,0.52,64,188595.2,inf,inf,inf
17,0.56,64,192019.2,inf,inf,inf
17,0.6,64,192774.4,inf,inf,inf
17,0.64,64,196038.4,inf,inf,inf
17,0.68,64,196352,inf,inf,inf
17,0.72,64,195251.2,inf,inf,inf
17,0.76,64,193350.4,inf,inf,inf
17,0.8,64,192678.4,inf,inf,inf
17,0.84,64,195891.2,inf,inf,inf
17,0.88,64,199289.6,inf,inf,inf
17,0.92,64,195481.6,inf,inf,inf
17,0.96,64,195776,inf,inf,inf
17,1,64,198937.6,inf,inf,inf
18,0.04,64,inf,inf,inf,inf
18,0.08,64,191340.8,inf,inf,inf
18,0.12,64,184288,inf,inf,inf
18,0.16,64,181459.2,inf,inf,inf
18,0.19999999,64,190425.6,inf,inf,inf
18,0.23999998,64,180326.4,inf,inf,inf
18,0.28,64,186796.8,inf,inf,inf
18,0.32,64,188646.4,inf,inf,inf
18,0.35999998,64,187270.4,inf,inf,inf
18,0.39999998,64,187795.2,inf,inf,inf
18,0.43999997,64,184723.2,inf,inf,inf
18,0.48,64,187129.6,inf,inf,inf
18,0.52,64,186720,inf,inf,inf
18,0.56,64,191238.4,inf,inf,inf
18,0.6,64,192889.6,inf,inf,inf
18,0.64,64,187385.6,inf,inf,inf
18,0.68,64,196320,inf,inf,inf
18,0.72,64,194432,inf,inf,inf
18,0.76,64,191680,inf,inf,inf
18,0.8,64,191078.4,inf,inf,inf
18,0.84,64,197113.6,inf,inf,inf
18,0.88,64,196787.2,inf,inf,inf
18,0.92,64,196940.8,inf,inf,inf
18,0.96,64,200019.2,inf,inf,inf
18,1,64,200121.6,inf,inf,inf
19,0.04,64,188108.8,inf,inf,inf
19,0.08,64,inf,inf,inf,inf
19,0.12,64,181996.8,inf,inf,inf
19,0.16,64,184672,inf,inf,inf
19,0.19999999,64,189798.4,inf,inf,inf
19,0.23999998,64,182528,inf,inf,inf
19,0.28,64,187520,inf,inf,inf
19,0.32,64,186649.6,inf,inf,inf
19,0.35999998,64,190796.8,inf,inf,inf
19,0.39999998,64,190502.4,inf,inf,inf
19,0.43999997,64,183347.2,inf,inf,inf
19,0.48,64,188601.6,inf,inf,inf
19,0.52,64,193798.4,inf,inf,inf
19,0.56,64,183564.8,inf,inf,inf
19,0.6,64,193452.8,inf,inf,inf
19,0.64,64,193619.2,inf,inf,inf
19,0.68,64,192358.4,inf,inf,inf
19,0.72,64,192716.8,inf,inf,inf
19,0.76,64,195308.8,inf,inf,inf
19,0.8,64,194931.2,inf,inf,inf
19,0.84,64,198240,inf,inf,inf
19,0.88,64,198931.2,inf,inf,inf
19,0.92,64,195001.6,inf,inf,inf
19,0.96,64,198713.6,inf,inf,inf
19,1,64,198028.8,inf,inf,inf
20,0.04,64,193766.4,inf,inf,inf
20,0.08,64,185075.2,inf,inf,inf
20,0.12,64,184243.2,inf,inf,inf
20,0.16,64,184851.2,inf,inf,inf
20,0.19999999,64,183379.2,inf,inf,inf
20,0.23999998,64,184684.8,inf,inf,inf
20,0.28,64,187987.2,inf,inf,inf
20,0.32,64,183065.6,inf,inf,inf
20,0.35999998,64,189798.4,inf,inf,inf
20,0.39999998,64,188774.4,inf,inf,inf
20,0.43999997,64,185433.6,inf,inf,inf
20,0.48,64,185286.4,inf,inf,inf
20,0.52,64,191040,inf,inf,inf
20,0.56,64,187385.6,inf,inf,inf
20,0.6,64,191616,inf,inf,inf
20,0.64,64,185292.8,inf,inf,inf
20,0.68,64,196121.6,inf,inf,inf
20,0.72,64,193638.4,inf,inf,inf
20,0.76,64,194560,inf,inf,inf
20,0.8,64,187488,inf,inf,inf
20,0.84,64,197440,inf,inf,inf
20,0.88,64,198080,inf,inf,inf
20,0.92,64,193049.6,inf,inf,inf
20,0.96,64,199827.2,inf,inf,inf
20,1,64,195654.4,inf,inf,inf
21,0.04,64,195161.6,inf,inf,inf
21,0.08,64,186867.2,inf,inf,inf
21,0.12,64,183104,inf,inf,inf
21,0.16,64,184486.4,inf,inf,inf
21,0.19999999,64,189171.2,inf,inf,inf
21,0.23999998,64,185344,inf,inf,inf
21,0.28,64,186323.2,inf,inf,inf
21,0.32,64,186329.6,inf,inf,inf
21,0.35999998,64,186841.6,inf,inf,inf
21,0.39999998,64,188115.2,inf,inf,inf
21,0.43999997,64,187622.4,inf,inf,inf
21,0.48,64,187993.6,inf,inf,inf
21,0.52,64,189657.6,inf,inf,inf
21,0.56,64,189081.6,inf,inf,inf
21,0.6,64,193382.4,inf,inf,inf
21,0.64,64,195008,inf,inf,inf
21,0.68,64,192032,inf,inf,inf
21,0.72,64,191833.6,inf,inf,inf
21,0.76,64,195603.2,inf,inf,inf
21,0.8,64,196332.8,inf,inf,inf
21,0.84,64,195488,inf,inf,inf
21,0.88,64,199891.2,inf,inf,inf
21,0.92,64,198835.2,inf,inf,inf
21,0.96,64,192844.8,inf,inf,inf
21,1,64,197516.8,inf,inf,inf
22,0.04,64,184499.2,inf,inf,inf
22,0.08,64,182937.6,inf,inf,inf
22,0.12,64,185446.4,inf,inf,inf
22,0.16,64,188544,inf,inf,inf
22,0.19999999,64,188012.8,inf,inf,inf
22,0.23999998,64,183865.6,inf,inf,inf
22,0.28,64,182956.8,inf,inf,inf
22,0.32,64,187859.2,inf,inf,inf
22,0.35999998,64,190291.2,inf,inf,inf
22,0.39999998,64,183564.8,inf,inf,inf
22,0.43999997,64,188352,inf,inf,inf
22,0.48,64,184108.8,inf,inf,inf
22,0.52,64,187424,inf,inf,inf
22,0.56,64,183846.4,inf,inf,inf
22,0.6,64,188230.4,inf,inf,inf
22,0.64,64,192678.4,inf,inf,inf
22,0.68,64,189657.6,inf,inf,inf
22,0.72,64,193177.6,inf,inf,inf
22,0.76,64,194758.4,inf,inf,inf
22,0.8,64,191129.6,inf,inf,inf
22,0.84,64,198451.2,inf,inf,inf
22,0.88,64,200326.4,inf,inf,inf
22,0.92,64,193958.4,inf,inf,inf
22,0.96,64,201369.6,inf,inf,inf
22,1,64,201088,inf,inf,inf
23,0.04,64,inf,inf,inf,inf
23,0.08,64,184582.4,inf,inf,inf
23,0.12,64,182060.8,inf,inf,inf
23,0.16,64,183884.8,inf,inf,inf
23,0.19999999,64,182169.6,inf,inf,inf
23,0.23999998,64,185523.2,inf,inf,inf
23,0.28,64,182540.8,inf,inf,inf
23,0.32,64,188332.8,inf,inf,inf
23,0.35999998,64,185689.6,inf,inf,inf
23,0.39999998,64,185964.8,inf,inf,inf
23,0.43999997,64,187724.8,inf,inf,inf
23,0.48,64,188236.8,inf,inf,inf
23,0.52,64,186956.8,inf,inf,inf
23,0.56,64,188262.4,inf,inf,inf
23,0.6,64,193977.6,inf,inf,inf
23,0.64,64,193804.8,inf,inf,inf
23,0.68,64,191993.6,inf,inf,inf
23,0.72,64,191276.8,inf,inf,inf
23,0.76,64,192550.4,inf,inf,inf
23,0.8,64,192800,inf,inf,inf
23,0.84,64,191059.2,inf,inf,inf
23,0.88,64,192448,inf,inf,inf
23,0.92,64,196569.6,inf,inf,inf
23,0.96,64,194988.8,inf,inf,inf
23,1,64,197017.6,inf,inf,inf
24,0.04,64,193619.2,inf,inf,inf
24,0.08,64,183091.2,inf,inf,inf
24,0.12,64,184025.6,inf,inf,inf
24,0.16,64,190668.8,inf,inf,inf
24,0.19999999,64,190009.6,inf,inf,inf
24,0.23999998,64,184620.8,inf,inf,inf
24,0.28,64,184019.2,inf,inf,inf
24,0.32,64,189574.4,inf,inf,inf
24,0.35999998,64,187052.8,inf,inf,inf
24,0.39999998,64,187808,inf,inf,inf
24,0.43999997,64,185312,inf,inf,inf
24,0.48,64,195264,inf,inf,inf
24,0.52,64,186425.6,inf,inf,inf
24,0.56,64,192467.2,inf,inf,inf
24,0.6,64,193088,inf,inf,inf
24,0.64,64,184486.4,inf,inf,inf
24,0.68,64,188902.4,inf,inf,inf
24,0.72,64,193337.6,inf,inf,inf
24,0.76,64,182880,inf,inf,inf
24,0.8,64,190163.2,inf,inf,inf
24,0.84,64,192742.4,inf,inf,inf
24,0.88,64,194739.2,inf,inf,inf
24,0.92,64,190252.8,inf,inf,inf
24,0.96,64,194028.8,inf,inf,inf
24,1,64,191545.6,inf,inf,inf
